Timestep,IMU1_ax,IMU1_ay,IMU1_az,IMU1_gx,IMU1_gy,IMU1_gz,IMU2_ax,IMU2_ay,IMU2_az,IMU2_gx,IMU2_gy,IMU2_gz,IMU3_ax,IMU3_ay,IMU3_az,IMU3_gx,IMU3_gy,IMU3_gz,IMU4_ax,IMU4_ay,IMU4_az,IMU4_gx,IMU4_gy,IMU4_gz,IMU5_ax,IMU5_ay,IMU5_az,IMU5_gx,IMU5_gy,IMU5_gz,IMU1_a_mag,IMU1_g_mag,IMU1_pitch,IMU1_roll,IMU1_jerk_a_mag,IMU1_yaw_int,IMU2_a_mag,IMU2_g_mag,IMU2_pitch,IMU2_roll,IMU2_jerk_a_mag,IMU2_yaw_int,IMU3_a_mag,IMU3_g_mag,IMU3_pitch,IMU3_roll,IMU3_jerk_a_mag,IMU3_yaw_int,IMU4_a_mag,IMU4_g_mag,IMU4_pitch,IMU4_roll,IMU4_jerk_a_mag,IMU4_yaw_int,IMU5_a_mag,IMU5_g_mag,IMU5_pitch,IMU5_roll,IMU5_jerk_a_mag,IMU5_yaw_int,IMU1_qw,IMU1_qx,IMU1_qy,IMU1_qz,IMU2_qw,IMU2_qx,IMU2_qy,IMU2_qz,IMU3_qw,IMU3_qx,IMU3_qy,IMU3_qz,IMU4_qw,IMU4_qx,IMU4_qy,IMU4_qz,IMU5_qw,IMU5_qx,IMU5_qy,IMU5_qz,REL_LH_pitch,REL_LH_roll,REL_RH_pitch,REL_RH_roll,REL_LK_pitch,REL_LK_roll,REL_RK_pitch,REL_RK_roll,REL_THIGH_yaw,REL_ANKLE_yaw,move,label
0,-2.1241212,-0.6606301,-0.08700464,0.2704595,0.51731694,1.2242129,0.12620924,-0.62067735,0.1490233,-0.15846232,-0.17450668,0.051854927,-0.2069258,0.7515221,0.58083093,-0.18108098,0.29678002,0.22444269,-0.79374826,-0.5496803,0.8038026,-0.057762343,0.81884104,-0.15759768,-0.71419066,0.44447944,0.69053996,0.38213292,0.4697593,0.24325712,0.86337703,-0.18285057,1.7403923,0.1899932,1.3567397e-05,0.79490143,0.26749462,0.37218627,1.8562233,0.8984132,-0.8805923,-0.55509245,-0.083618626,0.22731455,-0.0014001053,0.6300272,0.11269367,0.2979424,-0.26495805,0.07212917,0.7070681,-0.544369,-0.030315794,0.44673237,-0.00082696596,0.84278643,0.64560765,0.7057485,-0.36378378,0.5037387,0.54968655,-0.22746623,0.70121866,-0.4250752,-0.0026284144,0.7991701,0.6233814,-0.48661613,0.5862747,0.54733324,0.51206124,-0.49710506,0.6668019,0.10526834,-0.0033960624,-0.26325,0.52258474,0.3264653,0.20110609,-0.073211946,-1.8268923,-0.049653288,-1.7270291,0.22811653,0.36483812,-0.4434538,0.29198644,-0.39438012,-0.77683055,0.6739719,2,1
1,-2.1178079,-0.6012441,-0.07089084,0.24609892,0.46952626,1.1141521,0.1270745,-0.62067735,0.13565305,-0.16809157,-0.1620266,0.04618278,-0.2064071,0.75193006,0.58692193,-0.088548616,0.19208279,0.22155727,-0.786855,-0.55474925,0.78130776,-0.05380305,0.9036516,-0.19294801,-0.72577596,0.44782665,0.688837,0.31275976,0.4479451,0.21285208,0.85183233,-0.2407212,1.7365519,0.20598641,-0.2761493,0.7988445,0.2576275,0.36482465,1.8645759,0.90003055,-0.87981737,-0.54772943,-0.08512557,0.23448722,0.039635208,0.62864304,0.11545525,0.2971356,-0.26286733,0.07073008,0.71050745,-0.5821704,-0.031081455,0.44579837,0.07121579,0.8408289,0.6456055,0.70458436,-0.35539255,0.50194335,0.5616833,-0.17688058,0.6935097,-0.42881748,0.27832845,0.79135936,0.61957234,-0.48904768,0.58880377,0.520617,0.5200711,-0.5309658,0.67586005,0.1061413,0.19683681,-0.2598915,0.5210156,0.32716802,0.20250085,-0.06358975,-1.823551,-0.060146965,-1.723541,0.21726473,0.36260983,-0.4494051,0.29621553,-0.39297295,-0.7750002,0.666981,2,1
2,-2.1161907,-0.5860319,-0.066763125,0.23985875,0.45728433,1.0859591,0.12729613,-0.62067735,0.13222818,-0.17055815,-0.15882973,0.04472982,-0.20627423,0.7520345,0.5938805,-0.064845756,0.16526383,0.22081815,-0.78389275,-0.5560477,0.77554566,-0.05278884,0.9253766,-0.20200327,-0.7287436,0.44868407,0.68840086,0.29498932,0.44235724,0.20506361,0.84887534,-0.25554523,1.7355682,0.21008322,-0.14146884,0.8027877,0.24785,0.35759595,1.8727734,0.9016132,-0.8796188,-0.5458433,-0.085511595,0.23632458,0.019622905,0.627259,0.1181746,0.29634,-0.26080775,0.06935198,0.71342206,-0.5918535,-0.031505242,0.444648,0.0786742,0.8388713,0.645603,0.70341265,-0.34712863,0.5001819,0.5644498,-0.16392271,0.6904993,-0.42977607,0.1341368,0.7835486,0.6156438,-0.49140856,0.5912758,0.49428466,0.52212286,-0.5396395,0.67818034,0.106364936,0.09918626,-0.25653303,0.51943815,0.3278517,0.20387475,-0.05411073,-1.8226953,-0.06283499,-1.7227356,0.21377411,0.36159092,-0.45092955,0.29746798,-0.3916934,-0.7731699,0.65999,2,1
3,-2.1161907,-0.5860319,-0.066763125,0.23085853,0.43420756,1.0452604,0.12729613,-0.6209622,0.13222818,-0.17055815,-0.15882973,0.04472982,-0.20627423,0.75013554,0.59759843,-0.064845756,0.1261184,0.22081815,-0.7830687,-0.55613416,0.77554566,-0.05278884,0.8824475,-0.20200327,-0.7332346,0.44868407,0.68840086,0.26993632,0.42512295,0.1905695,0.84887534,-0.2828688,1.7355682,0.21008322,1.3567397e-05,0.8062146,0.23874903,0.3503746,1.8802544,0.90321946,-0.8799176,-0.5458433,-0.085418396,0.23641667,-0.017220927,0.6258749,0.12084544,0.29555687,-0.2587775,0.06799247,0.7085441,-0.6010272,-0.03095746,0.4435728,-0.08833829,0.83691376,0.64568084,0.702198,-0.33965427,0.49790546,0.5645881,-0.17458342,0.6897423,-0.42979538,-0.001862793,0.7757379,0.6117391,-0.4936826,0.59291035,0.46894753,0.5221612,-0.5552064,0.68170244,0.106364936,-0.0024403813,-0.2537066,0.51865745,0.32816252,0.20557228,-0.045876533,-1.8226572,-0.06278636,-1.7225231,0.21293524,0.36119497,-0.45098215,0.2984843,-0.3906088,-0.7713395,0.6532728,2,1
4,-2.116279,-0.5757847,-0.069214806,0.20026863,0.38634256,0.96684796,0.12917922,-0.62141097,0.13247919,-0.15537015,-0.17594434,0.053624146,-0.211138,0.74643075,0.59831864,-0.06551109,0.050478235,0.22503203,-0.7851967,-0.5562703,0.7836331,-0.012225466,0.77311015,-0.16456893,-0.74536645,0.44915763,0.6979759,0.2215131,0.3825111,0.1625616,0.8482226,-0.33772808,1.73631,0.21068609,-0.015597218,0.8089178,0.23061287,0.34301034,1.8867283,0.9049974,-0.88061553,-0.5552038,-0.087954976,0.23642734,-0.0466692,0.6247517,0.122973666,0.2949356,-0.25736028,0.066802494,0.6984456,-0.6218294,-0.02625032,0.44257635,-0.28142038,0.83503705,0.645895,0.7009339,-0.3333361,0.49511576,0.56808275,-0.23355246,0.6912125,-0.4288945,0.08351077,0.76891893,0.6086397,-0.49545988,0.59427947,0.44729576,0.52490264,-0.58721113,0.69119006,0.10474106,0.06563696,-0.25162888,0.51906097,0.32793546,0.20759447,-0.039473534,-1.8244569,-0.063319005,-1.7214283,0.2117762,0.36369473,-0.45023683,0.29882145,-0.39046854,-0.7695178,0.64760894,2,1
5,-2.1166592,-0.5315253,-0.07980388,0.12940139,0.33666545,0.9051655,0.13731262,-0.62141097,0.13356324,-0.089770935,-0.24986485,0.09204003,-0.23214547,0.74335283,0.6014288,-0.06838477,-0.009801966,0.24323232,-0.79438776,-0.5562703,0.81856394,0.1629736,0.5930383,-0.0028846387,-0.7672003,0.45120323,0.7393314,0.18287489,0.31575972,0.14023718,0.8454043,-0.3887111,1.7395147,0.21328999,-0.08302247,0.81101984,0.22342788,0.33530477,1.8921727,0.9072198,-0.88159674,-0.5956329,-0.09954503,0.23584566,-0.06618524,0.62449455,0.12341387,0.29482186,-0.25791255,0.0661353,0.6975631,-0.64924186,-0.010714756,0.44131976,-0.030239157,0.83342844,0.646281,0.6996464,-0.32825553,0.49245846,0.5808007,-0.41569212,0.6978589,-0.42487186,0.36459583,0.7653916,0.6079857,-0.49580497,0.59761876,0.43486717,0.5364831,-0.6194971,0.7081975,0.09772691,0.35316864,-0.25018087,0.520607,0.3271995,0.2095411,-0.03498001,-1.8324887,-0.06595114,-1.7185593,0.20914765,0.37508592,-0.44666067,0.2941533,-0.39293674,-0.7677247,0.6444872,2,1
6,-2.1166685,-0.48344067,-0.08006469,0.12765592,0.3354419,0.90364623,0.13751294,-0.6192464,0.13358995,-0.08815521,-0.25168553,0.092986226,-0.2326629,0.7432771,0.60150546,-0.06845555,-0.01128669,0.25482973,-0.7946142,-0.55502564,0.84297043,0.1672888,0.58860314,0.0010976945,-0.76773804,0.45125356,0.74035007,0.18192323,0.31411558,0.13968731,0.8444578,-0.38996685,1.7403427,0.22079977,-0.0398967,0.81312186,0.2163652,0.32803822,1.8975209,0.9092373,-0.87934774,-0.5966287,-0.10051274,0.2351337,0.10438132,0.6242374,0.1238882,0.29470146,-0.25846395,0.065496005,0.69754106,-0.6594996,-0.010332097,0.4412888,-0.0060185487,0.8320336,0.6466951,0.69842994,-0.3236458,0.49050266,0.5831714,-0.42017823,0.69776374,-0.42178547,0.12918735,0.7618643,0.60742384,-0.49607942,0.600896,0.42266622,0.5367682,-0.62029237,0.7086164,0.09755417,0.07788958,-0.24873292,0.52211004,0.32647482,0.21145014,-0.030574238,-1.8337368,-0.0730334,-1.7192268,0.20437016,0.37575576,-0.44381163,0.2940383,-0.39299753,-0.7661811,0.64136547,2,1
7,-2.1166685,-0.46991208,-0.08602487,0.12765592,0.3086456,0.90364623,0.13751294,-0.6186233,0.13021135,-0.08815521,-0.25513777,0.092986226,-0.24397898,0.74231696,0.60150546,-0.06990229,-0.01128669,0.25803933,-0.8208903,-0.55466735,0.84974885,0.1672888,0.4914707,0.0010976945,-0.77243835,0.45004988,0.74035007,0.16108143,0.3072124,0.13308762,0.8426111,-0.41982245,1.7419288,0.22051375,-0.04966779,0.8152238,0.2100171,0.3210647,1.902183,0.9115503,-0.87846965,-0.595843,-0.100776106,0.23674038,0.07670994,0.6239802,0.12425653,0.29460552,-0.2590433,0.064826645,0.6988542,-0.662055,-0.0021592188,0.44106004,0.026681215,0.8306442,0.6471088,0.69720215,-0.31902856,0.48853153,0.5907032,-0.44757423,0.72032243,-0.42092556,0.1864295,0.7583371,0.6071226,-0.49630782,0.6025312,0.4121762,0.5338953,-0.62409574,0.71232647,0.09734606,-0.075214535,-0.24752723,0.5242571,0.3254606,0.21351656,-0.026735086,-1.8354781,-0.071929514,-1.7176193,0.20437273,0.38570982,-0.44373235,0.2894662,-0.39287767,-0.76464385,0.63836837,2,1
8,-2.1167915,-0.39986753,-0.09388563,0.15431845,0.27568266,0.9042063,0.13334607,-0.6191101,0.12618302,-0.07394257,-0.2577151,0.09752293,-0.25663054,0.74134254,0.60366577,-0.0717808,-0.0027658748,0.269499,-0.85322213,-0.55235296,0.8791347,0.17233056,0.37205106,0.01854021,-0.78124326,0.44915125,0.7547689,0.13494916,0.28104827,0.12498946,0.8395572,-0.45975503,1.7448514,0.22869623,-0.08662719,0.8173329,0.20437063,0.31507188,1.9063164,0.913694,-0.87824714,-0.59710324,-0.09476435,0.23905405,0.014602765,0.6238561,0.12397265,0.2946681,-0.259736,0.06416661,0.7014978,-0.66832745,0.0068384316,0.4404617,0.064341284,0.82947445,0.64755553,0.6960212,-0.31464833,0.48733106,0.59908533,-0.4945622,0.74817616,-0.41702417,0.25155935,0.75527185,0.60726416,-0.4963494,0.60337746,0.40414953,0.53408307,-0.6330443,0.719214,0.09462818,-0.02428197,-0.2465325,0.52706504,0.324153,0.21543537,-0.023656726,-1.836035,-0.07801442,-1.717009,0.1987267,0.3933445,-0.44140264,0.28556547,-0.39372167,-0.76331925,0.6357912,2,1
9,-2.117003,-0.27989784,-0.099727884,0.22136743,0.2534895,0.9051655,0.12620924,-0.6199438,0.12240747,-0.049599696,-0.24877709,0.10529323,-0.26382977,0.7409014,0.60886747,-0.07314827,0.012419048,0.2905732,-0.87499946,-0.548389,0.9294656,0.18096593,0.29171732,0.04841512,-0.7903138,0.449164,0.77966607,0.116841294,0.2450624,0.119558305,0.83636457,-0.4926122,1.7481047,0.24581742,-0.10102581,0.8194502,0.19926746,0.31035924,1.9101459,0.91533977,-0.87807167,-0.6026729,-0.08440716,0.24134518,0.009518451,0.6238864,0.122932345,0.29491627,-0.26046434,0.063632585,0.7049178,-0.6800406,0.011729824,0.43947506,0.09008102,0.82858723,0.64804745,0.69490737,-0.31060663,0.48713467,0.60456717,-0.54001,0.76694185,-0.41034195,0.1672191,0.75274247,0.6077983,-0.4961945,0.604049,0.3982319,0.538141,-0.64350766,0.7262656,0.090205535,0.13030715,-0.24567276,0.5303348,0.32264212,0.21710458,-0.0212152,-1.8351591,-0.09209297,-1.7183177,0.18711989,0.3938543,-0.43675116,0.28478137,-0.395082,-0.76227385,0.6336445,2,1
