Timestep,IMU1_ax,IMU1_ay,IMU1_az,IMU1_gx,IMU1_gy,IMU1_gz,IMU2_ax,IMU2_ay,IMU2_az,IMU2_gx,IMU2_gy,IMU2_gz,IMU3_ax,IMU3_ay,IMU3_az,IMU3_gx,IMU3_gy,IMU3_gz,IMU4_ax,IMU4_ay,IMU4_az,IMU4_gx,IMU4_gy,IMU4_gz,IMU5_ax,IMU5_ay,IMU5_az,IMU5_gx,IMU5_gy,IMU5_gz,IMU1_a_mag,IMU1_g_mag,IMU1_pitch,IMU1_roll,IMU1_jerk_a_mag,IMU1_yaw_int,IMU2_a_mag,IMU2_g_mag,IMU2_pitch,IMU2_roll,IMU2_jerk_a_mag,IMU2_yaw_int,IMU3_a_mag,IMU3_g_mag,IMU3_pitch,IMU3_roll,IMU3_jerk_a_mag,IMU3_yaw_int,IMU4_a_mag,IMU4_g_mag,IMU4_pitch,IMU4_roll,IMU4_jerk_a_mag,IMU4_yaw_int,IMU5_a_mag,IMU5_g_mag,IMU5_pitch,IMU5_roll,IMU5_jerk_a_mag,IMU5_yaw_int,IMU1_qw,IMU1_qx,IMU1_qy,IMU1_qz,IMU2_qw,IMU2_qx,IMU2_qy,IMU2_qz,IMU3_qw,IMU3_qx,IMU3_qy,IMU3_qz,IMU4_qw,IMU4_qx,IMU4_qy,IMU4_qz,IMU5_qw,IMU5_qx,IMU5_qy,IMU5_qz,REL_LH_pitch,REL_LH_roll,REL_RH_pitch,REL_RH_roll,REL_LK_pitch,REL_LK_roll,REL_RK_pitch,REL_RK_roll,REL_THIGH_yaw,REL_ANKLE_yaw,move,label
0,0.49138358,0.6448382,0.5622276,-0.30910054,0.085240275,-0.3497545,0.3918458,0.6110235,0.14539191,0.1877813,0.23912366,0.06804835,0.5168622,0.8296869,-0.20235823,0.12214134,0.17841545,0.31742594,-0.043148726,-0.5741703,1.0450203,0.14863814,0.11146526,0.14232202,-1.2435075,0.47336683,0.30214307,0.10305275,0.048863642,0.08583791,0.06017577,-0.4846689,-0.55312914,0.51499295,1.3567397e-05,0.7749344,0.55722994,0.9328413,-0.51831686,0.20413835,0.42495677,-0.46148434,-0.47681472,0.03687598,-0.0014001053,0.6305022,0.6864986,0.1741669,-0.58876485,0.4687552,0.57718503,-0.64071476,-0.5487667,0.5971818,-0.00082696596,0.8445692,0.52240694,0.85140955,-0.63276976,0.7129834,0.6074361,-0.66387975,0.031551287,-0.40337124,-0.0026284144,0.8071157,0.6981282,-0.47205824,0.31165513,0.3341054,0.55623627,-0.6825144,1.0801733,0.17938823,-0.0033960624,-0.26902872,0.37571776,0.38458154,0.35230875,-0.20773792,0.3753085,-0.44043523,0.33238357,0.13978447,0.36397952,-0.35003832,0.8441627,-0.5066696,-0.7787554,0.68229884,1,1
1,0.49138358,0.6448382,0.5622276,-0.30910054,0.085240275,-0.3497545,0.3918458,0.6110235,0.14539191,0.1877813,0.23912366,0.06804835,0.5168622,0.8299747,-0.19858533,0.12214134,0.17841545,0.31742594,-0.043148726,-0.57355106,1.0450203,0.14863814,0.11146526,0.14232202,-1.2435075,0.47336683,0.30214307,0.10305275,0.05309753,0.087034106,0.06017577,-0.4846689,-0.55312914,0.51499295,1.3567397e-05,0.76469046,0.5579308,0.9240953,-0.51644474,0.19318755,0.42495677,-0.46148434,-0.47681472,0.03687598,-0.0014001053,0.6296875,0.6791302,0.17606477,-0.5846345,0.47111952,0.5790766,-0.64071476,-0.5488031,0.5965559,0.0387964,0.8441005,0.521364,0.8522722,-0.6272222,0.7160239,0.60492015,-0.66387975,0.031612746,-0.40322572,-0.061557565,0.80658305,0.697868,-0.47217742,0.31216002,0.33204195,0.55623627,-0.6826667,1.0801733,0.17938823,-0.0033960624,-0.26910678,0.37899393,0.38316208,0.35245618,-0.20778152,0.3753085,-0.44043523,0.33236945,0.13929614,0.36400613,-0.34991735,0.84418976,-0.5060382,-0.7784758,0.68198,1,1
2,0.49138358,0.64100206,0.5600839,-0.30910054,0.08297976,-0.3497545,0.3918458,0.6105436,0.14539191,0.1877813,0.23912366,0.06804835,0.5168622,0.8300595,-0.1974745,0.11741888,0.17841545,0.31742594,-0.043148726,-0.5733688,1.043768,0.14829926,0.11146526,0.14232202,-1.2435075,0.47302723,0.30214307,0.095536634,0.054344054,0.087386295,0.05906069,-0.48551035,-0.55368227,0.51434004,-0.026658792,0.7544465,0.5585441,0.9154443,-0.5146591,0.18238841,0.42443985,-0.46148434,-0.47681317,0.036912765,-0.02877542,0.62887275,0.6718553,0.1779339,-0.5805624,0.47345042,0.5796337,-0.6411846,-0.5488138,0.59637153,0.022504551,0.84363174,0.5203918,0.8530603,-0.6217518,0.71902406,0.6037757,-0.6638648,0.03164071,-0.40332258,-0.04676925,0.8060504,0.6975981,-0.47229972,0.3126577,0.33000794,0.55540097,-0.68007934,1.0802306,0.17934035,-0.02427512,-0.26918486,0.38246512,0.38165662,0.35260665,-0.20781866,0.37587887,-0.4398328,0.33291045,0.13956559,0.36401707,-0.3500124,0.84422094,-0.5058778,-0.7781962,0.68166125,1,1
3,0.50655895,0.6362357,0.55733967,-0.29348922,0.08015237,-0.34348083,0.39246726,0.6101432,0.14769892,0.1897024,0.2199708,0.070826,0.51803505,0.83091784,-0.17839341,0.11347784,0.18613763,0.31853297,-0.041039973,-0.5730859,1.0394393,0.13972239,0.116757885,0.14272667,-1.243389,0.47259548,0.3017548,0.08681147,0.06426682,0.09367092,0.088834606,-0.49055344,-0.56072533,0.5135194,0.7011242,0.7442821,0.5589983,0.9070849,-0.51307416,0.17185286,0.42393303,-0.46509764,-0.4772579,0.03632681,-0.039658565,0.62813956,0.664636,0.1797847,-0.5768494,0.47565243,0.5870952,-0.63906467,-0.54980713,0.5931385,0.15546237,0.84318423,0.5195141,0.8537536,-0.61628234,0.7221751,0.60112834,-0.6619141,0.029854095,-0.4037391,-0.068567716,0.80552846,0.6971659,-0.4724887,0.31324422,0.3279438,0.55427873,-0.67567676,1.0802149,0.1793492,-0.040162902,-0.2690322,0.38607743,0.38011244,0.3526519,-0.20734859,0.3829528,-0.43940943,0.33946696,0.1375626,0.3635708,-0.35012716,0.8449524,-0.50261176,-0.7779147,0.681231,1,1
4,0.539158,0.6328743,0.55528766,-0.25995386,0.078131154,-0.33000395,0.3938022,0.61019605,0.15273656,0.1940338,0.17882769,0.07679281,0.5212401,0.8327613,-0.13722827,0.11360808,0.20272602,0.32091108,-0.036510084,-0.57247823,1.0323851,0.12190555,0.12862816,0.14359595,-1.2427305,0.47227675,0.30092072,0.08154262,0.085582405,0.10717122,0.15479226,-0.49987823,-0.5748635,0.5129271,2.1037626,0.7342317,0.55927277,0.89910537,-0.51172686,0.16162811,0.42382556,-0.47279108,-0.4782162,0.034976434,-0.009946406,0.62752295,0.65745085,0.18162353,-0.57362324,0.47768494,0.6031241,-0.63365644,-0.55243796,0.5861628,0.44681442,0.8427671,0.5187284,0.8543546,-0.6107857,0.725563,0.59616446,-0.6575926,0.025998503,-0.40438372,-0.15764016,0.80502194,0.69650793,-0.47277063,0.3139699,0.325817,0.5533262,-0.67093796,1.0797641,0.17945422,-0.034818325,-0.26854917,0.38976482,0.3785678,0.35254264,-0.20615672,0.3971263,-0.43959367,0.3523812,0.13249508,0.36260667,-0.35012886,0.8467246,-0.49551895,-0.7776303,0.68064123,1,1
5,0.539158,0.6328743,0.55528766,-0.25995386,0.078131154,-0.33000395,0.3938022,0.6106495,0.15343788,0.1957859,0.17882769,0.07679281,0.5271128,0.8327613,-0.1357191,0.11472358,0.20272602,0.32091108,-0.036510084,-0.57247823,1.0323851,0.12190555,0.1329189,0.14359595,-1.2392712,0.47227675,0.30092072,0.08154262,0.085582405,0.10717122,0.15479226,-0.49987823,-0.5748635,0.5129271,0.31738913,0.72418135,0.55951756,0.8912732,-0.5103938,0.15158483,0.4242918,-0.47220585,-0.47821736,0.034754537,0.02444354,0.62690645,0.6503367,0.18343972,-0.5704542,0.47968143,0.6031231,-0.63355535,-0.55669576,0.5858984,0.066687234,0.84235,0.51793855,0.8549472,-0.60542333,0.72892445,0.59616446,-0.65623856,0.025998503,-0.40438372,-0.026013775,0.80451536,0.69585747,-0.47304758,0.3147533,0.3236746,0.55299246,-0.67093796,1.0770757,0.17945422,-0.017310768,-0.26806617,0.3933848,0.37705058,0.35241786,-0.20497048,0.3971258,-0.43971086,0.35072932,0.1322888,0.36260754,-0.35004112,0.84880114,-0.4952523,-0.77734596,0.6800514,1,1
6,0.539158,0.63019174,0.55212796,-0.25995386,0.07436749,-0.33000395,0.3938022,0.61073005,0.1535625,0.1960972,0.14971538,0.07679281,0.52815616,0.8327318,-0.13545099,0.11492176,0.19259858,0.32091108,-0.036510084,-0.57247823,1.027423,0.109661944,0.1336812,0.14359595,-1.2386565,0.47202948,0.30033836,0.08154262,0.085582405,0.10717122,0.15316594,-0.5012087,-0.5756848,0.512294,-0.03889031,0.714131,0.5596489,0.88353884,-0.5091877,0.1417093,0.42437458,-0.4771098,-0.47821757,0.034715142,0.010253528,0.6262899,0.64333487,0.18522407,-0.5676167,0.48133284,0.6030176,-0.6371758,-0.55745035,0.58584726,-0.0030465398,0.84193295,0.5171581,0.85552377,-0.600314,0.7320726,0.59457374,-0.6546888,0.026036132,-0.40493822,-0.03989097,0.8040088,0.69497937,-0.47341916,0.31552193,0.32157215,0.5522519,-0.67093796,1.0766445,0.17952387,-0.024368308,-0.26758313,0.39694068,0.37555823,0.35229528,-0.20380408,0.39797175,-0.4391663,0.35124585,0.13264956,0.36262396,-0.35048667,0.8491875,-0.49516344,-0.7770615,0.6794616,1,1
7,0.55864245,0.6275037,0.54998386,-0.23839694,0.06809939,-0.32256848,0.39637324,0.61126864,0.1574502,0.19825546,0.13300274,0.077585325,0.5316107,0.8327147,-0.111748554,0.11889677,0.18190849,0.3219345,-0.035156325,-0.5727506,1.0238247,0.102633215,0.13779967,0.14545153,-1.2373629,0.4718874,0.29975465,0.08176756,0.08759404,0.10983755,0.19265306,-0.5087782,-0.58387285,0.51176566,0.9306801,0.7041749,0.55956393,0.87615865,-0.50827885,0.13213874,0.42482886,-0.47937495,-0.48006374,0.033636026,0.022658259,0.6256966,0.63640577,0.18698733,-0.56494343,0.4829572,0.6085769,-0.6408193,-0.56004626,0.5817039,0.11482596,0.84153545,0.5164143,0.856064,-0.59545505,0.7351453,0.59446144,-0.6535463,0.024850154,-0.40540406,-0.018583966,0.8035514,0.6940506,-0.47380906,0.31641006,0.3195425,0.5517055,-0.6697206,1.0756676,0.17960885,-0.023154423,-0.26700222,0.40044332,0.37409693,0.352086,-0.2024669,0.40565318,-0.43926445,0.35830918,0.12975138,0.36346725,-0.35044703,0.8507212,-0.49093866,-0.77679235,0.67885447,1,1
8,0.58693236,0.6258368,0.54950434,-0.20609428,0.062135626,-0.31177267,0.40065518,0.61205053,0.16309486,0.20138913,0.13365537,0.078736015,0.5366266,0.8327147,-0.07733448,0.12486354,0.17482865,0.32409936,-0.033190764,-0.57314616,1.0227364,0.10476403,0.14377935,0.14821136,-1.2354847,0.4721683,0.2993928,0.08219365,0.09051477,0.113708846,0.25134078,-0.51888746,-0.5950768,0.5115262,1.9431666,0.69430315,0.5593039,0.8691248,-0.50761265,0.122857645,0.4254884,-0.47838303,-0.48313823,0.032069206,0.0469405,0.6251241,0.62954855,0.18872918,-0.56236583,0.48463094,0.6167367,-0.64318424,-0.5638169,0.57569164,0.235734,0.8411685,0.51570046,0.8565749,-0.5908183,0.73821443,0.5956258,-0.65324545,0.02309686,-0.40561825,0.03510572,0.8031397,0.6931611,-0.4741795,0.31740573,0.3175824,0.552171,-0.6679838,1.0741638,0.17971365,0.0060790577,-0.2663338,0.40388948,0.37266752,0.35179967,-0.20097995,0.41594008,-0.43987805,0.3678891,0.12521224,0.36496753,-0.35000527,0.8529146,-0.484818,-0.77655214,0.6782332,1,1
9,0.58693236,0.6258368,0.54950434,-0.20179603,0.062135626,-0.31177267,0.4030063,0.61205053,0.16309486,0.20138913,0.13645026,0.078736015,0.5366266,0.8327147,-0.07733448,0.12570016,0.17482865,0.32700717,-0.033190764,-0.57314616,1.0227364,0.113889426,0.14377935,0.14849254,-1.2354847,0.4733714,0.2993928,0.08261975,0.09051477,0.113708846,0.25134078,-0.5198633,-0.5950768,0.5115262,0.11158196,0.68443143,0.55903316,0.86225027,-0.5069512,0.11373777,0.4254878,-0.4779268,-0.4848255,0.032069206,0.0013367336,0.6245516,0.6227901,0.19044255,-0.5598299,0.48632717,0.6167367,-0.64364415,-0.5638169,0.57569164,0.012755457,0.84084433,0.5149831,0.8570843,-0.58633685,0.74135846,0.5956258,-0.6543881,0.02309686,-0.40561825,-0.00046186533,0.8027337,0.69240564,-0.47449252,0.31839442,0.31566256,0.5551309,-0.6681149,1.0739633,0.17988315,0.0874307,-0.26566535,0.4072651,0.37126595,0.35151616,-0.1995153,0.4152515,-0.43987805,0.3678891,0.12521224,0.36620718,-0.35000527,0.85283357,-0.48472768,-0.77636176,0.67761576,1,1
