Timestep,IMU1_ax,IMU1_ay,IMU1_az,IMU1_gx,IMU1_gy,IMU1_gz,IMU2_ax,IMU2_ay,IMU2_az,IMU2_gx,IMU2_gy,IMU2_gz,IMU3_ax,IMU3_ay,IMU3_az,IMU3_gx,IMU3_gy,IMU3_gz,IMU4_ax,IMU4_ay,IMU4_az,IMU4_gx,IMU4_gy,IMU4_gz,IMU5_ax,IMU5_ay,IMU5_az,IMU5_gx,IMU5_gy,IMU5_gz,IMU1_a_mag,IMU1_g_mag,IMU1_pitch,IMU1_roll,IMU1_jerk_a_mag,IMU1_yaw_int,IMU2_a_mag,IMU2_g_mag,IMU2_pitch,IMU2_roll,IMU2_jerk_a_mag,IMU2_yaw_int,IMU3_a_mag,IMU3_g_mag,IMU3_pitch,IMU3_roll,IMU3_jerk_a_mag,IMU3_yaw_int,IMU4_a_mag,IMU4_g_mag,IMU4_pitch,IMU4_roll,IMU4_jerk_a_mag,IMU4_yaw_int,IMU5_a_mag,IMU5_g_mag,IMU5_pitch,IMU5_roll,IMU5_jerk_a_mag,IMU5_yaw_int,IMU1_qw,IMU1_qx,IMU1_qy,IMU1_qz,IMU2_qw,IMU2_qx,IMU2_qy,IMU2_qz,IMU3_qw,IMU3_qx,IMU3_qy,IMU3_qz,IMU4_qw,IMU4_qx,IMU4_qy,IMU4_qz,IMU5_qw,IMU5_qx,IMU5_qy,IMU5_qz,REL_LH_pitch,REL_LH_roll,REL_RH_pitch,REL_RH_roll,REL_LK_pitch,REL_LK_roll,REL_RK_pitch,REL_RK_roll,REL_THIGH_yaw,REL_ANKLE_yaw,move,label
0,0.43548754,-0.8267166,0.8752193,-0.40461206,0.27066988,0.27922475,0.99811447,0.18319267,-0.11742874,-0.19399387,-0.10818112,0.1169525,-0.4852557,0.6879841,0.68241274,0.103370436,0.03494324,0.32467502,-1.1056201,-0.5831648,-1.5449693,0.084604256,0.062994115,0.15142152,-0.5966476,0.4734447,0.30581006,0.06113557,0.027490033,0.08016049,0.16279887,-0.37003776,-0.4360042,0.4039616,1.3567397e-05,0.7829135,0.62605464,0.69330996,-0.39810005,0.13450861,0.020232486,-0.5612471,-0.9943225,0.16142325,-0.0014001053,0.63193685,0.28431204,0.24641816,-1.0238779,0.9826258,0.6628737,-0.6949233,0.18269114,0.41364866,-0.00082696596,0.8447082,0.6595228,0.6678421,-0.25035158,0.42522323,0.37864837,-0.67274433,1.0141184,-0.7210078,-0.0026284144,0.8073567,-0.1223592,-0.73339576,0.6581134,0.7237304,0.53050435,-0.66633034,0.5746695,0.17873998,-0.0033960624,-0.26923713,0.38557386,0.38655335,0.16722436,-0.043445863,0.043422718,-0.2755163,0.50073224,0.06687143,1.1693363,-0.6635308,0.09652232,-0.32187465,-0.77844656,0.68256843,1,3
1,0.46696246,-0.810489,0.89160293,-0.3502398,0.27066988,0.26721355,0.9996899,0.18232267,-0.116531536,-0.19947258,-0.09864726,0.11716586,-0.48303777,0.69105303,0.685523,0.10836469,0.10163438,0.33900258,-1.1089479,-0.5831648,-1.5387639,0.06822095,0.0709776,0.14674546,-0.6067271,0.47370124,0.33419695,0.069129676,0.017019223,0.089568205,0.23190913,-0.37981164,-0.44731185,0.40765944,1.6532416,0.779282,0.6282411,0.6842583,-0.393295,0.12731276,0.019502383,-0.5581301,-0.9958624,0.16127042,-0.04005806,0.63219345,0.28804475,0.24546094,-1.0239557,0.9833673,0.6727726,-0.672727,0.17949559,0.41391748,0.20651284,0.8446747,0.6583261,0.6687731,-0.2467159,0.42784077,0.38010076,-0.66481316,1.0169811,-0.7202081,0.031393144,0.80693746,-0.123786315,-0.7339061,0.6578529,0.7225583,0.53461254,-0.66884017,0.58260244,0.17367922,0.09929868,-0.26913312,0.38919196,0.38499153,0.1666796,-0.043768026,0.054442815,-0.278899,0.5106377,0.06474061,1.1717066,-0.66280526,0.10210182,-0.32484132,-0.7783232,0.68223244,1,3
2,0.48326194,-0.7998498,0.9000874,-0.30293673,0.27154806,0.26099348,1.0005057,0.1818722,-0.11606698,-0.20230976,-0.08949646,0.11727636,-0.48188922,0.69264233,0.6871337,0.11611086,0.13617085,0.34642223,-1.1106713,-0.5831224,-1.5355504,0.05973673,0.0751119,0.14432392,-0.6119469,0.473834,0.35375074,0.073269494,0.011596838,0.09444005,0.2676437,-0.38748538,-0.45318812,0.40977705,1.7109822,0.77565044,0.6304203,0.67557234,-0.38851285,0.12028262,0.019124385,-0.5561209,-0.99665993,0.16119115,-0.041438695,0.6324501,0.2917487,0.2445096,-1.0239938,0.9841478,0.6778989,-0.6606336,0.1778407,0.41405675,0.2139178,0.8446413,0.6570761,0.66976,-0.2431265,0.4304142,0.3806738,-0.660706,1.0184963,-0.71979237,0.028402232,0.8065182,-0.1252002,-0.73441124,0.6575951,0.7213979,0.53736705,-0.6701399,0.5867163,0.170188,0.118647344,-0.26902908,0.39280683,0.38343036,0.16614011,-0.044087194,0.060170837,-0.2808318,0.51578736,0.06350891,1.1729479,-0.6624281,0.104993545,-0.32684126,-0.77819985,0.6818963,1,3
3,0.48326194,-0.7952132,0.9000874,-0.2632267,0.27336946,0.26099348,1.0005057,0.1818722,-0.11606698,-0.20230976,-0.0807571,0.11727636,-0.48188922,0.69264233,0.6871337,0.12681283,0.13617085,0.34642223,-1.1106713,-0.58303434,-1.5355504,0.05973673,0.0751119,0.14432392,-0.6119469,0.473834,0.3638171,0.073269494,0.011596838,0.09444005,0.2675309,-0.39290348,-0.45323065,0.41019747,0.05505185,0.77201897,0.63259184,0.6672794,-0.3837554,0.113430455,0.019124385,-0.5553014,-0.99665993,0.16119115,-0.0027807462,0.6327067,0.2954221,0.24356484,-1.0239891,0.98496985,0.6778989,-0.65939164,0.1778407,0.41405675,0.006578027,0.84460783,0.65576905,0.67080677,-0.23958667,0.4329402,0.38030094,-0.660706,1.018564,-0.7197892,-0.014342796,0.8060989,-0.12659995,-0.73491085,0.6573401,0.7202497,0.5386683,-0.6701399,0.58672816,0.16838254,0.04847619,-0.26892507,0.39641723,0.38186944,0.16560622,-0.044403158,0.060214646,-0.2812073,0.5158293,0.06324276,1.1729772,-0.66242546,0.10499832,-0.3278028,-0.7780766,0.6815603,1,3
4,0.48326194,-0.7950476,0.9000874,-0.26180845,0.27343455,0.26099348,1.0005057,0.1818722,-0.11606698,-0.20375058,-0.08044498,0.11727636,-0.48188922,0.69264233,0.6871337,0.12719505,0.13617085,0.34642223,-1.1186478,-0.58303124,-1.5355504,0.03761925,0.0751119,0.13981484,-0.6198884,0.473834,0.36417654,0.073269494,0.011596838,0.09444005,0.2675268,-0.39309698,-0.45323217,0.4102125,-0.0014824887,0.76838744,0.6346817,0.6591563,-0.3790765,0.10671326,0.019124385,-0.5546821,-0.99665993,0.16119115,-0.0014001053,0.63296336,0.29907936,0.24262367,-1.023987,0.9857739,0.6778989,-0.6593473,0.1778407,0.41405675,-0.00082696596,0.84457433,0.6544799,0.6718299,-0.23611647,0.43541852,0.38313928,-0.65261155,1.0255395,-0.7197891,0.059326373,0.8055601,-0.12841164,-0.73555,0.6569127,0.7189943,0.5386211,-0.6701399,0.5929404,0.16831806,0.012271423,-0.26882106,0.3999545,0.3803377,0.16512825,-0.04475319,0.0602162,-0.2812207,0.5158309,0.06323326,1.1759953,-0.6624253,0.10750864,-0.32783717,-0.77795327,0.68114376,1,3
5,0.4973132,-0.7606876,0.89209294,-0.23180772,0.2781972,0.2761862,1.0010172,0.18217424,-0.11286282,-0.20502244,-0.073706016,0.11727636,-0.47885492,0.69366986,0.69019794,0.13876761,0.14589976,0.3505224,-1.1270896,-0.58280855,-1.5363611,0.021996593,0.07778495,0.13364002,-0.62444746,0.47392556,0.38089383,0.07748716,0.01933389,0.09884232,0.28888795,-0.39391798,-0.46172217,0.4122955,0.51100826,0.7649486,0.63674814,0.6515959,-0.3744861,0.10027743,0.019347029,-0.5534267,-0.9970511,0.16011725,0.010393395,0.63322,0.302795,0.24166672,-1.0239326,0.9866485,0.68088096,-0.6541176,0.17510277,0.4138001,0.06163117,0.8446195,0.6530637,0.6730227,-0.23269624,0.4382223,0.38519377,-0.64452386,1.0330958,-0.71988577,0.08134346,0.804922,-0.13027225,-0.7362197,0.65639365,0.7175542,0.5409917,-0.6708969,0.5965247,0.16533794,0.054612458,-0.26855543,0.4034321,0.37882838,0.16459587,-0.044737678,0.06880258,-0.28364792,0.5231367,0.061714523,1.1795522,-0.6620806,0.11099094,-0.3291655,-0.77792174,0.68057704,1,3
6,0.52878815,-0.6837216,0.8741851,-0.16460603,0.28886554,0.31021792,1.0021628,0.18285094,-0.10568551,-0.20601855,-0.05861074,0.11727636,-0.47205818,0.69597155,0.6970621,0.16469014,0.16769254,0.35970673,-1.135742,-0.5823099,-1.5381775,0.015443274,0.083772555,0.12560676,-0.62444746,0.47413087,0.41834036,0.086934745,0.036664892,0.10870341,0.33673713,-0.39575702,-0.48073986,0.4169615,1.6556365,0.76174885,0.6387895,0.6447254,-0.37000182,0.09418434,0.01984596,-0.55137336,-0.99792737,0.15771173,0.036810834,0.6334766,0.3065825,0.2406894,-1.0238131,0.98761106,0.6875601,-0.64240307,0.1689699,0.41322532,0.2015374,0.84476215,0.65148926,0.6744275,-0.22933483,0.44143188,0.38612816,-0.6368163,1.041055,-0.7201021,0.033965554,0.804166,-0.13217388,-0.736921,0.6557691,0.7158901,0.54642254,-0.6725924,0.59656584,0.1586628,0.19279031,-0.2680894,0.40683848,0.37734556,0.16399345,-0.04426733,0.088036165,-0.28908476,0.5395014,0.05831265,1.1836396,-0.66130877,0.1155634,-0.33214092,-0.77800393,0.67982787,1,3
7,0.5310363,-0.67564076,0.87290597,-0.15980588,0.28974834,0.32937866,1.0022447,0.18388657,-0.099618964,-0.2060897,-0.056057032,0.11727636,-0.46918103,0.69687694,0.7045236,0.16654176,0.16924918,0.36036274,-1.1363599,-0.58227426,-1.5383071,0.014975177,0.0990267,0.12503296,-0.62444746,0.47433603,0.4210151,0.087609574,0.037902817,0.109407775,0.340096,-0.39611736,-0.48212138,0.41753292,0.6731154,0.7587613,0.6407702,0.63793933,-0.3655802,0.08832132,0.020627849,-0.5510492,-0.99781275,0.15560904,0.053685293,0.6337333,0.31041136,0.2397019,-1.023684,0.9885641,0.6920015,-0.64156634,0.16613902,0.4121869,0.1646536,0.8449048,0.6499567,0.6757851,-0.22605895,0.44460747,0.38619462,-0.6341011,1.0416234,-0.72011757,0.010264815,0.80341,-0.13409758,-0.7376228,0.6553942,0.71400213,0.54727966,-0.6727135,0.5965723,0.15821445,0.08833905,-0.2676234,0.41017687,0.37588966,0.16340232,-0.043805595,0.08950615,-0.29070535,0.5397648,0.05714091,1.1838014,-0.66048944,0.11766896,-0.33133236,-0.7780862,0.6790788,1,3
8,0.5310363,-0.67400146,0.86802363,-0.15980588,0.28982502,0.3399957,1.0022447,0.18451312,-0.09609442,-0.2060897,-0.055120666,0.11727636,-0.46766323,0.6973471,0.7089477,0.16654176,0.16924918,0.36036274,-1.1412022,-0.58227426,-1.5409801,0.014975177,0.10843581,0.12257074,-0.6270222,0.47445694,0.4210151,0.087609574,0.037902817,0.109407775,0.33717537,-0.39626265,-0.48327136,0.41703615,-0.07063634,0.75579005,0.64270043,0.63119626,-0.36121738,0.08250905,0.021101508,-0.55093646,-0.9977002,0.15438373,0.04571747,0.6339899,0.31421143,0.23872152,-1.0235553,0.98950857,0.6945176,-0.64156634,0.16462047,0.41155404,0.09817723,0.8450475,0.6484362,0.6771262,-0.22281714,0.44775492,0.38784721,-0.6309238,1.045867,-0.72046226,0.036071304,0.80258876,-0.1360098,-0.73832935,0.6549656,0.7120236,0.54755247,-0.6727135,0.5985857,0.15823235,0.009962845,-0.26715738,0.41348127,0.37444758,0.16283175,-0.04336124,0.090736724,-0.2909089,0.5403092,0.05696155,1.185555,-0.6602913,0.119610645,-0.33068433,-0.7781683,0.6782856,1,3
9,0.5310363,-0.67400146,0.8561358,-0.15980588,0.28982502,0.3399957,1.0022447,0.18451312,-0.09609442,-0.2060897,-0.055120666,0.11727636,-0.46766323,0.6973471,0.7089477,0.16654176,0.16924918,0.36036274,-1.1529922,-0.58227426,-1.5474883,0.014975177,0.10843581,0.11657577,-0.6332912,0.47445694,0.4210151,0.087609574,0.037902817,0.109407775,0.33015582,-0.39626265,-0.48603567,0.41545865,-0.23703685,0.75281876,0.64456517,0.62450546,-0.35693207,0.076744236,0.021101508,-0.55093646,-0.9977002,0.15438373,0.0031596601,0.63424647,0.31796572,0.23775235,-1.0234278,0.9904417,0.6945176,-0.64156634,0.16462047,0.41155404,0.008754086,0.84519005,0.6469288,0.67844874,-0.21961473,0.45086575,0.39187056,-0.6265326,1.0561991,-0.7213016,0.1302966,0.80167395,-0.13790393,-0.7390424,0.6544324,0.7099402,0.54749036,-0.6727135,0.6034825,0.15823235,-0.004222832,-0.2666914,0.41674525,0.3730225,0.16228943,-0.042940862,0.09358435,-0.2895002,0.54303384,0.057960063,1.1900254,-0.66098946,0.121589385,-0.33068433,-0.7782505,0.67742944,1,3
