Timestep,IMU1_tick,IMU1_ax,IMU1_ay,IMU1_az,IMU1_gx,IMU1_gy,IMU1_gz,IMU2_tick,IMU2_ax,IMU2_ay,IMU2_az,IMU2_gx,IMU2_gy,IMU2_gz,IMU3_tick,IMU3_ax,IMU3_ay,IMU3_az,IMU3_gx,IMU3_gy,IMU3_gz,IMU4_tick,IMU4_ax,IMU4_ay,IMU4_az,IMU4_gx,IMU4_gy,IMU4_gz,IMU5_tick,IMU5_ax,IMU5_ay,IMU5_az,IMU5_gx,IMU5_gy,IMU5_gz,move,label,person_id,qw,qx,qy,qz,roll,pitch,yaw,bgx,bgy,bgz,acc_lin_x,acc_lin_y,acc_lin_z
936,353599,-26759,-8487,-21584,2504,8564,82,353599,30632,16654,14014,-414,5987,-4044,353598,22872,11353,-4688,2667,-1823,-3824,353598,10441,-31320,12504,36,961,-2302,353640,6208,26240,18696,1351,-2502,2224,16,0,IMU_label_0_hansol,-0.3002406538545492,0.35052888303559276,-0.24263771192452452,-0.8532947865086509,0.3095787022312816,0.8388998307367245,2.603864582071301,0.0,0.0,0.0,-26751.704751205107,-8488.996604001437,-21590.242059091725
937,353642,-27295,-7015,-23864,682,3418,270,353642,26968,16970,15816,3230,3868,1388,353641,24720,10073,-2976,-628,396,1852,353641,9209,31640,13248,-2513,-2319,-514,353683,9840,27576,16504,3593,-1696,2054,16,0,IMU_label_0_hansol,0.22607501241751463,0.7666993233630787,-0.49383854286514894,0.3423240130283655,3.1286940290811054,-0.8453574087136303,-1.1386449262728486,0.0,0.0,0.0,-27302.33741680497,-7015.08392074606,-23857.49418289828
938,353685,-25847,-7391,-23752,408,6904,622,353685,30112,16994,13774,6254,2056,6814,353684,20952,12105,-3704,-2486,1088,7290,353684,9313,-30664,10896,-4009,-1887,-140,353726,8192,26920,15752,4171,-3862,1302,16,0,IMU_label_0_hansol,0.4184973868272102,-0.3602274611671369,0.16908186526733018,0.8163990668034816,-0.03720240088442088,0.8178821717799922,2.1780934076171623,0.0,0.0,0.0,-25839.84409373383,-7390.7505977843175,-23758.70083489329
939,353728,-27951,-7063,-21680,-1234,6017,-530,353728,30756,17804,13494,5505,-1024,13058,353727,26144,10121,-4464,-3050,2456,13462,353727,9705,-30904,9088,-2739,-4782,870,353769,6880,28248,17680,4837,-4020,1660,16,0,IMU_label_0_hansol,-0.16013070796643733,-0.9008194575862416,0.21678207590007068,-0.3404232553287938,2.947533010763115,-0.75151531893025,-0.3955583654064471,0.0,0.0,0.0,-27957.695458111946,-7064.381780472288,-21672.96921714031
940,353771,-30087,-6575,-21288,-2292,5515,-676,353771,-32334,17456,11958,5839,-1886,17206,353770,27248,10785,-1704,-6106,1342,17286,353770,10521,-30400,11472,-1197,-1312,338,353812,7392,28000,16688,8221,-3400,1830,16,0,IMU_label_0_hansol,-0.5832986677906058,0.33401003189940776,-0.11480861169729337,-0.7314498926272403,-0.2872316649342348,0.6720079699575245,1.6942932814859422,0.0,0.0,0.0,-30080.894785465574,-6572.825848828798,-21295.360014021448
941,353814,-32103,-4927,-17712,-2698,5129,-550,353814,-31136,19166,11194,8919,-4992,19652,353813,29472,11296,16,-10514,2070,20116,353813,11025,-32552,13472,-4657,-2358,1810,353855,9360,26776,14624,9965,-3760,1170,16,0,IMU_label_0_hansol,0.17680259771241805,0.9312399918884305,-0.14531590382419401,0.28357751505634965,2.833821704692819,-0.6181664578224968,-0.210615644071832,0.0,0.0,0.0,-32108.68336461494,-4929.421013320843,-17704.383672448188
942,353857,31081,-4879,-15520,-2158,6846,508,353857,-25026,19278,11726,10089,-6776,21914,353856,-31040,13513,-2072,-12644,3424,23196,353856,9713,-28728,9328,-6207,-2368,2912,353898,9176,26744,14352,7867,-2637,-60,16,0,IMU_label_0_hansol,0.39991446491499505,-0.3200915037510197,0.015399909594200746,0.8587040775276746,-0.28125187274626173,0.5968562663357305,2.1828588223594787,0.0,0.0,0.0,31086.511779110333,-4876.748682313305,-15527.792447878232
943,353900,30241,-4351,-14200,-1536,9272,546,353900,-22156,20494,10562,11827,-3020,24756,353899,-28456,16089,-984,-13958,330,24590,353899,8705,-30104,8544,-3222,1724,1510,353941,8216,25976,13328,5586,67,-1616,16,0,IMU_label_0_hansol,-0.11294088749034387,-0.9134368434420993,0.27248192110781555,-0.2804123600072252,3.0762033843305603,-0.6111707399485069,-0.5591655659252077,0.0,0.0,0.0,30235.372682765446,-4351.524794425489,-14191.985745463538
944,353943,29001,-4503,-11648,-900,11548,708,353943,-19680,21920,10998,13129,-106,25660,353942,-26568,16673,-624,-10669,-886,25176,353942,9065,-32640,8024,-1702,2138,2290,353984,7992,29928,12584,5541,-3291,-3250,16,0,IMU_label_0_hansol,-0.32584703659432546,0.2965448111738482,-0.03256411913906788,-0.8971200933282342,-0.1625771307673727,0.5863140694019426,2.395622857335655,0.0,0.0,0.0,29006.425965123948,-4501.677782671703,-11656.061081070984
945,353986,29257,-4583,-9704,-1018,12718,386,353986,-16406,25032,8778,10652,74,26646,353985,-22592,19433,-528,-7935,-3316,26178,353985,9569,-32600,8768,-1570,1148,4968,354027,9576,30664,10960,4803,-1387,-5662,16,0,IMU_label_0_hansol,0.08066935063299399,0.9211481606367062,-0.26232679442644696,0.27597676523578696,3.1370103956513655,-0.5832678540756375,-0.553500241461567,0.0,0.0,0.0,29251.598943934976,-4583.037506980286,-9695.814795614562
946,354029,28129,-3927,-8256,10,14012,336,354029,-13432,26776,6662,10824,2156,27418,354028,-20432,23001,-208,-6693,-4896,26268,354028,7657,-32536,9392,266,26,7474,354070,8560,28960,12872,4977,-1033,-8956,16,0,IMU_label_0_hansol,0.2555473090554828,-0.2755493537117881,0.056887711172119895,0.9249496823185112,-0.04226589890183762,0.5690281319727762,2.5901142964737636,0.0,0.0,0.0,28134.283956168558,-3926.6509298322408,-8264.253989426286
947,354072,26641,-4295,-8080,336,13448,582,354072,-11484,28432,6030,13622,4720,26102,354071,-18512,25648,1400,-5359,-4320,25694,354071,8841,-32632,9568,730,1280,9856,354113,7560,31848,10008,5453,-3525,-11124,16,0,IMU_label_0_hansol,-0.08802034487548265,-0.9169822611871936,0.2906347986117399,-0.25870323807779444,3.128603480704347,-0.5534391724690819,-0.6101731586475325,0.0,0.0,0.0,26635.845466766325,-4295.108362136546,-8071.657972128266
948,354115,25833,-4479,-6024,474,13902,532,354115,-8644,28476,5736,13640,2228,25748,354114,-16392,25992,3200,-2371,-3572,23964,354114,6465,-32272,8304,1363,-434,12396,354156,5824,30216,10912,6871,-1913,-12934,16,0,IMU_label_0_hansol,-0.24976836482064685,0.2598802059907665,-0.05957973788979403,-0.9308750170146367,-0.022025555052513524,0.5393685042248786,2.6112215699372197,0.0,0.0,0.0,25838.03663904946,-4478.814682468369,-6032.4123901906905
949,354158,25377,-4551,-5936,-884,13689,-48,354158,-7366,28862,4044,9444,316,24532,354157,-13960,25488,3656,-4233,-4652,24840,354157,4873,-31920,10624,717,-1032,13484,354199,4552,30456,10408,7983,-3003,-14830,16,0,IMU_label_0_hansol,0.0711229771517147,0.9471079745953084,-0.18877945265286009,0.24958029736967655,3.094832701626658,-0.5231509173828665,-0.38096691031033547,0.0,0.0,0.0,25372.100479065466,-4551.397081200618,-5927.514282272272
950,354201,23793,-4063,-4472,-1136,12994,326,354201,-4814,29874,4382,8795,-1166,24842,354200,-13112,27088,4160,-2995,-2440,21896,354200,3473,-31232,7912,1215,-872,14842,354242,1768,31312,8136,7777,-2273,-15140,16,0,IMU_label_0_hansol,0.2647653950178741,-0.2521971581402716,0.023989357679386838,0.9304409652122644,-0.10164538213940844,0.5029499094965386,2.560994983326755,0.0,0.0,0.0,23797.726925313902,-4062.1281417610585,-4480.547890061909
951,354244,24281,-4647,-3384,-2124,11258,698,354244,-3298,28954,3862,7145,-7160,24136,354243,-10880,27552,1128,-935,-252,21144,354243,2361,31576,10040,2915,-1072,14774,354285,3232,31328,6952,7911,-177,-15156,16,0,IMU_label_0_hansol,-0.12447064783622895,-0.9623159126804179,0.10305583385135535,-0.21871131003787966,2.9224822913628654,-0.46295455373490096,-0.16152896308708067,0.0,0.0,0.0,24276.62041286598,-4648.907209229552,-3375.4354128113055
952,354287,24465,-4375,-2928,-2326,10314,206,354287,-912,28678,4448,7975,-5332,21846,354286,-8824,27872,3632,-1791,-3908,20322,354286,-119,-31288,7920,2183,-3250,15132,354328,-1296,29792,7560,6847,-2321,-15442,16,0,IMU_label_0_hansol,-0.30907811863366635,0.2335874331363844,-0.05356955419005952,-0.9203466360706202,-0.051684389268916484,0.481463920910071,2.480913819049171,0.0,0.0,0.0,24469.54123573586,-4374.550969081706,-2936.6802035372602
953,354330,24017,-3511,-2848,-3390,9572,200,354330,-718,28404,2778,5945,-6080,20668,354329,-8048,25888,5928,-723,-488,18144,354329,-959,31120,11080,4883,-5626,14072,354371,48,31544,6920,7003,-497,-15366,16,0,IMU_label_0_hansol,0.14352527320150785,0.97173843451444,0.010771346457436888,0.18710662450953494,2.8333619334638924,-0.36885263658577977,0.08011095305710472,0.0,0.0,0.0,24013.46425670886,-3513.774976268309,-2839.284014094092
954,354373,26017,-4823,-2112,-3640,10092,312,354373,420,28563,-868,4893,-4078,17676,354372,-5272,29152,3584,-2205,-5332,16146,354372,681,-31456,10832,751,-2880,15164,354414,-2464,32528,3216,6917,-4309,-15452,16,0,IMU_label_0_hansol,0.3153153335778578,-0.21523303271741132,0.04334923055003944,0.92323985304398,-0.06155297825585575,0.4386976282677231,2.4696451425958657,0.0,0.0,0.0,26021.16548031471,-4822.453876717634,-2120.861202363716
955,354416,25537,-4247,-1176,-5470,7555,-486,354416,198,29082,3750,5947,-9002,14966,354415,-6856,28024,4296,1941,-10234,14506,354415,-3999,-29920,11072,485,-5432,13684,354457,-1672,31112,5616,6783,-6601,-14790,16,0,IMU_label_0_hansol,-0.10969444488763153,-0.9359706587076028,-0.2963631619638929,-0.1552254200510146,2.831430669369364,-0.22751174728355267,0.6490179105612878,0.0,0.0,0.0,25534.788069961403,-4249.915985374153,-1166.9019354242469
956,354459,27513,-3399,-2360,-5690,7611,-548,354459,1224,27946,2764,6005,-3730,11398,354458,-8912,27624,4792,1971,-9244,12992,354458,-9527,-29488,11136,751,-8910,11374,354500,-6496,31000,3272,5369,-5611,-13764,16,0,IMU_label_0_hansol,-0.3326026575388954,0.19690803234167334,-0.05191654276100683,-0.9208188592688246,-0.038552693556947716,0.4084294137922262,2.4403668401274303,0.0,0.0,0.0,27516.89489168235,-3398.6531112687994,-2368.9933237022487
957,354502,30033,-2847,-1592,-5106,7751,-1224,354502,1920,31086,4172,6769,-348,8232,354501,-7672,30664,4576,619,-6508,11854,354501,-8119,-31688,11136,1861,-4748,7168,354543,-9112,30760,3792,4897,-8011,-12166,16,0,IMU_label_0_hansol,0.026432423545262023,0.9526004360721425,0.2520168891320226,0.16834851877253282,2.99901690342758,-0.31247519462019185,0.5397589713976096,0.0,0.0,0.0,30029.98528956813,-2848.325980843028,-1582.76291820766
958,354545,30729,-1615,-1928,-3142,6845,-960,354545,3646,32748,1542,5961,-906,5392,354544,-5664,29688,3336,3420,266,8738,354544,-9655,-31512,12944,1079,-4546,4100,354586,-9048,30232,4664,3665,-3125,-9882,16,0,IMU_label_0_hansol,0.18862391186215077,-0.18201275337789885,0.07792121141376565,0.9618839131066841,0.08792212122185825,0.3893054050903558,2.7716546753615896,0.0,0.0,0.0,30732.722073666246,-1615.796676598465,-1937.0378016266684
959,354588,32017,-2111,-600,-2368,6299,-300,354588,4382,-32715,-208,5714,3524,3698,354587,-2808,30944,4744,2327,-1308,7224,354587,-6623,-31208,11888,1466,264,2130,354629,-11000,29704,4048,3171,-3453,-8468,16,0,IMU_label_0_hansol,-0.09120086262565244,-0.9718442777890898,-0.16868637912105677,-0.13691606145360158,2.9096010723898598,-0.23758226395655155,0.3715343454678902,0.0,0.0,0.0,32014.691970646843,-2113.191372652515,-590.724156608411
960,354631,-32559,-2967,-1344,-2852,5444,240,354631,5452,-32339,-610,265,-620,4426,354630,-4944,32096,4048,2595,-3206,5858,354630,-4359,-32064,10928,1012,312,3340,355232,-9216,30384,3120,-187,-619,-404,17,0,IMU_label_0_hansol,-0.2974375950082598,0.141076689365052,0.017941066702388528,-0.9440902302847327,-0.12215348865652324,0.25857744861920057,2.515275139475872,0.0,0.0,0.0,-32556.492385140267,-2965.8447864956647,-1353.409980536492
961,355234,-32231,-3568,1392,-1326,1719,-130,355234,6044,32345,-648,1661,-130,1414,355233,-2704,32144,4304,812,374,330,355233,-8639,-30832,11864,457,-110,1218,355275,-9008,31240,3576,-349,-658,30,17,0,IMU_label_0_hansol,0.0017230993319834705,0.9319686463088515,0.34939717900337075,0.09671134644097126,3.0695743825281587,-0.18003071607611934,0.7238731114798459,0.0,0.0,0.0,-32232.755976720582,-3568.694243079113,1401.6231469138932
962,355277,-31863,-3608,1520,-1536,1337,-66,355277,5322,32695,-874,726,742,926,355276,-3856,-32664,4264,435,-635,-256,355276,-7047,-31144,12408,530,1436,68,355318,-9680,31128,3552,29,-1477,-26,17,0,IMU_label_0_hansol,0.47596043392115345,-0.030301919031150024,-0.02441052125850339,0.8786054777296264,-0.07183355214885245,0.0300144858308854,2.147582107708535,0.0,0.0,0.0,-31862.70570263442,-3607.296476180997,1510.2230461022255
963,355320,-32335,-3544,1752,-1540,1634,176,355320,5938,32441,-1038,63,-544,636,355319,-3440,32472,4840,836,335,-350,355319,-6799,-31344,12568,-33,-144,272,355361,-8696,30936,3392,469,-1193,-64,17,0,IMU_label_0_hansol,-0.05048540779677544,-0.9651798012870214,-0.2539163529993548,0.037492138731287615,3.0627162599713706,0.09816905384569573,0.5106188965807962,0.0,0.0,0.0,-32334.038836001346,-3544.768990984617,1761.7290904433955
964,355363,-31759,-3056,2304,-1292,1662,66,355363,5866,-32683,-686,484,378,262,355362,-3776,32032,4536,1047,-587,-252,355362,-7199,-31320,12080,-571,-1606,458,355404,-10160,30848,3920,685,-1965,-186,17,0,IMU_label_0_hansol,-0.39483886932911744,-0.052340577826635634,-0.04459824002248978,-0.9161734159898848,0.12359327513744826,-0.06072516889863454,2.3240093765223593,0.0,0.0,0.0,-31759.59514454966,-3057.2067242963208,2294.2860922559366
965,355406,-32247,-3072,1576,-1090,1918,202,355406,5660,31829,-1234,248,132,10,355405,-3752,32504,4416,1210,735,-172,355405,-8239,-30552,12168,227,-2022,118,355447,-9864,30560,2632,179,-640,666,17,0,IMU_label_0_hansol,0.07849634407046434,0.9800590652049967,0.11158193906197006,-0.14447153197862211,3.0137213061083226,0.30542529850405575,0.20702121331547502,0.0,0.0,0.0,-32244.0511519392,-3073.1926973238305,1585.2764299399357
966,355449,-31871,-2680,1136,-1024,2158,140,355449,7036,32535,-1036,763,-575,-108,355448,-3712,32616,3536,12,1229,-370,355448,-6471,-31232,12120,-755,-1661,-198,355490,-10024,30960,3408,-481,-572,1780,17,0,IMU_label_0_hansol,0.33023938393022517,0.14406818652350306,0.07987417208446977,0.9294118697149477,0.2521248708294046,-0.21673501030279882,2.431204407561839,0.0,0.0,0.0,-31873.108843300786,-2682.3891547713,1126.7255672068854
967,355492,-31647,-2568,840,-466,1906,172,355492,6878,32249,-1210,452,1215,-1146,355491,-4000,-32736,3200,-36,1129,-1538,355491,-7751,-30560,13040,-741,-787,-722,355533,-9136,30832,3760,-728,322,2724,17,0,IMU_label_0_hansol,-0.1074633476210722,-0.9619737499573343,0.09103435284422726,0.2340317925268476,2.861645734131918,0.4452673407440435,-0.2524755391585582,0.0,0.0,0.0,-31642.776283989206,-2570.4454225731597,848.5059106344547
968,355535,-31679,-2128,592,-88,1589,-12,355535,7168,32259,-778,16,353,-2222,355534,-3216,32048,2912,-494,2331,-2372,355534,-6703,-31304,12184,-917,-593,-1200,355576,-9944,30904,3152,-1219,-710,3332,17,0,IMU_label_0_hansol,-0.14877865191994868,-0.2882880482588113,-0.12153018094211457,-0.9380753323076911,0.37200415985092355,-0.5290455679635678,2.7251579624219,0.0,0.0,0.0,-31683.949510598555,-2131.0772399234306,584.113091637977
969,355578,-31623,-2519,-80,398,397,-70,355578,7494,32093,-986,-204,673,-3454,355577,-3592,32680,2640,-1668,2661,-3494,355577,-6343,-30664,12056,-1254,187,-1768,355619,-8456,30608,2520,-2264,1318,5054,17,0,IMU_label_0_hansol,0.1433167007189015,0.5091353632221126,-0.8079130487935006,-0.25984228062601156,2.5398210601792353,0.033020923185050406,-2.027200580874797,0.0,0.0,0.0,-31622.676234209164,-2524.5485549022737,-71.92045184235904
970,355621,-32103,-2263,-984,100,50,18,355621,7026,31529,-536,148,663,-4844,355620,-3800,32336,2208,-2798,4255,-5512,355620,-7119,-31408,11488,-1026,853,-2666,355662,-8456,30072,2952,-3370,1206,6392,17,0,IMU_label_0_hansol,0.0562030990135225,0.4216078439320689,-0.7199954581060999,0.5483562509015611,-2.057005432211964,-0.5743801886492595,-2.4343548283390577,0.0,0.0,0.0,-32108.32809558607,-2255.721144609596,-980.1529172281051
971,355664,-31343,-2375,-1648,839,-2841,-168,355664,8456,30586,726,-613,-2601,-5556,355663,-3912,31040,2704,-3586,4493,-7740,355663,-6015,-30760,12176,174,4711,-3584,355705,-12128,31272,2896,-5964,1848,8986,17,0,IMU_label_0_hansol,-0.7752416064974825,0.5955906028362689,0.10079303427788118,-0.18469718354482242,-1.2965976530024834,0.06377312502692961,0.41945256666806807,0.0,0.0,0.0,-31342.375023115907,-2365.57889245662,-1650.6500039194161
972,355707,-32191,-3231,-5856,13,-7181,-88,355707,8038,31984,2836,-2729,-2921,-7932,355706,-5536,31496,3392,-3958,11377,-10368,355706,-8823,-30792,11136,152,1887,-3836,355748,376,31064,6800,-6944,8538,8770,17,0,IMU_label_0_hansol,0.08664065385955397,-0.1790107354066778,0.7834734837961804,-0.5887426041116994,-1.867715499226098,-0.07509173414312839,-2.7479019064678987,0.0,0.0,0.0,-32191.735706486415,-3221.6488919132944,-5853.138899208505
973,355750,30529,-1527,-1128,3173,-9678,138,355750,8250,32379,-616,-1870,2361,-10620,355749,-4864,30280,7136,-826,4217,-13278,355749,-5519,-32048,9232,2156,6243,-4718,355791,-6256,30896,5024,-8106,6752,6560,17,0,IMU_label_0_hansol,0.8089659638145097,-0.5235191544786257,-0.25559215190835466,-0.07857745329611271,-1.1919360220752706,-0.5187607444545216,0.16247840409624553,0.0,0.0,0.0,30524.137820694275,-1519.087496661045,-1131.1499027814382
974,355793,31609,-655,-1736,4775,-13741,-1110,355793,5174,32558,170,-8731,-985,-11124,355792,-3984,29824,1744,-1264,15665,-8912,355792,-8831,-31592,14008,2922,1669,-4848,355834,-4624,32072,2272,-7140,3956,6310,17,0,IMU_label_0_hansol,-0.06981746427205214,0.20661466444090706,-0.829209503328993,0.514633366300201,-2.051871380652554,-0.09702715915834301,-2.7120298802370546,0.0,0.0,0.0,31608.04998087117,-646.3473143919003,-1731.4834881108607
975,355836,26073,-2799,-2992,4117,-17769,-1818,355836,-926,32166,2400,-7594,3173,-15334,355835,-11624,31384,3248,-4396,18613,-9262,355835,-3103,-30664,9960,2292,8653,-8254,355877,-5352,30520,5712,-8916,2918,7912,17,0,IMU_label_0_hansol,-0.7995605575238282,0.5665597920708203,0.19923428600605167,-0.00431464257068877,-1.2729679156788727,-0.3190985531007428,0.24754560125487013,0.0,0.0,0.0,26069.923548497067,-2790.098337318277,-2994.7324406440785
976,355879,26929,-6071,-2832,2863,-15777,-522,355879,466,31054,1718,-10601,-2393,-16114,355878,-6368,30088,3320,5798,20743,-12946,355878,-6439,31760,12824,4020,1589,-6652,355920,-10216,30352,7712,-9272,1534,10058,17,0,IMU_label_0_hansol,0.08969694212523863,-0.1498776801744192,0.8051861860645876,-0.5667154006462852,-1.919507389618025,-0.02543324349939331,-2.791340008074571,0.0,0.0,0.0,26928.75061197077,-6061.7865546186995,-2828.6502814985174
977,355922,22361,-2815,-1376,641,-16171,-1558,355922,-4572,27558,8576,-15729,-2441,-17010,355921,-8696,26784,4336,3096,15529,-13014,355921,-3583,-26872,10664,502,7257,-10232,355963,-1440,29376,10456,-11618,5374,11468,17,0,IMU_label_0_hansol,0.7529918240492305,-0.6381964854910626,-0.1209647237316037,0.1052430255855713,-1.4138279796884403,-0.04785770430309356,0.3186148854971235,0.0,0.0,0.0,22360.530855376965,-2805.3250056643546,-1377.5312648857744
978,355965,22945,-4543,-2704,779,-11659,-92,355965,-4898,26158,7194,-12969,-2337,-16988,355964,-6288,23008,984,7712,1189,-18634,355964,-4479,26664,15024,5038,1125,-12622,356006,-8752,31224,5408,-11823,-3266,12618,17,0,IMU_label_0_hansol,-0.07087166722179422,0.15068889903286484,-0.7503096650563421,0.6397698562893581,-1.743643234734156,-0.08656912417056328,-2.81797275750429,0.0,0.0,0.0,22944.15210687379,-4533.375654052634,-2702.319694505621
979,356008,20393,-4503,-2952,-129,-7731,-122,356008,-4554,26884,9750,-11730,13759,-21330,356007,-14320,24952,3048,6589,-2171,-19670,356007,-7223,-17640,11336,-6387,-4477,-12434,356049,3888,-31424,8568,-13490,5882,17020,17,0,IMU_label_0_hansol,-0.7383595641721025,0.6545146039539081,0.05285082325913541,-0.15376143107903675,-1.4316558196165001,0.12354643932827909,0.30314271529079795,0.0,0.0,0.0,20394.208496845575,-4493.362151161593,-2953.349736776096
980,356051,27657,-5119,-6696,1731,-2226,1690,356051,-6846,22954,4682,-2570,12407,-22050,356050,-16744,24824,6448,7861,-553,-22550,356050,2345,21560,16952,5514,863,-14668,356092,-11464,27736,10736,-7917,-4128,13462,17,0,IMU_label_0_hansol,-0.2521427094751783,-0.44560745381195177,0.08409320454516389,-0.8548604471579382,0.13662281066806298,-0.9344483088789747,2.498951145936264,0.0,0.0,0.0,27649.11279235248,-5119.793725073918,-6701.773416688098
981,356094,22505,-3655,-2960,9,-10644,664,356094,-12014,-32396,7884,-8794,7943,-25218,356093,-13400,26832,6136,2861,-2991,-22622,356093,-4991,-29592,9696,-6219,-2455,-13556,356135,9360,31832,10240,-9396,6120,16722,17,0,IMU_label_0_hansol,0.13516075950868997,-0.852319490534634,0.2794524358323348,0.4209387024867052,3.1336064220275963,0.9158662620131093,-0.6375924704240885,0.0,0.0,0.0,22512.77756122491,-3655.047703391009,-2954.026922903413
982,356137,25873,-5287,-8288,-881,-4270,904,356137,-10670,20514,3374,-14070,3747,-25736,356136,-13568,21080,4128,5629,-2071,-27138,356136,6785,28640,14840,1704,581,-13620,356178,-5672,31848,14912,-9495,-4726,15404,17,0,IMU_label_0_hansol,0.01691949073827051,0.414416308717253,-0.03357618067268975,0.9093104497330705,-0.07177248630604653,-0.8553527402525605,3.137108919630839,0.0,0.0,0.0,25865.5979175945,-5286.5387057938015,-8294.416133410397
983,356180,23569,-3871,-6688,-531,-4884,1792,356180,-10508,22492,9318,-8440,6045,-25100,356179,-21624,20912,1976,7031,-2255,-28030,356179,-935,-30672,13288,-4179,-1443,-11990,356221,3008,-32560,11384,-6824,4388,11552,17,0,IMU_label_0_hansol,-0.30049995500485366,0.843796578105392,-0.2507418072242701,-0.36719975208273087,-2.6103992547684514,0.879436296534841,-0.32314109751749626,0.0,0.0,0.0,23576.554843027403,-3867.8326775185265,-6682.6090075726115
984,356223,28689,-4367,-14000,-804,3694,468,356223,-18924,25106,1942,-7680,11499,-28144,356222,-21872,16928,5328,9818,149,-29368,356222,7281,-28280,10344,-1365,-1915,-11292,356264,1496,-31400,14208,-6451,-1238,9290,17,0,IMU_label_0_hansol,0.4583078517987991,0.4107092289645798,-0.3240361230913589,0.7185210039760926,-0.19455500147251326,-1.091290501461405,2.1243770013417915,0.0,0.0,0.0,28680.299314429423,-4366.125335157373,-14004.438853031754
985,356266,30729,-2039,-9384,2208,5324,2236,356266,-15440,26584,7700,-5610,7641,-24944,356265,-25920,20785,-1304,6032,1363,-27660,356265,7105,-32744,10824,-2458,1789,-9810,356307,5264,31032,15536,-4558,5414,6206,17,0,IMU_label_0_hansol,-0.12008013866113378,-0.5655693826415339,0.49745397862143764,0.6467237222116563,1.7419098285568473,0.6586699580387998,-2.0032457809051314,0.0,0.0,0.0,30735.00231299033,-2046.6419092609167,-9382.679452448221
986,356309,29865,-6351,-10496,-75,-4380,554,356309,-21978,23402,7486,-8340,1371,-23942,356308,-27104,17657,-248,9272,4171,-25872,356308,8697,-30504,14688,-230,1373,-7008,356350,9680,29216,12048,-4564,3968,4386,17,0,IMU_label_0_hansol,0.3998802843669234,0.6929861320301391,0.19030588035232618,0.5689021452691679,1.6134458309908393,-0.6896710613976993,1.1989911995506093,0.0,0.0,0.0,29858.760190854027,-6358.5585130494865,-10495.67743756403
987,356352,29073,-4871,-11568,275,-1352,8,356352,-19504,21102,8558,-10072,2767,-23718,356351,-28056,15953,-3904,11786,4367,-23730,356351,9649,-29776,12616,-468,3405,-6352,356393,7304,29352,13800,-6521,-520,1772,17,0,IMU_label_0_hansol,0.07385035564468301,0.6867096391730959,-0.267979597434339,-0.671686632140941,1.7566662904718746,1.0820594060768793,-1.6688252700771264,0.0,0.0,0.0,29081.65855206773,-4875.525024931926,-11567.149112417314
988,356395,32361,-4319,-14544,112,2759,-204,356395,-26496,20122,8368,-7710,4609,-21780,356394,-27760,17297,-2056,13678,2433,-23910,356394,8737,-28944,10288,54,2965,-5478,356436,6720,28160,17680,-6152,5269,-360,17,0,IMU_label_0_hansol,0.19230658155384378,0.7163759865935041,0.08727884681190322,0.6649857347510869,1.6766900074288842,-1.1660213322284139,1.313130596400868,0.0,0.0,0.0,32351.98581528309,-4322.840343081193,-14543.591805033522
989,356438,-32447,-6735,-14408,778,526,1206,356438,-24730,21702,12070,-8624,2159,-20634,356437,32288,15017,-3096,14011,-663,-21576,356437,7673,-29456,12248,686,2573,-5340,356479,8056,26744,17600,-4604,4271,-1304,17,0,IMU_label_0_hansol,-0.9048151390478054,-0.015192690751046904,-0.15453072224662454,0.3964832936954347,-0.0995299407058751,0.2959940024524805,-0.8408338559967233,0.0,0.0,0.0,-32444.139490710266,-6734.067931400242,-14417.333762314907
990,356481,-30367,-4735,-18960,-1835,-1196,178,356481,-29114,20334,11742,-6544,3845,-17992,356480,31728,14593,-896,9060,1847,-17970,356480,9617,-31624,12296,1290,3139,-3950,356522,5256,27288,17568,-3816,4501,-1338,17,0,IMU_label_0_hansol,-0.16989951661677338,0.9571140440420635,0.1554032410001218,-0.17583143529384027,-2.7342597010045866,0.2877292955611307,0.3817439284685216,0.0,0.0,0.0,-30364.21711200094,-4731.274689253208,-18951.3658828797
991,356524,-32119,-7687,-16128,-2921,-1112,510,356524,-27036,16910,12772,-6200,705,-17418,356523,31080,14385,-1096,8968,1853,-17902,356523,10873,-30712,9560,706,5639,-3608,356565,5616,27440,17672,-3872,5069,-1280,17,0,IMU_label_0_hansol,0.9598546442307277,0.1501439191546456,0.0725737276005992,-0.2255413921029579,0.2642184580915719,0.20855639832593081,-0.4337629046832429,0.0,0.0,0.0,-32116.969554730797,-7689.505559035438,-16137.261201334126
992,356567,-30047,-5279,-22536,-4257,-12905,-144,356567,32588,14958,13478,-2094,7995,-14786,356566,31744,8033,-2304,5862,2219,-14246,356566,7745,-32544,10144,3600,2555,-3058,356608,4664,26752,16992,-3610,1823,-1604,17,0,IMU_label_0_hansol,0.12061940090746229,-0.5145017573676057,-0.8386903533479455,-0.13167153447677585,3.038622622792525,-0.34459458961338657,2.059013640527634,0.0,0.0,0.0,-30050.312834722085,-5279.948749297521,-22526.818748173744
