Timestep,IMU1_tick,IMU1_ax,IMU1_ay,IMU1_az,IMU1_gx,IMU1_gy,IMU1_gz,IMU2_tick,IMU2_ax,IMU2_ay,IMU2_az,IMU2_gx,IMU2_gy,IMU2_gz,IMU3_tick,IMU3_ax,IMU3_ay,IMU3_az,IMU3_gx,IMU3_gy,IMU3_gz,IMU4_tick,IMU4_ax,IMU4_ay,IMU4_az,IMU4_gx,IMU4_gy,IMU4_gz,IMU5_tick,IMU5_ax,IMU5_ay,IMU5_az,IMU5_gx,IMU5_gy,IMU5_gz,move,label,person_id,qw,qx,qy,qz,roll,pitch,yaw,bgx,bgy,bgz,acc_lin_x,acc_lin_y,acc_lin_z
6291,405361,30889,-439,-4440,-3851,-11312,1294,405361,-29732,22133,-1006,7822,1685,-19556,405362,-29712,17352,1976,-3080,5537,-18052,405362,11985,-30560,9368,1553,-697,-7980,405403,11328,29488,11832,-4552,1786,6922,255,0,IMU_label_0_jonghyun,0.616216628344912,-0.6214568098377822,0.4775054312300882,-0.07782713924617089,-1.8362577378271163,0.514111227476818,-0.9136952416970483,0.0,0.0,0.0,30893.822529602745,-430.76016039834286,-4437.759768808335
6292,405404,30089,-2855,-4256,-2921,-10648,668,405404,-23944,23193,-3252,1993,-14797,-17984,405405,-28760,12936,3080,-3816,8299,-17186,405405,13857,-29784,11536,-1336,103,-6576,405446,9208,28344,13368,-1099,-392,6818,255,0,IMU_label_0_jonghyun,0.3058041425929257,-0.21441322681383856,-0.5307580272979552,0.7607934746033684,-1.2189344286241877,0.0016323614578457586,2.376073243877642,0.0,0.0,0.0,30089.01600799038,-2845.794189779972,-4259.379820433036
6293,405447,30809,-2295,-5144,-2063,-4146,858,405447,-20458,14758,512,15,-3403,-18866,405448,-29408,13904,2944,-3918,7489,-16452,405448,12513,-29088,10752,-1884,519,-5766,405489,13608,29464,11704,-1940,3100,7014,255,0,IMU_label_0_jonghyun,-0.6930991463856114,0.4344384694109608,-0.5745312069653952,0.02811906467656393,-1.630055620341092,0.8819536402747513,-1.0096799743552587,0.0,0.0,0.0,30816.570558961164,-2288.7774018215,-5143.630820982511
6294,405490,30497,-2727,-5896,-1567,-6952,780,405490,-29536,19732,396,4198,1029,-16458,405491,-30680,8816,1864,-2864,6107,-15648,405491,13401,-30224,10216,-1690,3229,-5258,405532,12272,28168,10968,-597,-1168,6316,255,0,IMU_label_0_jonghyun,-0.47486395097987577,0.12230401001960678,0.6106343103649727,-0.6218293143604603,-1.319977727357739,-0.4420928109109031,2.1825534025418514,0.0,0.0,0.0,30492.804401267582,-2718.4135310513634,-5898.199974202836
6295,405533,27457,-959,-5832,-1389,-10685,-52,405533,-25548,15954,1954,-1707,-6997,-18212,405534,-30608,10224,496,-3382,9351,-16192,405534,13969,-29192,8712,-850,1621,-3714,405575,13368,26520,11856,-1949,-664,5472,255,0,IMU_label_0_jonghyun,0.6138639168930626,-0.5572072445756878,0.5572891614080993,-0.046043117901964095,-1.8888257188838815,0.6852780279646573,-1.0657475310843152,0.0,0.0,0.0,27463.206514019857,-951.788017929679,-5829.625788012587
6296,405576,26529,-1831,-8328,-119,-7871,-402,405576,-26582,15514,1942,-3426,499,-19312,405577,-28552,11201,-1584,-1566,9135,-19022,405577,13793,-29568,7328,1898,1441,-2812,405618,15792,27600,11440,-3601,-1184,4000,255,0,IMU_label_0_jonghyun,0.553483146081157,-0.09073005806083008,-0.6335968657202697,0.5328972464911351,-1.3419984504749427,-0.6493524526594677,2.0551228684896308,0.0,0.0,0.0,26523.070205325294,-1823.3927936386401,-8329.771533435758
6297,405619,27353,-3311,-12104,-289,-12386,500,405619,-30978,15242,1162,-5208,951,-20598,405620,-31920,7624,512,740,6275,-20588,405620,16249,-29480,10184,3598,615,-1208,405661,12856,27464,12816,-3979,-356,3132,255,0,IMU_label_0_jonghyun,-0.6520277135348843,0.49312149058706817,-0.5667357906431457,0.10247731411267355,-1.738738820285448,0.691881756699382,-1.1183806026619072,0.0,0.0,0.0,27359.256518662838,-3303.554665017428,-12102.737722121985
6298,405662,28697,-1423,-14440,1021,-6865,-630,405662,-31818,11048,3150,-7019,-645,-20836,405663,32416,10457,-2456,1888,7639,-20630,405663,16409,-30416,10472,1593,-334,460,405704,13648,26896,11800,-3042,1758,2080,255,0,IMU_label_0_jonghyun,-0.630546788698989,0.06372416127132002,0.6936812711972653,-0.3422809847505488,-1.517731170539368,-0.9812155733753762,1.9323938296191885,0.0,0.0,0.0,28688.848968880313,-1417.5550542331803,-14440.28920841059
6299,405705,31753,-5191,-15016,-187,-11987,-762,405705,31590,10808,2672,-8898,261,-21200,405706,-32600,7657,-3720,4390,4477,-20468,405706,12809,-28472,10288,1547,-5746,2044,405747,13464,27016,13616,-4230,3196,992,255,0,IMU_label_0_jonghyun,0.6662079664197823,-0.3751933271025878,0.6443231150746375,-0.015640848986679886,-1.7826271897439536,1.0098831672393678,-1.247091822562962,0.0,0.0,0.0,31761.30397407931,-5185.89986447807,-15014.903178970579
6300,405748,-32399,-4231,-18480,-153,-2339,-80,405748,30160,8586,3410,-8956,499,-18800,405749,26200,5209,-2392,4506,2975,-18552,405749,12825,-28960,11312,3125,-1184,206,405790,12624,27216,14944,-2120,2786,558,255,0,IMU_label_0_jonghyun,0.6453845896573264,-0.09694546904637392,-0.6481167888741529,0.39246010681810645,-1.3517727235796566,-0.8640438481924675,1.800985192392949,0.0,0.0,0.0,-32406.457709387392,-4224.784013788969,-18481.383643863126
6301,405791,-31735,-3551,-18288,-854,5483,-126,405791,26398,6744,3648,-5252,3291,-16600,405792,27424,2497,-3288,3424,3631,-15752,405792,15009,-29680,12672,476,404,1040,405833,14352,27112,13896,-250,2179,-300,255,0,IMU_label_0_jonghyun,0.6457462658946005,-0.47393996032206387,0.5631793234247653,-0.203031336891437,-1.669879053629981,0.5643805853270846,-1.2289820394509117,0.0,0.0,0.0,-31729.754495849407,-3542.7548038320765,-18287.180359480582
6302,405834,-26175,-4111,-21112,510,8044,426,405834,24202,6360,2916,-1250,1963,-11924,405835,24120,1633,-3728,1190,29,-12022,405835,13161,-28552,12664,-1541,-938,1932,405876,14048,27368,12640,-790,961,-218,255,0,IMU_label_0_jonghyun,-0.5125654989970856,0.2669759218441269,0.6626659902151556,-0.4763131866802707,-1.5937819700338296,-0.438952101739206,1.9463329571767845,0.0,0.0,0.0,-26179.167739399218,-4102.125389783048,-21111.795975442972
6303,405877,-23255,-6063,-20304,-46,5399,-944,405877,25460,5788,4058,1644,1249,-6474,405878,19049,-407,-4880,848,2207,-5292,405878,13545,-29600,10880,-1980,1260,1748,405919,14376,26584,13320,-884,2011,-654,255,0,IMU_label_0_jonghyun,-0.7417621779446003,0.3641608027418973,-0.44274601313561207,0.34806859808058005,-1.1868965060606702,0.41514062407746544,-1.1597270616278328,0.0,0.0,0.0,-23251.044795516107,-6054.679514577436,-20307.36099152721
6304,405920,-22071,-3351,-21112,-2894,2097,-914,405920,19758,4888,4712,1564,5194,952,405921,22896,2409,-6312,316,3506,1636,405921,12857,-30248,9288,-486,812,1076,405962,14288,26280,13616,-970,1333,-922,255,0,IMU_label_0_jonghyun,0.6032844364428837,0.5034453722410328,-0.6162751647695962,0.052873123636563865,2.027587566782504,-0.9220069865135588,-1.1716523591073507,0.0,0.0,0.0,-22078.814094545363,-3356.317878861598,-21109.386482241887
6305,405963,-21711,-4015,-21664,-1766,512,294,405963,22566,7570,5614,-230,118,7496,405964,19448,529,-3488,518,442,8446,405964,14689,-29872,9376,26,2510,1356,406005,11976,27064,15288,366,185,-320,255,0,IMU_label_0_jonghyun,0.6700058203506535,-0.6560150554725571,0.0031463748787533773,-0.3474572607022456,-1.4140579604531067,-0.46862304760802637,-0.5544604677657006,0.0,0.0,0.0,-21715.429253978666,-4006.357847789553,-21665.365759344262
6306,406006,-24031,-3287,-20296,-771,-1191,-508,406006,22820,7908,3564,1510,2004,13210,406007,23465,-695,-3600,-1152,2174,14406,406007,13305,-29600,10048,-688,230,2536,406048,10248,27544,13904,2417,-2914,806,255,0,IMU_label_0_jonghyun,-0.4049199992172297,-0.6605312468867938,-0.5714309708813662,0.2705640619847273,2.7360257204083003,0.9617599944469523,1.212672063876471,0.0,0.0,0.0,-24022.956588700108,-3289.2134320492414,-20290.844940597177
6307,406049,-27855,-1503,-17248,747,-1057,-628,406049,26672,7396,3598,1959,-828,17956,406050,26265,-335,-4512,-5001,-412,19034,406050,11561,-29800,9976,301,-1454,1966,406091,12096,26808,12840,3415,-2208,992,255,0,IMU_label_0_jonghyun,0.01306191203949502,0.1916075103675049,0.10967025114597131,0.9752376040935965,0.23796400080559002,-0.3799356319647867,3.0688408025805005,0.0,0.0,0.0,-27858.636901008405,-1505.146819125192,-17256.850678105166
6308,406092,-32191,-3647,-16408,1272,19,-818,406092,28732,7822,2212,596,740,20350,406093,28536,2913,-2592,-4557,-3662,20940,406093,12545,-30000,11648,719,-2980,1490,406134,13608,27088,12712,2857,-1560,1228,255,0,IMU_label_0_jonghyun,0.3649978971335131,-0.04780784106331433,0.9292174076306265,-0.0323412241140639,-3.0124337691430156,0.7412798272475825,-2.9885337570496504,0.0,0.0,0.0,-32184.378231485076,-3646.0683331444393,-16400.82681640919
6309,406135,31825,-1727,-14976,2106,6341,-1544,406135,31680,8860,1594,1806,3256,22432,406136,30552,6865,-3760,-4735,-5282,21486,406136,12313,-29520,9656,-242,1190,1120,406177,13560,24960,12440,3529,-1813,-664,255,0,IMU_label_0_jonghyun,-0.8463973403868872,-0.06790682463335283,0.33031789329879435,-0.4121775038995521,-0.2009220404506283,-0.6625631491803816,0.9756671701598357,0.0,0.0,0.0,31818.9675402248,-1725.456954042935,-14983.576201057092
6310,406178,29521,-1863,-15800,3324,6800,240,406178,31552,10030,2896,2176,3862,22042,406179,-27776,10705,-1768,-1625,-7372,19672,406179,11433,-30424,11456,180,3510,146,406220,12368,26256,12304,-1032,3037,-1578,255,0,IMU_label_0_jonghyun,-0.2648946611726636,0.008169088833084474,-0.9343543040300611,-0.23821443913070606,2.607976652484533,0.5223324432283041,3.0132339971612274,0.0,0.0,0.0,29525.89256635368,-1867.3230211633424,-15792.682577863849
6311,406221,27785,-2711,-12080,4980,12696,1000,406221,-27904,11466,126,3728,4716,21748,406222,32176,11864,272,1101,-13480,17134,406222,12105,-29144,12072,-632,1198,1376,406263,14744,28648,13280,268,3671,-2526,255,0,IMU_label_0_jonghyun,0.8799871470846781,0.05642937916544081,-0.3401169813493982,0.32673962895636843,-0.15991054814693798,-0.6886204093366157,0.7684962337912146,0.0,0.0,0.0,27778.76814289192,-2709.7943200839227,-12087.475337928612
6312,406264,31057,-6479,-9208,2930,22620,500,406264,-25378,17710,72,1830,8668,20054,406265,30168,12000,1360,4053,-11106,17772,406265,14417,-30040,11888,-1842,806,3582,406306,15008,27744,13192,1912,1533,-4552,255,0,IMU_label_0_jonghyun,0.32666420275799085,-0.21814485959889515,0.911712829460233,0.1203454837735124,3.0404091629717858,0.7051569893894163,-2.709143080886211,0.0,0.0,0.0,31063.356213407544,-6479.75433545898,-9200.570335582572
6313,406307,31321,-1007,-7504,2192,20179,-674,406307,-28802,20369,-1446,1640,7436,20680,406308,-27992,11624,1376,4031,-6302,18752,406308,13465,-30536,10928,-3002,866,7140,406349,13408,27720,12312,2591,-655,-7554,255,0,IMU_label_0_jonghyun,-0.8767234893532013,-0.11564805202544032,0.3348096366714533,-0.325398153760893,-0.02016951655164588,-0.7239301365050848,0.7184239671352975,0.0,0.0,0.0,31314.50471962038,-1006.851820068575,-7511.34573071386
6314,406350,31849,-3479,-5008,1882,14063,-430,406350,-26814,19116,136,-2990,3446,21488,406351,-27584,17776,2128,3093,-7180,19664,406351,12617,-29664,9408,-2754,1304,8798,406392,11888,27776,12208,2143,-625,-9856,255,0,IMU_label_0_jonghyun,-0.3323911660671436,0.19517443835294243,-0.9128419754008699,-0.13469439216380058,2.986455757997262,0.7200456908909754,-2.7788151070990588,0.0,0.0,0.0,31855.466691551672,-3480.1391490128017,-5000.716139476578
6315,406393,30201,-5143,-3128,1324,13474,76,406393,-24524,19991,-696,-4556,5488,23718,406394,-27560,17376,4432,7581,-7944,20498,406394,11537,-31152,9784,-1354,834,10614,406435,12296,29184,12224,2975,-1677,-11872,255,0,IMU_label_0_jonghyun,0.887642837799346,0.09785664719083607,-0.3517928738475705,0.28063507089129025,-0.03234424127122002,-0.7470221263690409,0.6251041470760406,0.0,0.0,0.0,30194.33680434502,-5142.767314358049,-3135.19152732582
6316,406436,29513,-5079,-2464,-738,13107,-192,406436,-21950,20780,138,-5558,3894,23236,406437,-28120,17200,3952,7215,-4596,23060,406437,11209,-30304,9152,-600,178,11948,406478,7488,28744,14120,4757,-3009,-12914,255,0,IMU_label_0_jonghyun,0.3675537537097206,-0.3241570312680046,0.8690959978454796,0.06707163142773462,-2.974323223816673,0.7509895577212172,-2.3615249123812148,0.0,0.0,0.0,29519.69168996091,-5077.806463084206,-2456.931256170989
6317,406479,27353,-3991,-1320,-1464,13722,64,406479,-23290,22067,-854,-7132,1376,23422,406480,-23904,18056,4312,6983,-332,23386,406480,9017,-31832,9800,-758,1500,13514,406521,6424,29520,10928,7932,1073,-12118,255,0,IMU_label_0_jonghyun,-0.8961950530053326,-0.10400064877203394,0.36615172174158034,-0.22792807788739247,0.027444946377265394,-0.7805862329869432,0.48680566395506264,0.0,0.0,0.0,27346.099099040108,-3991.1912023887244,-1326.9650119749222
6318,406522,25745,-5407,-1592,-2412,9742,54,406522,-17962,22254,172,-5703,-4464,22868,406523,-23552,18296,5184,4786,1776,22394,406523,9601,-31824,11000,-1254,400,15520,406564,5768,30400,12560,8384,2603,-11626,255,0,IMU_label_0_jonghyun,-0.3880931716420211,0.43753714027585294,-0.810890297352138,-0.020046612288025397,-2.7270916109053536,0.7035702448745683,-1.9979276328297628,0.0,0.0,0.0,25751.34435582467,-5403.988386158277,-1585.15531480192
6319,406565,24497,-1936,160,-1074,9830,20,406565,-16314,22370,2390,-5421,-5266,20830,406566,-20504,18208,5176,2756,7782,20888,406566,6065,-32040,8840,-2566,2214,15120,406607,4752,30736,11040,11138,4641,-11262,255,0,IMU_label_0_jonghyun,0.8496853654985089,0.06486041875618243,-0.39268445286156695,0.3458711121462004,-0.23201323277275127,-0.7926032605162769,0.8705962187200474,0.0,0.0,0.0,24490.015869052728,-1934.4170643010407,153.3002527132129
6320,406608,24913,-2144,672,1806,15797,-1364,406608,-12100,23622,3932,-4459,-4256,18902,406609,-13752,18784,1624,-56,5750,18722,406609,6721,-31776,7312,-1831,-2798,15952,406650,6864,30240,6688,11376,2713,-13308,255,0,IMU_label_0_jonghyun,0.4162539038374913,-0.21224190801132942,0.8833050703026779,0.03818655262445646,-2.9752365535233074,0.850435779869339,-2.594498285455682,0.0,0.0,0.0,24920.370363750222,-2142.9287971197873,678.3797058553927
6321,406651,22017,-6080,1272,684,12479,-2064,406651,-8622,21394,5224,-6237,-3494,18522,406652,-12928,23320,2368,-1917,-1192,17738,406652,993,-30592,7632,1387,-7656,14818,406693,3216,29712,7184,9248,1381,-13930,255,0,IMU_label_0_jonghyun,-0.8491983881571095,-0.16074141708838988,0.38451534313404173,-0.32430270624571345,0.03615224317315862,-0.8591954090326369,0.7130357785596786,0.0,0.0,0.0,22009.573253590373,-6080.231475890644,1265.5999811795875
6322,406694,23529,-4687,-328,-1464,10139,-1436,406694,-11342,21384,5084,-4756,5948,18794,406695,-12240,21920,280,1115,-862,14344,406695,9,32184,9040,2435,-6020,10898,406736,352,30752,5160,7085,-815,-13226,255,0,IMU_label_0_jonghyun,-0.4528409280911655,0.3831003622170144,-0.8050057234438547,0.011618585858898247,-2.586448728375957,0.8040572742061506,-2.0121121070808936,0.0,0.0,0.0,23536.062522884095,-4683.413971860677,-322.21799715339915
6323,406737,24129,-3087,-440,-2154,7483,-470,406737,-13176,23250,4268,-5750,748,13636,406738,-12448,23136,1656,1435,-1546,12398,406738,-2439,-31352,12024,-97,-6926,9236,406779,-1992,31320,4936,5247,-1073,-10038,255,0,IMU_label_0_jonghyun,0.8727927520555293,0.16729005627232119,-0.4247914329704563,0.17262412203004976,0.24429657201749738,-0.9260734891793141,0.26810817031856427,0.0,0.0,0.0,24121.16187449343,-3088.4255005366795,-445.71857683219207
6324,406780,26841,-3327,-496,-1688,8741,-242,406780,-8876,24988,5644,-2119,-3370,10820,406781,-13544,24336,816,3534,704,9294,406781,-5071,-30592,9976,-1163,-4342,5674,406822,-3336,31256,5304,3401,-3215,-7364,255,0,IMU_label_0_jonghyun,0.46310149023716896,-0.3214172529862638,0.823648378780894,0.06189755531911177,-2.807228280928862,0.9317341480981316,-2.228181515616878,0.0,0.0,0.0,26848.871361242163,-3325.0805054090297,-490.4748215473999
6325,406823,31433,-2287,-680,-1202,11154,480,406823,-10954,28716,5098,1525,-5450,9302,406824,-13552,27841,-6952,5282,1870,7472,406824,-95,32520,8872,648,2842,3160,406865,2496,-32208,4848,3989,-4877,-7562,255,0,IMU_label_0_jonghyun,-0.8510528730947621,-0.07870880043166477,0.4744448666085442,-0.21075103909722456,-0.12221457766220462,-0.9986323556155552,0.5522203213114114,0.0,0.0,0.0,31424.755242821888,-2286.3526748429254,-685.2702308713655
6326,406866,31745,-2576,1168,-1370,11677,-618,406866,-9394,29500,11696,-47,-10906,7138,406867,-15232,27960,2760,4619,-2404,4432,406867,-2671,-31912,8568,1766,3504,2882,407528,-3496,32296,3536,-997,-10,398,256,0,IMU_label_0_jonghyun,-0.49799545226629915,0.2824762666675751,-0.8196381172378326,0.020026109518683843,-2.5834611171612543,0.9357400422497449,-2.1902414710565057,0.0,0.0,0.0,31752.894728927775,-2572.919024001465,1172.9346961685521
6327,407529,-32343,-1808,5256,-174,1946,174,407529,-6042,31444,4576,8,1561,-964,407530,-15328,29369,-208,-1232,1622,84,407530,1545,-32720,9856,-619,-2478,1090,407571,-3408,31728,3320,-1198,342,604,256,0,IMU_label_0_jonghyun,0.8100036100140463,-0.03395494875383823,-0.5619520207252587,0.16416802253220733,-0.5793309096925225,-1.1179781016046126,0.7685851151736293,0.0,0.0,0.0,-32351.81831323123,-1805.6511468280148,5252.409648380046
6328,407572,-31943,-3088,5168,526,1660,26,407572,-5106,32350,3966,-418,2395,-242,407573,-15360,29361,-192,-1232,1634,92,407573,329,32704,9424,-1035,-5428,2694,407614,-2520,32112,3432,-1462,1138,506,256,0,IMU_label_0_jonghyun,0.5889871390611796,0.07769793303354462,0.7886042958246874,0.15862044581229298,2.2135283938729757,1.12975261986485,2.330877595090063,0.0,0.0,0.0,-31934.13178153847,-3091.350968555509,5170.509202120406
6329,407615,-31871,-3120,5072,298,273,-314,407615,-5338,31560,5732,-1210,4584,456,407616,-14096,29353,-48,-1202,2208,270,407616,137,32496,8296,-1097,-6182,3724,407657,-2608,32216,4040,-1304,1036,288,256,0,IMU_label_0_jonghyun,-0.24879262600936117,-0.20641179347073074,0.597006701908771,-0.7342202657483478,-1.3155517915454438,-0.6437075922048864,2.992418580568579,0.0,0.0,0.0,-31876.885609802994,-3112.410031687895,5070.01950448356
6330,407658,-31943,-2816,4816,712,1585,-588,407658,-6928,31712,4810,-580,3900,1116,407659,-14136,29712,288,-1826,3422,592,407659,-3567,-31704,10344,-585,-6586,3468,407700,-3672,31888,3712,-1372,1250,430,256,0,IMU_label_0_jonghyun,-0.6836293942390986,0.3347230875291876,-0.5327821024499361,-0.3698033765614327,-0.296479577862279,1.351333188801223,0.7534668629410917,0.0,0.0,0.0,-31933.42856771855,-2815.3762593807337,4813.958183175691
6331,407701,-31695,-2528,4240,1800,165,-578,407701,-8402,31484,5716,-1306,4816,362,407702,-13648,29097,-208,-1054,3432,506,407702,-5031,-32192,9824,-1035,-4386,1182,407743,-2408,32320,4152,-1148,1688,614,256,0,IMU_label_0_jonghyun,-0.4192407354806624,-0.4357604705889264,-0.3358618465429211,0.7221819978527089,-0.2945782240305728,1.145728269966175,-2.280460664223743,0.0,0.0,0.0,-31686.066037216973,-2526.8258529501863,4236.130106988636
6332,407744,-32135,-3968,4376,2458,639,-38,407744,-7864,30712,6316,-1118,3629,-676,407745,-13360,29464,536,-1536,4176,668,407745,-2167,-31368,11904,-1258,357,-430,407786,-3520,32120,4248,-714,500,866,256,0,IMU_label_0_jonghyun,0.5001010683020295,-0.5990594068338394,0.5732139789061668,0.24990494783740833,-2.446426737441201,1.0607986997498307,-1.1080006691114317,0.0,0.0,0.0,-32126.441288713875,-3964.933632360729,4379.676443232812
6333,407787,-32167,-4120,3488,2076,688,108,407787,-6650,31532,5940,-46,3359,-1202,407788,-12424,29912,664,-1244,4028,180,407788,-3727,-31584,11272,-1042,815,-1212,407829,-4784,31776,4744,-436,1410,2480,256,0,IMU_label_0_jonghyun,0.3979487889747809,0.3961147860965214,0.4493157936853399,-0.6948706031586928,-0.8305835301804053,1.1387394905938473,-2.6515522820190967,0.0,0.0,0.0,-32158.094518445025,-4116.968118478899,3485.2304374102628
6334,407830,-31367,-4247,-344,1336,1196,384,407830,-7784,30760,6568,294,3455,-3244,407831,-11624,30009,-416,-1642,3193,-1634,407831,-5839,-31128,11768,-882,1305,-3354,407872,-4368,31960,3344,-688,976,4844,256,0,IMU_label_0_jonghyun,-0.41380986947102005,0.8575361940070633,-0.30469583830362407,-0.02352687860106848,-2.3273807064078635,0.29686375615523697,-0.5540283036281325,0.0,0.0,0.0,-31364.131333342597,-4240.18068313349,-337.56276042815506
6335,407873,-28583,-2271,-1264,1644,2193,-672,407873,-6840,31170,7398,1854,3819,-6926,407874,-12768,-32440,1152,-3014,2991,-4812,407874,-5639,-31736,12144,-512,7579,-7610,407915,-4816,31480,3536,-1920,2848,7976,256,0,IMU_label_0_jonghyun,-0.28287997577631485,-0.11976968682960236,-0.1417860538882556,0.9410264907771339,-0.2106473475921533,0.3105997747578466,-2.590662415271247,0.0,0.0,0.0,-28580.00279584372,-2269.047613927177,-1273.1310098067374
6336,407916,-32111,-4167,-1048,1009,-1307,-666,407916,-4456,32752,5884,3108,6251,-10046,407917,-9400,30113,-1832,1315,-75,-8418,407917,1145,32544,8424,-2394,6643,-7560,407958,-4728,32432,3368,-3040,1236,12530,256,0,IMU_label_0_jonghyun,0.2994402502754628,0.5758943168490135,0.6871122159016712,0.32643234382436936,2.224257915440629,0.03552451597203594,1.7289162793220376,0.0,0.0,0.0,-32110.6516967755,-4174.781411816882,-1042.0419215159252
6337,407959,-32455,-3719,-776,707,-3473,-1072,407959,-2314,30698,9328,-742,13201,-11934,407960,-12952,-32048,1960,4359,-9515,-8962,407960,-6983,-31776,9768,-784,1319,-8762,408001,640,-32632,3400,-4346,894,15486,256,0,IMU_label_0_jonghyun,0.636869444192472,0.1799085022808963,-0.0332325194346736,-0.7489498257647441,0.29049127210984155,0.22915565345450226,-1.6985340865688234,0.0,0.0,0.0,-32452.772367178048,-3721.7354221835144,-785.1501640264529
6338,408002,26257,-4168,448,-595,-11580,544,408002,-7222,24410,7658,-474,20751,-14080,408003,-10856,20625,-7896,3309,-15021,-16030,408003,4881,32536,3968,1268,9763,-13160,408044,5248,26448,1736,-7568,578,17932,256,0,IMU_label_0_jonghyun,0.016654114407689248,-0.7797643577738759,-0.6056372714352576,-0.1577773186083684,2.9694210736461857,-0.26948075117513365,1.3441300709542443,0.0,0.0,0.0,26254.38916611838,-4169.619461157135,457.3129628059827
6339,408045,18248,960,3456,-2123,-16374,1290,408045,-11566,21872,4408,2678,10217,-15946,408046,-10008,19561,-920,250,6451,-16470,408046,-95,-29712,5768,4230,3731,-14216,408087,496,30376,6520,-12540,1758,16608,256,0,IMU_label_0_jonghyun,-0.686340344127176,-0.2100059836721959,0.06083919798972795,0.6936375212120734,0.3908670896537183,0.2093491126045184,-1.5397831727091287,0.0,0.0,0.0,18250.03805004857,956.3453375122025,3447.130942647479
6340,408088,22009,-2672,3344,1159,-9862,1554,408088,-13368,18090,6506,1043,-4617,-17910,408089,-14920,19345,-4648,-3380,6393,-16558,408089,5561,-32000,11440,5296,3101,-17724,408130,10232,-31672,7328,-10911,-1564,14346,256,0,IMU_label_0_jonghyun,-0.030160847178808084,0.6087541317219034,0.7864755790348061,0.09982431562918131,3.0192347257041487,-0.16979314130435358,1.8346133080250582,0.0,0.0,0.0,22007.342887300223,-2673.179717363211,3353.5933637826197
6341,408131,25657,-5392,1744,-3073,-9291,-518,408131,-6260,26704,582,-1434,467,-20272,408132,-17304,23176,4792,1706,3109,-18162,408132,5665,-32152,10048,4604,657,-17936,408173,6632,27920,13736,-9106,1926,16104,256,0,IMU_label_0_jonghyun,0.9414623251291262,0.06873651674571117,0.03749369558582368,-0.32789968651928264,0.1057428100270163,0.11593470402319388,-0.6641548159953024,0.0,0.0,0.0,25658.134385888567,-5393.028103097323,1734.3135890599463
6342,408174,25329,-2032,304,-3301,-7318,1862,408174,-15582,19699,-5502,4830,9363,-20818,408175,-12464,24344,4216,-1700,1963,-25090,408175,6777,-32400,16816,2849,-2139,-17808,408216,2048,31312,8216,-8437,-3082,13486,256,0,IMU_label_0_jonghyun,0.14632458659041503,-0.6589179602881491,-0.719683104199439,0.16270361550595194,-2.7003925334066423,0.003802012685065213,1.6597466947663135,0.0,0.0,0.0,25329.03728491787,-2027.812345856806,312.86749946909435
6343,408217,27657,-4424,1488,-5931,-7246,302,408217,-22516,21574,1462,14510,6525,-21252,408218,-23032,18464,896,-4080,1263,-21624,408218,12465,-29136,13288,-1662,5105,-15944,408259,12736,29192,8416,-7684,5198,11454,256,0,IMU_label_0_jonghyun,-0.9773876504606298,0.002973902847015683,-0.20260342355263286,0.06046808574495062,-0.03301540503985306,0.4068130776118148,-0.13038690349877327,0.0,0.0,0.0,27660.880339557047,-4423.702707539392,1478.998613088119
6344,408260,-32383,-1479,-576,-3523,-12,1744,408260,-22144,-32499,-268,16951,-8393,-20756,408261,-24216,26936,1464,-5411,-2011,-21274,408261,14209,-31280,9984,-1514,4751,-12272,408302,8656,29512,10296,-8815,-4012,7286,256,0,IMU_label_0_jonghyun,-0.04962690122229742,0.7860531419193827,-0.05766233205019802,-0.613459602758219,-3.111603827202294,1.3258358140148159,-0.12303556117505933,0.0,0.0,0.0,-32373.486108882607,-1478.9286885847334,-573.6227800457376
6345,408303,31881,-879,-696,-5201,-13496,244,408303,-15774,24152,5560,10621,-1405,-19722,408304,-31872,18712,304,-2888,4109,-22972,408304,11857,32680,4216,3077,-4917,-8026,408345,7744,29728,13880,-7256,3658,8426,256,0,IMU_label_0_jonghyun,0.23882202753369197,-0.5500253333859065,0.25320288156134485,-0.7591603734175345,-1.1798677210973492,-0.7954433754916387,-1.9836932072637778,0.0,0.0,0.0,31873.996345308904,-872.6535331043593,-698.6156381884582
6346,408346,30881,-2695,-4656,-4115,-7735,-1300,408346,-19860,23453,-4630,3194,5973,-20474,408347,-23872,16680,4544,-2986,10599,-16304,408347,12281,-29784,11976,3567,-5067,-7628,408388,12664,28016,13480,-2816,1500,7696,256,0,IMU_label_0_jonghyun,-0.1431318592557732,-0.8172338392117714,0.06626174970853156,0.5543027182314173,2.4130735792139286,1.09085397521421,-0.6165428073148795,0.0,0.0,0.0,30889.698709806275,-2698.014589056743,-4652.621378276919
6347,408389,30753,-1143,-4784,-2729,-9990,426,408389,30182,23239,-2730,4055,-2797,-17472,408390,-26536,14616,1520,-6770,4019,-18468,408390,11993,-29400,13216,-1445,-3963,-6868,408431,9624,26888,12432,-2236,1232,6692,256,0,IMU_label_0_jonghyun,-0.17546294138988394,0.5667570448309164,0.026237878974822253,0.8045562640612769,-0.4143745712486393,-1.1711108051113632,-2.4351406059968967,0.0,0.0,0.0,30743.96627669192,-1141.4635919826,-4787.493090010235
