Timestep,IMU1_ax,IMU1_ay,IMU1_az,IMU1_gx,IMU1_gy,IMU1_gz,IMU2_ax,IMU2_ay,IMU2_az,IMU2_gx,IMU2_gy,IMU2_gz,IMU3_ax,IMU3_ay,IMU3_az,IMU3_gx,IMU3_gy,IMU3_gz,IMU4_ax,IMU4_ay,IMU4_az,IMU4_gx,IMU4_gy,IMU4_gz,IMU5_ax,IMU5_ay,IMU5_az,IMU5_gx,IMU5_gy,IMU5_gz,IMU1_a_mag,IMU1_g_mag,IMU1_pitch,IMU1_roll,IMU1_jerk_a_mag,IMU1_yaw_int,IMU2_a_mag,IMU2_g_mag,IMU2_pitch,IMU2_roll,IMU2_jerk_a_mag,IMU2_yaw_int,IMU3_a_mag,IMU3_g_mag,IMU3_pitch,IMU3_roll,IMU3_jerk_a_mag,IMU3_yaw_int,IMU4_a_mag,IMU4_g_mag,IMU4_pitch,IMU4_roll,IMU4_jerk_a_mag,IMU4_yaw_int,IMU5_a_mag,IMU5_g_mag,IMU5_pitch,IMU5_roll,IMU5_jerk_a_mag,IMU5_yaw_int,IMU1_qw,IMU1_qx,IMU1_qy,IMU1_qz,IMU2_qw,IMU2_qx,IMU2_qy,IMU2_qz,IMU3_qw,IMU3_qx,IMU3_qy,IMU3_qz,IMU4_qw,IMU4_qx,IMU4_qy,IMU4_qz,IMU5_qw,IMU5_qx,IMU5_qy,IMU5_qz,REL_LH_pitch,REL_LH_roll,REL_RH_pitch,REL_RH_roll,REL_LK_pitch,REL_LK_roll,REL_RK_pitch,REL_RK_roll,REL_THIGH_yaw,REL_ANKLE_yaw,move,label
0,-2.1228313,-0.44316936,0.091467716,0.5143384,0.28390074,0.81097054,0.09055917,-0.6011638,0.60430676,0.03658321,-0.2070665,0.0881282,-0.60351604,0.54670054,0.58783096,-0.07567512,0.25931782,0.35813224,-0.1635102,-0.5789347,0.8630732,0.050411407,0.09884256,0.13922818,-0.85263026,0.46449038,0.59703135,0.09147037,0.13764632,0.078612104,0.9075194,-0.48856747,1.7027855,0.2874495,1.3567397e-05,0.78965914,0.3213334,0.53810465,1.8334619,0.78258413,-0.8751743,-0.578126,-0.03331491,-0.023754537,-0.0014001053,0.63109124,0.8145687,0.117834724,-0.19600442,0.04617299,0.24741393,-0.612897,0.35045454,0.3906487,-0.00082696596,0.84534967,0.6641325,0.6394759,-0.16040336,0.3660201,0.57815564,-0.6512718,0.13829118,-0.4248934,-0.0026284144,0.8070337,0.6489882,-0.4913615,0.35506153,0.36886406,0.5496165,-0.66945267,0.77479273,0.1252696,-0.0033960624,-0.269294,0.48490652,0.3427178,0.24109988,-0.10772525,-1.767619,-0.2692643,-1.5422318,0.12267447,0.084314115,-0.34394687,0.052766338,-0.32715237,-0.7794729,0.68238,4,0
1,-2.1228313,-0.44316936,0.091467716,0.5143384,0.28390074,0.81097054,0.09055917,-0.6011638,0.6048123,0.03658321,-0.2070665,0.0881282,-0.6000691,0.56737465,0.5891907,-0.07567512,0.2801791,0.355881,-0.16471569,-0.5789347,0.86281747,0.056989115,0.106434,0.1422685,-0.85595495,0.46449038,0.59703135,0.09147037,0.13764632,0.078612104,0.9075194,-0.48856747,1.7027855,0.2874495,1.3567397e-05,0.79047483,0.31715962,0.5346681,1.8372159,0.78319824,-0.8751851,-0.578126,-0.03331111,-0.024030073,-0.0019693035,0.630832,0.8125357,0.118337885,-0.19594383,0.0455554,0.3097868,-0.6053945,0.33525577,0.39657027,1.3056093,0.84540325,0.66388834,0.6392352,-0.15582605,0.37008813,0.5781801,-0.6527001,0.13935278,-0.42492244,-0.002050498,0.8066847,0.6479333,-0.4918047,0.3554584,0.36747405,0.549715,-0.66945267,0.7773879,0.1252696,-0.00093720184,-0.2695296,0.487402,0.34159648,0.24217296,-0.10742971,-1.7676175,-0.26940984,-1.5481285,0.12729445,0.08477065,-0.34386197,0.065105535,-0.3331258,-0.7796206,0.68226606,4,0
2,-2.1230974,-0.44316936,0.091112584,0.5143384,0.28390074,0.81097054,0.09055917,-0.6011638,0.6052146,0.036067363,-0.2070665,0.0881282,-0.5972767,0.5838265,0.59027284,-0.07251408,0.29678002,0.3540895,-0.16567498,-0.5789347,0.8626138,0.06229418,0.11293444,0.14499834,-0.85978895,0.46454346,0.59651,0.092097625,0.13901749,0.07970778,0.90802383,-0.48856747,1.7029201,0.28734013,0.012082259,0.79129046,0.3129954,0.5312436,1.8409544,0.7838122,-0.8751936,-0.57833546,-0.033308107,-0.02424936,-0.0023060122,0.6305728,0.81053054,0.118833676,-0.19588275,0.044941097,0.3593922,-0.5996998,0.32312623,0.40128252,2.0778246,0.84545684,0.66360605,0.6390352,-0.151276,0.37412596,0.5781999,-0.65388966,0.14019755,-0.42494547,-0.0017086323,0.8063439,0.64688236,-0.4922454,0.35587305,0.36610097,0.5498851,-0.66953677,0.7803793,0.12537096,0.0028135548,-0.26972502,0.48986346,0.34049082,0.24322502,-0.10705878,-1.7677548,-0.269428,-1.5529672,0.13104013,0.085133955,-0.34379438,0.075324856,-0.3378253,-0.7797682,0.6821369,4,0
3,-2.124401,-0.44316936,0.08937353,0.5143384,0.28390074,0.81097054,0.09055917,-0.6011638,0.6052146,0.033541463,-0.2070665,0.0881282,-0.59703475,0.5838265,0.59027284,-0.057035875,0.29678002,0.3540895,-0.16567498,-0.5789347,0.8626138,0.062640384,0.115183756,0.1465185,-0.86560714,0.46480367,0.5939576,0.09516895,0.14573152,0.08507282,0.91049415,-0.48856747,1.7035791,0.2868047,0.071177185,0.7921061,0.30886927,0.5278662,1.8446327,0.7844255,-0.8751936,-0.5793607,-0.033308107,-0.02424936,-0.001736814,0.6303135,0.8086323,0.119300954,-0.19581974,0.04433944,0.35925066,-0.6010492,0.32295612,0.40128252,0.76842177,0.8455104,0.66317546,0.6389932,-0.14683205,0.37804604,0.5781999,-0.6541488,0.14019755,-0.42494547,-0.0022865485,0.80603516,0.64584863,-0.4926761,0.3563571,0.36479372,0.55033493,-0.6699487,0.78491443,0.12586762,0.011598246,-0.2697637,0.49219275,0.33944672,0.24419521,-0.10639404,-1.7684337,-0.26894987,-1.5536828,0.13137902,0.085133955,-0.34379438,0.077283874,-0.3375608,-0.7799159,0.6819488,4,0
4,-2.1257265,-0.43980795,0.08529292,0.48649767,0.28924575,0.805096,0.09253688,-0.6010637,0.60005236,0.031015564,-0.20048359,0.08849653,-0.5968917,0.5838265,0.59027284,-0.047879748,0.29678002,0.35263094,-0.1660689,-0.5788942,0.8626138,0.06284517,0.11651433,0.14741774,-0.86904895,0.46495757,0.5924476,0.09698579,0.1510744,0.08824651,0.9122426,-0.4799504,1.7048206,0.28602052,0.08886017,0.7928473,0.30459008,0.52410036,1.8483963,0.78516555,-0.87522274,-0.58080304,-0.036186427,-0.021448217,-0.0029444336,0.6300651,0.80663437,0.119802594,-0.19576241,0.043876074,0.3591669,-0.6018638,0.3228555,0.40128252,-0.0049426965,0.845536,0.66273475,0.6389391,-0.14237966,0.3818497,0.5780678,-0.6543021,0.14055018,-0.42493644,-0.0057255593,0.8057264,0.6448224,-0.4931031,0.35684007,0.36349934,0.5506008,-0.6699112,0.7875971,0.12616134,0.012202383,-0.2698024,0.4945009,0.3384108,0.24518037,-0.10571506,-1.7708876,-0.26677042,-1.5549456,0.13187544,0.08740129,-0.34489524,0.07844269,-0.33740434,-0.78002733,0.68176055,4,0
5,-2.1270833,-0.43157798,0.077821404,0.41833597,0.3023318,0.79071355,0.09737889,-0.6008186,0.5874137,0.028489664,-0.18436684,0.08939827,-0.5968917,0.5838265,0.59027284,-0.047879748,0.29678002,0.34906,-0.16703328,-0.578795,0.8626138,0.06284517,0.11651433,0.14741774,-0.86904895,0.46495757,0.5924476,0.09698579,0.15443142,0.08824651,0.9129449,-0.4588534,1.706906,0.28487605,0.046567272,0.79348046,0.3000891,0.5197716,1.8522829,0.7860891,-0.8752941,-0.58284926,-0.043233324,-0.014590246,-0.0067253723,0.62983227,0.80449265,0.12035437,-0.19571343,0.043612927,0.3591669,-0.601904,0.3228555,0.40128252,-0.0019760272,0.84552115,0.6622797,0.63886726,-0.13791513,0.38548476,0.5777438,-0.6543021,0.14141357,-0.4249143,-0.013308218,0.80541766,0.64380807,-0.49352446,0.3573215,0.36222368,0.5506008,-0.66922283,0.7875971,0.12616134,0.00095883175,-0.26984107,0.49677888,0.3373873,0.24618718,-0.105015464,-1.7759122,-0.26212692,-1.5570008,0.1325998,0.09295238,-0.34759083,0.07844269,-0.33740434,-0.78008646,0.68157244,4,0
6,-2.1276088,-0.42839044,0.0749275,0.39193532,0.30881518,0.7851429,0.099476814,-0.6007237,0.5825185,0.027511328,-0.17812444,0.08974754,-0.58992624,0.5947766,0.58999515,-0.031746108,0.2752967,0.33992428,-0.16784993,-0.5787566,0.8652003,0.06708728,0.12288806,0.14952882,-0.8717225,0.46495757,0.5924476,0.09698579,0.15573168,0.08824651,0.9132169,-0.44899905,1.7077137,0.2844328,0.019892028,0.7941137,0.29559338,0.51549053,1.8561472,0.7869871,-0.8753495,-0.58364177,-0.046278086,-0.011934108,-0.007343894,0.6295995,0.802377,0.12089978,-0.19567056,0.043358993,0.38919356,-0.61013407,0.31159395,0.4044552,0.6281035,0.8453576,0.66163677,0.6389874,-0.13379666,0.3883346,0.57844216,-0.6541246,0.14210467,-0.42461318,0.007691567,0.8051648,0.6428828,-0.49390388,0.3579933,0.36099336,0.5506878,-0.66895616,0.7896835,0.12616134,-0.0012229326,-0.26987976,0.49902672,0.3363758,0.24719712,-0.10433772,-1.7779871,-0.26032835,-1.5621662,0.13535567,0.09548845,-0.3483916,0.08765155,-0.34060487,-0.7799721,0.68142194,4,0
7,-2.1276088,-0.42839044,0.0749275,0.39193532,0.3111245,0.7851429,0.09983995,-0.6007237,0.5825185,0.027511328,-0.17812444,0.08974754,-0.57855743,0.61264914,0.58954185,-0.0054130484,0.24023193,0.3272707,-0.16857322,-0.5787566,0.869422,0.07401118,0.13329113,0.1529745,-0.87608624,0.46495757,0.5924476,0.09698579,0.15573168,0.08824651,0.9132169,-0.44625208,1.7077137,0.2844328,0.003089993,0.79474694,0.29110125,0.5112396,1.8599975,0.787869,-0.8753949,-0.58364177,-0.046792768,-0.011934108,-0.005963188,0.62936676,0.8002793,0.12144087,-0.19563155,0.04311098,0.43820286,-0.6235416,0.29321292,0.40963373,1.6546333,0.8451001,0.66087514,0.6392289,-0.12989694,0.39068803,0.57978684,-0.653835,0.14268684,-0.4241358,0.046760697,0.8049473,0.6420136,-0.4942567,0.35878545,0.3597916,0.5508296,-0.66895616,0.7930889,0.12616134,0.002324013,-0.26991844,0.50125533,0.3353718,0.24820906,-0.1036738,-1.778197,-0.26032835,-1.5692976,0.13939591,0.09611848,-0.3479945,0.102682054,-0.34582865,-0.7797479,0.68129534,4,0
8,-2.1284347,-0.42839044,0.07308589,0.3206462,0.31154734,0.7761583,0.099906445,-0.6007237,0.5740524,0.02613572,-0.17812444,0.08974754,-0.57608056,0.61596394,0.5894589,0.0017074344,0.23381165,0.32495382,-0.16870566,-0.5787566,0.8701949,0.07527894,0.13519593,0.15410213,-0.8806196,0.46541804,0.5936987,0.08970976,0.16370945,0.08769867,0.91456646,-0.438793,1.7082971,0.28385386,0.032295734,0.79526615,0.28656313,0.50613993,1.863733,0.78920346,-0.8751979,-0.5842152,-0.046957046,-0.007326687,0.0071185557,0.62913394,0.7980136,0.122026496,-0.1956019,0.042861328,0.44708532,-0.62607247,0.28954834,0.4105937,1.0021069,0.8448426,0.6600934,0.63949317,-0.12607105,0.39299637,0.5800328,-0.6539389,0.14279343,-0.4240484,0.028192835,0.804743,0.64115673,-0.4946033,0.3595822,0.358638,0.5522928,-0.66519725,0.7965944,0.12601297,0.036005028,-0.26997724,0.5036738,0.3342788,0.24938336,-0.10295436,-1.7788653,-0.25737825,-1.5712945,0.14051132,0.096285306,-0.3497451,0.10682087,-0.34687608,-0.77952385,0.68118787,4,0
9,-2.1294405,-0.4279848,0.07087107,0.23368405,0.31177965,0.7653923,0.09999083,-0.6007254,0.56374216,0.024469579,-0.17796838,0.089762785,-0.575607,0.6160147,0.58945125,0.0044621984,0.23323497,0.32475045,-0.16872603,-0.5787582,0.8701949,0.07527894,0.13519593,0.15469734,-0.8850945,0.4659698,0.59522307,0.080991074,0.17326899,0.087042205,0.91621166,-0.43001676,1.7090069,0.2832162,0.07081376,0.79575986,0.28200832,0.5008344,1.8674456,0.7906467,-0.87496,-0.5849161,-0.04716142,-0.0017153827,0.021788219,0.6289016,0.7957066,0.122623324,-0.1955757,0.042615704,0.44697315,-0.6263241,0.28919053,0.4106092,-0.0050357245,0.84458125,0.6593081,0.63976014,-0.1222669,0.39527428,0.5800412,-0.65412694,0.14281106,-0.42404875,-0.00243664,0.80454165,0.6403034,-0.49494815,0.36037976,0.35749575,0.55401856,-0.66069317,0.80004764,0.12583053,0.07474755,-0.27004054,0.5061346,0.33316612,0.25059357,-0.10222278,-1.7796798,-0.25384563,-1.572133,0.14092699,0.0964431,-0.35196584,0.1084821,-0.3469889,-0.779295,0.68108475,4,0
