Timestep,IMU1_tick,IMU1_ax,IMU1_ay,IMU1_az,IMU1_gx,IMU1_gy,IMU1_gz,IMU2_tick,IMU2_ax,IMU2_ay,IMU2_az,IMU2_gx,IMU2_gy,IMU2_gz,IMU3_tick,IMU3_ax,IMU3_ay,IMU3_az,IMU3_gx,IMU3_gy,IMU3_gz,IMU4_tick,IMU4_ax,IMU4_ay,IMU4_az,IMU4_gx,IMU4_gy,IMU4_gz,IMU5_tick,IMU5_ax,IMU5_ay,IMU5_az,IMU5_gx,IMU5_gy,IMU5_gz,move,label,person_id,IMU1_a_mag,IMU1_g_mag,IMU1_pitch,IMU1_roll,IMU1_jerk_a_mag,IMU1_yaw_int,IMU1_qw,IMU1_qx,IMU1_qy,IMU1_qz,IMU2_a_mag,IMU2_g_mag,IMU2_pitch,IMU2_roll,IMU2_jerk_a_mag,IMU2_yaw_int,IMU2_qw,IMU2_qx,IMU2_qy,IMU2_qz,IMU3_a_mag,IMU3_g_mag,IMU3_pitch,IMU3_roll,IMU3_jerk_a_mag,IMU3_yaw_int,IMU3_qw,IMU3_qx,IMU3_qy,IMU3_qz,IMU4_a_mag,IMU4_g_mag,IMU4_pitch,IMU4_roll,IMU4_jerk_a_mag,IMU4_yaw_int,IMU4_qw,IMU4_qx,IMU4_qy,IMU4_qz,IMU5_a_mag,IMU5_g_mag,IMU5_pitch,IMU5_roll,IMU5_jerk_a_mag,IMU5_yaw_int,IMU5_qw,IMU5_qx,IMU5_qy,IMU5_qz,REL_LH_pitch,REL_LH_roll,REL_RH_pitch,REL_RH_roll,REL_LK_pitch,REL_LK_roll,REL_RK_pitch,REL_RK_roll,REL_THIGH_yaw_diff,REL_ANKLE_yaw_diff
619,29817,30657,-863,13468,-989,360,-720,29817,665,16177,-2208,345,309,-61,33398,6618,-32353,1852,493,975,-312,33398,-9958,-31004,9073,-145,368,-48,29817,57,32188,3309,-478,804,165,2,2,imu_label_2_jea,33496.023,1275.1945,-1.1561108,-0.06399033,0.0,0.0,0.8370981,-0.026792238,-0.5461167,-0.01747906,16340.526,467.14774,-0.040707607,1.7064482,0.0,0.0,0.6574213,0.75324833,-0.013382873,0.015333586,33074.832,1136.2297,-0.20145154,-1.5136153,0.0,0.0,0.72334665,-0.68312395,-0.07310706,-0.06904183,33804.277,398.4382,0.299014,-1.2861058,0.0,0.0,0.79134154,-0.59295213,0.119200565,0.089316964,32357.69,949.8026,-0.0017615606,1.4683539,0.0,0.0,0.74238217,0.66997606,-0.00065387576,0.0005901019,1.1154032,1.7704386,0.9546592,-1.4496249,0.33972162,-2.992554,0.19968998,2.981969,0.0,0.0
620,33399,30651,-895,13468,-1009,360,-732,33399,663,16173,-2208,343,281,-61,33420,6618,-32353,1852,463,975,-312,33420,-9958,-31013,9062,-150,368,-48,33399,6,32188,3309,-494,804,165,2,2,imu_label_2_jea,33491.37,1297.4995,-1.1559815,-0.06635625,-232.61719,-14.639999,0.8375027,-0.027957188,-0.5453302,-0.020556046,16336.485,447.58353,-0.040595155,1.7064813,-202.05078,-1.22,0.6567582,0.7538278,-0.012765994,0.01579272,33074.832,1123.5382,-0.20145154,-1.5136153,0.0,-6.24,0.7242993,-0.68201107,-0.07190511,-0.071281746,33809.582,400.2849,0.29896566,-1.2865107,265.23438,-0.96,0.7910032,-0.59336585,0.11985091,0.08869482,32357.64,957.9546,-0.00018542762,1.4683539,-2.4414062,3.3,0.74324524,0.6690148,0.00062702905,0.0023051836,1.1153864,1.7728376,0.95453,-1.447259,0.3395608,-2.992992,0.20126611,2.981969,5.0199995,-4.2599998
621,33421,30651,-979,13515,-1039,413,-750,33421,648,16173,-2204,339,261,-61,33442,6465,-32392,1913,436,1040,-309,33442,-9918,-31081,9016,-150,362,-127,33421,-31,32193,3377,-495,810,220,2,2,imu_label_2_jea,33512.645,1346.3246,-1.1545422,-0.07231173,1063.6719,-29.64,0.8379677,-0.02918577,-0.5444237,-0.023689304,16335.344,432.16086,-0.039679,1.7062385,-57.08008,-2.44,0.65611666,0.7543872,-0.012189915,0.016196214,33086.21,1169.2634,-0.19666389,-1.5118071,568.9453,-12.42,0.7252072,-0.6809443,-0.07055986,-0.0735574,33847.945,411.91382,0.2973801,-1.2884644,1918.1641,-3.5,0.7906812,-0.59381074,0.12033902,0.08792402,32369.652,974.4357,0.0009576873,1.46628,600.58594,7.7,0.7441017,0.66805136,0.0018063721,0.004095544,1.1148632,1.7785503,0.95787835,-1.4394953,0.33705908,-2.9947028,0.19762157,2.978087,9.98,-11.2
622,33443,30676,-979,13523,-1039,415,-750,33443,648,16176,-2204,339,261,-56,33464,6465,-32392,1915,436,1040,-301,33464,-9826,-31081,9016,-133,362,-127,33443,-31,32203,3377,-495,810,224,2,2,imu_label_2_jea,33538.74,1346.9395,-1.154626,-0.0722691,1304.6875,-44.64,0.8384157,-0.030388942,-0.5435252,-0.026759608,16338.313,431.4835,-0.039671782,1.7062137,148.48633,-3.56,0.6554872,0.75493425,-0.011635159,0.016600123,33086.33,1167.1748,-0.19666319,-1.5117456,5.859375,-18.44,0.7260925,-0.67989415,-0.06922664,-0.07577173,33821.105,406.032,0.2947793,-1.2884644,-1341.9922,-6.04,0.7903942,-0.59421337,0.12080058,0.08714774,32379.598,975.3466,0.00095739315,1.4663122,497.26562,12.18,0.7449362,0.6671034,0.002955196,0.0058578462,1.1149542,1.7784828,0.9579628,-1.4394765,0.33445108,-2.994678,0.19762059,2.9780579,14.880001,-18.220001
623,33465,30676,-1042,13523,-1066,415,-767,33465,637,16176,-2207,339,252,-56,33486,6327,-32422,1915,416,1040,-301,33486,-9826,-31132,8982,-133,358,-212,33465,-31,32203,3377,-495,810,224,2,2,imu_label_2_jea,33540.637,1377.269,-1.154498,-0.07690195,94.921875,-59.98,0.8388403,-0.0316415,-0.54263574,-0.029868998,16338.286,426.09976,-0.038998064,1.7063957,-1.3671875,-4.68,0.654868,0.75547117,-0.011102439,0.016973132,33089.035,1159.8522,-0.19239615,-1.5118,135.35156,-24.460001,0.7269213,-0.6789008,-0.067884535,-0.07791572,33858.94,436.80316,0.29444,-1.2899107,1891.7969,-10.28,0.79012454,-0.5946449,0.12110864,0.08621731,32379.598,975.3466,0.00095739315,1.4663122,0.0,16.66,0.74574965,0.66617054,0.004081083,0.0075848685,1.1155,1.7832977,0.9621018,-1.4348981,0.33343807,-2.9963064,0.19335355,2.9781122,19.78,-26.939999
624,33487,30659,-1089,13564,-1095,416,-791,33487,637,16173,-2223,345,245,-24,33508,6213,-32444,1960,370,1084,-274,33508,-9629,-31171,8958,-97,320,-276,33487,118,32214,3250,-451,658,260,2,2,imu_label_2_jea,33543.14,1413.4221,-1.1530781,-0.08011421,125.19531,-75.8,0.8392498,-0.03292524,-0.54174256,-0.033026714,16337.485,423.8231,-0.038999975,1.7073917,-40.039062,-5.16,0.6542394,0.7560127,-0.010655072,0.017379886,33091.633,1177.7233,-0.18887234,-1.5104579,129.88281,-29.94,0.72767115,-0.67799795,-0.06640322,-0.08002623,33831.86,433.57236,0.28860313,-1.2909551,-1354.1016,-15.799999,0.7899424,-0.5950179,0.12119367,0.0851874,32377.744,839.02625,-0.003644487,1.4702487,-92.67578,21.86,0.7464413,0.66537154,0.0047925864,0.009113387,1.114078,1.787506,0.96420574,-1.4303436,0.3276031,-2.9983468,0.18522786,2.9807067,24.78,-37.66
625,33509,30659,-1089,13570,-1095,416,-791,33509,658,16173,-2223,346,245,-24,33530,6213,-32444,1962,370,1084,-274,33530,-9629,-31171,8958,-97,320,-276,33509,194,32214,3250,-365,658,260,2,2,imu_label_2_jea,33545.566,1413.4221,-1.1529151,-0.08007894,121.28906,-91.62,0.8396416,-0.034182657,-0.5408595,-0.036120724,16338.317,424.63748,-0.040284317,1.7073917,41.601562,-5.64,0.6536207,0.7565442,-0.010225049,0.017788196,33091.75,1177.7233,-0.18887164,-1.5103965,5.859375,-35.420002,0.7284004,-0.67710763,-0.064950906,-0.08209397,33831.86,433.57236,0.28860313,-1.2909551,0.0,-21.32,0.789763,-0.59538263,0.12127684,0.08417795,32378.11,796.10864,-0.0059917388,1.4702487,18.261719,27.060001,0.746967,0.66475374,0.0054744296,0.010625944,1.1126308,1.7874707,0.9640435,-1.4303175,0.32888743,-2.9983468,0.1828799,2.9806452,29.780003,-48.38
626,33531,30659,-1114,13570,-1136,400,-792,33531,658,16170,-2250,346,221,-24,33552,6196,-32455,1962,326,1084,-274,33552,-9629,-31208,8940,-97,291,-329,33531,194,32214,3203,-365,481,260,2,2,imu_label_2_jea,33546.387,1441.4437,-1.15286,-0.08190918,41.015625,-107.46,0.8399884,-0.035519853,-0.5400182,-0.039221134,16339.044,411.2578,-0.04028253,1.7090552,36.328125,-6.12,0.6530005,0.7570762,-0.00984432,0.018141123,33099.35,1164.6493,-0.18830489,-1.5104169,380.07812,-40.9,0.7290321,-0.67631465,-0.06351345,-0.08412346,33861.195,449.8122,0.2883459,-1.2918028,1466.7969,-27.9,0.7896024,-0.5957566,0.12121323,0.083123766,32373.426,657.40857,-0.0059926054,1.4716933,-234.17969,32.260002,0.7474731,0.6641619,0.0057972935,0.011800991,1.1125776,1.7909644,0.96455514,-1.4285077,0.32862842,-3.0008578,0.18231228,2.98211,34.780003,-60.160004
627,33553,30668,-1114,13589,-1169,361,-792,33553,733,16168,-2270,366,203,19,33574,6183,-32457,1963,248,1117,-242,33574,-9489,-31236,8929,-83,270,-368,33553,295,32212,3152,-254,307,272,2,2,imu_label_2_jea,33562.3,1457.4451,-1.1524532,-0.08179516,795.7031,-123.299995,0.8402622,-0.036905393,-0.5392663,-0.042301346,16343.023,418.95822,-0.044865992,1.7102853,198.97461,-5.74,0.65234005,0.7576381,-0.009615847,0.018559992,33098.938,1169.5115,-0.18790744,-1.5103899,-20.703125,-45.74,0.729521,-0.6756796,-0.06196485,-0.08611946,33844.586,463.91055,0.28417936,-1.2923656,-830.46875,-35.26,0.7894825,-0.59610915,0.121016376,0.08201414,32367.191,482.44067,-0.009114293,1.4732552,-311.71875,37.7,0.74776745,0.6638147,0.00573351,0.012693433,1.1075872,1.7920805,0.9645457,-1.4285947,0.32904536,-3.0026507,0.17879315,2.983645,40.0,-72.96
628,33575,30698,-1107,13589,-1169,361,-790,33575,736,16168,-2270,366,203,45,33596,6183,-32457,1963,248,1117,-242,33596,-9489,-31236,8929,-83,270,-368,33575,335,32212,3152,-210,307,272,2,2,imu_label_2_jea,33589.49,1456.3591,-1.1528316,-0.08128346,1359.375,-139.09999,0.8405189,-0.038261212,-0.5385266,-0.04531255,16343.158,420.93942,-0.045049373,1.7102853,6.7382812,-4.8399997,0.6516909,0.75818735,-0.0094445655,0.019016208,33098.938,1169.5115,-0.18790744,-1.5103899,0.0,-50.58,0.72999483,-0.675053,-0.06044677,-0.08807511,33844.586,463.91055,0.28417936,-1.2923656,0.0,-42.62,0.78936404,-0.5964537,0.12082329,0.08092654,32367.58,460.79605,-0.010350047,1.4732552,19.433594,43.14,0.7479788,0.66355956,0.0056631994,0.013575562,1.1077821,1.7915688,0.9649241,-1.4291065,0.32922873,-3.0026507,0.1775574,2.983645,45.74,-85.759995
629,33597,30698,-1107,13589,-1175,329,-790,33597,736,16168,-2282,366,203,45,33618,6173,-32458,1963,235,1117,-242,33618,-9489,-31257,8929,-83,270,-421,33597,335,32212,3130,-210,190,272,2,2,imu_label_2_jea,33589.49,1453.6045,-1.1528316,-0.08128346,0.0,-154.9,0.8407153,-0.03960641,-0.5378655,-0.0482684,16344.829,420.93942,-0.04504476,1.7110131,83.54492,-3.9399996,0.65104866,0.75872964,-0.00927653,0.019463427,33098.05,1166.8239,-0.18760498,-1.5103917,-44.335938,-55.420002,0.7304314,-0.6744598,-0.058953434,-0.08999123,33863.965,506.98126,0.28401217,-1.2925432,968.9453,-51.04,0.7892573,-0.5968087,0.120549865,0.07975048,32365.445,392.66272,-0.010350729,1.4739317,-106.73828,48.579998,0.74818283,0.6633181,0.0053656558,0.014237262,1.1077868,1.7922965,0.9652266,-1.4291083,0.32905692,-3.0035563,0.17725424,2.9843235,51.480003,-99.619995
630,33619,30725,-1074,13605,-1180,302,-782,33619,794,16169,-2291,361,209,86,33640,6084,-32459,1936,220,1021,-211,33640,-9384,-31280,8926,-83,286,-486,33619,441,32215,3097,-86,89,337,2,2,imu_label_2_jea,33619.562,1447.4557,-1.1527957,-0.07877819,1503.7109,-170.54,0.8408627,-0.040928867,-0.5372706,-0.051137805,16349.791,425.90845,-0.048582416,1.7115502,248.0957,-2.2199998,0.65042216,0.7592535,-0.009206215,0.020010011,33080.957,1065.5337,-0.18496531,-1.5112225,-854.6875,-59.640003,0.73081726,-0.673939,-0.05759495,-0.09162536,33855.152,569.98334,0.28085876,-1.292826,-440.625,-60.760002,0.7891618,-0.59718406,0.12018822,0.07842036,32366.527,359.00696,-0.013625609,1.4749556,54.101562,55.32,0.74815965,0.6633354,0.00474446,0.014857964,1.1042132,1.7903284,0.96783036,-1.4324443,0.32944116,-3.0043764,0.1713397,2.986178,57.420002,-116.08
631,33641,30725,-1052,13605,-1180,302,-782,33641,794,16176,-2291,361,231,86,33662,6084,-32459,1936,220,1021,-211,33662,-9384,-31280,8924,-83,286,-486,33641,441,32215,3097,-77,89,339,2,2,imu_label_2_jea,33618.867,1447.4557,-1.1528423,-0.07717095,-34.765625,-186.18,0.8409991,-0.042210918,-0.53668344,-0.05394074,16356.714,437.1247,-0.04856184,1.7114902,346.14258,-0.49999988,0.64980865,0.7597645,-0.009099761,0.020589197,33080.957,1065.5337,-0.18496531,-1.5112225,0.0,-63.860004,0.73119164,-0.6734256,-0.056263335,-0.09322655,33854.625,569.98334,0.28086326,-1.2928852,-26.367188,-70.48,0.7890664,-0.597551,0.11983353,0.0771167,32366.527,358.84677,-0.013625609,1.4749556,0.0,62.1,0.7481209,0.6633692,0.0041324114,0.015469894,1.1042805,1.7886611,0.967877,-1.4340515,0.3294251,-3.0043755,0.1713397,2.986178,63.360004,-132.58
632,33663,30725,-1052,13553,-1184,290,-782,33663,794,16176,-2319,357,231,86,33684,6017,-32482,1902,209,1021,-211,33684,-9384,-31296,8924,-102,273,-534,33663,441,32215,3054,-77,-71,339,2,2,imu_label_2_jea,33597.86,1448.268,-1.1542525,-0.07746586,-1050.3906,-201.81999,0.8410996,-0.04347949,-0.5361407,-0.05669359,16360.659,433.82715,-0.04855012,1.7131866,197.26562,1.22,0.6492018,0.7602687,-0.008995203,0.021156956,33089.31,1063.317,-0.18285857,-1.5123076,417.57812,-68.08,0.73152983,-0.67295015,-0.054939453,-0.09478347,33869.41,608.3494,0.28073734,-1.29302,739.2578,-81.16,0.78895485,-0.59796184,0.11937906,0.0757656,32362.441,354.81122,-0.01362733,1.4762782,-204.29688,68.88,0.7480754,0.66341794,0.0032199125,0.015792353,1.1057024,1.7906525,0.97139394,-1.4348418,0.32928747,-3.0062065,0.16923124,2.988586,69.3,-150.04001
633,33685,30746,-1023,13476,-1223,290,-791,33685,836,16175,-2345,357,270,113,33706,5967,-32485,1874,186,1116,-266,33706,-9237,-31308,8899,-122,256,-570,33685,542,32217,2998,-9,-205,365,2,2,imu_label_2_jea,33585.2,1485.096,-1.1566565,-0.07576741,-633.0078,-217.63998,0.8411723,-0.044780508,-0.53562,-0.05945694,16365.468,461.64706,-0.051105414,1.7147701,240.42969,3.48,0.64859354,0.7607691,-0.008896601,0.0218562,33081.598,1162.2427,-0.18136482,-1.513172,-385.54688,-73.4,0.7318122,-0.67250115,-0.05353991,-0.09657468,33833.492,636.64746,0.27652416,-1.2938598,-1795.8984,-92.560005,0.7888249,-0.5984222,0.11880421,0.07437569,32360.73,418.72543,-0.016749477,1.4780071,-85.546875,76.18,0.7479007,0.663616,0.0019985584,0.015947318,1.1055511,1.7905375,0.97529167,-1.4374046,0.32762957,-3.0086298,0.16461535,2.991179,76.880005,-168.74
634,33707,30746,-1009,13476,-1223,304,-791,33707,836,16175,-2345,365,270,113,33728,5967,-32485,1874,186,1116,-266,33728,-9209,-31308,8899,-122,256,-570,33707,548,32217,2998,-9,-205,365,2,2,imu_label_2_jea,33584.777,1487.8932,-1.1566851,-0.074734405,-21.09375,-233.45999,0.84125555,-0.04604405,-0.5350749,-0.062160715,16365.468,467.86108,-0.051105414,1.7147701,0.0,5.74,0.64798087,0.76127213,-0.00879944,0.022541726,33081.598,1162.2427,-0.18136482,-1.513172,0.0,-78.72,0.73208463,-0.6720579,-0.05216817,-0.098329835,33825.86,636.64746,0.27572784,-1.2938598,-381.64062,-103.96001,0.78869665,-0.5988723,0.11823424,0.07300853,32360.832,418.72543,-0.01693486,1.4780071,5.078125,83.48,0.7477285,0.6638089,0.00080015865,0.01610013,1.1055797,1.7895045,0.9753203,-1.4384376,0.32683325,-3.0086298,0.16442996,2.991179,84.46,-187.44
635,33729,30746,-1009,13413,-1280,304,-806,33729,836,16163,-2364,365,270,113,33750,5951,-32485,1809,173,1116,-309,33750,-9209,-31308,8880,-137,256,-597,33729,548,32208,2956,-9,-276,365,2,2,imu_label_2_jea,33559.547,1542.8713,-1.1583989,-0.07508411,-1261.5234,-249.57999,0.84131044,-0.04738854,-0.53454274,-0.06492508,16356.344,467.86108,-0.05113395,1.7160265,-456.20117,8.0,0.6473703,0.76177233,-0.008704092,0.023214055,33075.098,1170.8398,-0.18090907,-1.5151665,-325.0,-84.9,0.7323005,-0.6716544,-0.050891295,-0.10013184,33820.867,663.8629,0.2757696,-1.2944214,-249.60938,-115.90001,0.7885476,-0.5993553,0.11763016,0.07161831,32348.006,457.69205,-0.016941577,1.4792743,-641.3086,90.78001,0.7475504,0.66400915,-0.0005129815,0.016126636,1.1072649,1.7911106,0.9774898,-1.4400824,0.32690355,-3.010448,0.16396749,2.9944408,92.9,-206.68002
636,33751,30729,-976,13351,-1386,336,-826,33751,882,16152,-2379,379,222,133,33772,5939,-32475,1760,173,1249,-390,33772,-9076,-31301,8866,-143,290,-617,33751,665,32190,2895,-5,-299,365,2,2,imu_label_2_jea,33518.25,1648.0801,-1.1599524,-0.07297333,-2064.8438,-266.09998,0.8413765,-0.048886992,-0.53394413,-0.06781862,16350.066,458.927,-0.053970933,1.7170331,-313.8672,10.66,0.64673305,0.76229376,-0.008749013,0.023833303,33060.473,1319.8599,-0.180621,-1.5166538,-731.25,-92.700005,0.7324942,-0.6712209,-0.049524587,-0.102284715,33774.73,696.5903,0.2720656,-1.2947767,-2306.836,-128.24,0.78838545,-0.5998574,0.11704584,0.070141315,32326.76,471.8591,-0.020572644,1.4811028,-1062.3047,98.08001,0.7473552,0.66422606,-0.0018713501,0.016137004,1.1059815,1.7900065,0.9793314,-1.4436804,0.32603654,-3.0118098,0.16004835,2.9977565,103.36,-226.32
637,33773,30729,-938,13351,-1386,347,-826,33773,882,16152,-2379,379,222,133,33794,5939,-32469,1760,174,1249,-390,33794,-9076,-31301,8855,-143,290,-617,33773,665,32190,2895,-5,-299,365,2,2,imu_label_2_jea,33517.168,1650.3578,-1.1600267,-0.07014165,-54.101562,-282.61996,0.8414489,-0.050329108,-0.53332984,-0.07063991,16350.066,458.927,-0.053970933,1.7170331,0.0,13.32,0.646108,0.762804,-0.008792974,0.024440298,33054.582,1319.9913,-0.18065356,-1.5166438,-294.53125,-100.50001,0.7326807,-0.67078984,-0.048185714,-0.1043943,33771.844,696.5903,0.27208945,-1.295102,-144.33594,-140.58,0.7882227,-0.6003501,0.11647278,0.06869403,32326.76,471.8591,-0.020572644,1.4811028,0.0,105.38001,0.74716276,0.6644373,-0.0032026083,0.016146787,1.1060557,1.7871748,0.9793731,-1.4465021,0.32606038,-3.012135,0.16008091,2.9977465,113.82001,-245.96002
638,33795,30717,-938,13319,-1504,347,-871,33795,882,16141,-2400,379,179,133,33816,5930,-32469,1750,174,1249,-455,33816,-9076,-31301,8855,-143,290,-617,33795,665,32176,2865,-18,-299,359,2,2,imu_label_2_jea,33493.426,1772.3053,-1.1607574,-0.070309624,-1187.1094,-300.03998,0.8414825,-0.051939473,-0.53271234,-0.073668644,16342.2705,439.7397,-0.053996705,1.7184045,-389.79492,15.98,0.6454834,0.7633147,-0.008908434,0.024950057,33052.434,1340.6349,-0.18038861,-1.5169508,-107.421875,-109.600006,0.73283887,-0.6703577,-0.046985373,-0.10658414,33771.844,696.5903,0.27208945,-1.295102,0.0,-152.92,0.7880614,-0.6008311,0.11591084,0.0672754,32310.145,467.5532,-0.020583224,1.481989,-830.7617,112.56001,0.7469899,0.66462415,-0.0044974494,0.01614433,1.1067607,1.7887142,0.9803688,-1.4466412,0.32608616,-3.0135064,0.15980539,2.99894,125.58,-265.48
639,33817,30700,-899,13319,-1599,464,-907,33817,938,16124,-2410,397,121,130,33838,5927,-32463,1742,197,1407,-503,33838,-8970,-31295,8819,-134,312,-502,33817,754,32176,2842,-51,-290,288,2,2,imu_label_2_jea,33476.766,1895.9816,-1.1606284,-0.06739534,-833.0078,-318.18,0.8416501,-0.05362855,-0.5318304,-0.07684748,16330.074,434.9138,-0.057471666,1.7191646,-609.81445,18.58,0.6448274,0.76385295,-0.00913468,0.025355969,33045.582,1507.1387,-0.18033417,-1.5171866,-342.57812,-119.66,0.73303294,-0.6698373,-0.045596574,-0.10909512,33728.516,606.0561,0.26918626,-1.2961172,-2166.4062,-162.95999,0.7878861,-0.6012617,0.11556337,0.066068,32310.068,411.87982,-0.023338497,1.4826982,-3.8085938,118.320015,0.74687487,0.66474724,-0.005647319,0.01603695,1.1031568,1.7865599,0.9802943,-1.4497913,0.32665792,-3.0152817,0.15699567,2.9998848,138.24,-281.28
640,33839,30700,-899,13335,-1599,468,-907,33839,969,16124,-2410,397,121,130,33860,5927,-32463,1742,197,1438,-503,33860,-8970,-31295,8819,-134,312,-499,33839,754,32180,2842,-51,-289,288,2,2,imu_label_2_jea,33483.137,1896.9645,-1.1601912,-0.067314714,318.5547,-336.32,0.8418109,-0.055281714,-0.53094673,-0.07996199,16331.884,434.9138,-0.059366662,1.7191646,90.478516,21.18,0.64418364,0.7643793,-0.009368737,0.025768297,33045.582,1536.1191,-0.18033417,-1.5171866,0.0,-129.72,0.7332203,-0.66931283,-0.0441762,-0.11160953,33728.516,603.57355,0.26918626,-1.2961172,0.0,-172.93999,0.7877127,-0.60168153,0.11522733,0.06489072,32314.05,411.17636,-0.02333562,1.4827092,199.1211,124.08002,0.7467612,0.6648669,-0.0067722113,0.0159331,1.1008245,1.7864794,0.979857,-1.4498719,0.32855293,-3.0152817,0.15699854,2.9998958,150.9,-297.02002
641,33861,30700,-899,13335,-1662,468,-931,33861,969,16111,-2420,397,63,128,33882,5927,-32471,1742,197,1438,-518,33882,-8970,-31319,8774,-134,312,-499,33861,754,32180,2842,-120,-289,229,2,2,imu_label_2_jea,33483.137,1961.6394,-1.1601912,-0.067314714,0.0,-354.94,0.84194285,-0.057006307,-0.53006417,-0.08315352,16320.529,421.85544,-0.059408013,1.7198896,-567.7246,23.74,0.6435454,0.764903,-0.009691751,0.02605389,33053.438,1541.0961,-0.18029083,-1.5171999,392.77344,-140.08,0.73339313,-0.66879195,-0.042810146,-0.114101574,33739.055,603.57355,0.26910007,-1.297649,526.9531,-182.91998,0.78753245,-0.6021039,0.11489585,0.063737884,32314.05,387.76538,-0.02333562,1.4827092,0.0,128.66002,0.74677134,0.6648498,-0.0077750348,0.015714731,1.1007831,1.7872044,0.97990036,-1.4498851,0.32850808,-3.0175385,0.15695521,2.999909,163.82,-311.58002
642,33883,30715,-882,13347,-1698,553,-956,33883,1022,16111,-2427,412,12,127,33904,5945,-32471,1744,220,1582,-521,33904,-8937,-31337,8740,-118,331,-416,33883,789,32183,2853,-230,-281,144,2,2,imu_label_2_jea,33501.215,2025.5737,-1.1600733,-0.06598633,903.90625,-374.06,0.8421685,-0.05871064,-0.5290008,-0.086390585,16324.801,431.29688,-0.0626451,1.7203145,213.57422,26.279999,0.6428845,0.76544625,-0.01011199,0.026255425,33056.773,1680.0491,-0.18082593,-1.5171384,166.79688,-150.5,0.7336108,-0.6681872,-0.0412116,-0.11680135,33738.184,544.5558,0.26809266,-1.2988046,-43.554688,-191.23999,0.7873547,-0.602472,0.114734106,0.062739134,32318.842,390.63666,-0.024415428,1.4823781,239.55078,131.54002,0.7469773,0.6646165,-0.008607063,0.015353591,1.0974282,1.7863008,0.97924733,-1.4511521,0.33073777,-3.0191193,0.1564105,2.9995165,176.78,-322.78003
643,33905,30715,-870,13371,-1698,553,-956,33905,1022,16112,-2427,412,12,127,33926,5947,-32449,1746,220,1582,-521,33926,-8937,-31337,8740,-116,339,-416,33905,789,32183,2853,-230,-264,144,2,2,imu_label_2_jea,33510.473,2025.5737,-1.1594394,-0.0649746,462.89062,-393.18,0.8423819,-0.060372002,-0.5279466,-0.08955625,16325.788,431.29688,-0.0626413,1.7203053,49.365234,28.82,0.64223635,0.76597774,-0.010523788,0.02645315,33035.633,1680.0491,-0.1810045,-1.5170406,-1057.0312,-160.92,0.7338171,-0.66758734,-0.039646324,-0.1194476,33738.184,549.0291,0.26809266,-1.2988046,0.0,-199.56,0.7871804,-0.60282904,0.11459216,0.061747003,32318.842,378.59213,-0.024415428,1.4823781,0.0,134.42003,0.747179,0.6643866,-0.00938914,0.015028927,1.0967982,1.7852799,0.9784349,-1.4520661,0.33073395,-3.01911,0.15658906,2.9994187,189.73999,-333.98004
644,33927,30715,-870,13371,-1722,553,-967,33927,1022,16112,-2433,412,-26,126,33948,5947,-32449,1747,220,1582,-521,33948,-8937,-31350,8735,-116,339,-416,33927,789,32183,2853,-308,-264,69,2,2,imu_label_2_jea,33510.473,2050.898,-1.1594394,-0.0649746,0.0,-412.52,0.8425729,-0.062037237,-0.5269025,-0.09271487,16326.681,431.6202,-0.06263787,1.7206695,44.628906,31.34,0.64159685,0.7665029,-0.010988956,0.026569532,33035.684,1680.0491,-0.1810042,-1.51701,2.5390625,-171.34,0.7340122,-0.66699314,-0.03811233,-0.12204019,33748.965,549.0291,0.26800492,-1.29906,539.0625,-207.88,0.7870076,-0.6031802,0.11445197,0.060774326,32318.842,411.48633,-0.024415428,1.4823781,0.0,135.80003,0.7475144,0.6640103,-0.010028377,0.014562274,1.0968015,1.785644,0.9784353,-1.4520354,0.3306428,-3.0197296,0.15658876,2.9993882,202.68,-343.68005
645,33949,30724,-854,13412,-1738,616,-972,33949,1036,16114,-2444,423,-54,122,33970,5976,-32448,1734,259,1592,-507,33970,-8884,-31350,8731,-97,393,-389,33949,787,32193,2863,-364,-38,2,2,2,imu_label_2_jea,33534.688,2084.4385,-1.1584566,-0.06358848,1210.7422,-431.96,0.84283763,-0.063670285,-0.52572286,-0.095844716,16331.18,443.54144,-0.06347956,1.7213185,224.95117,33.78,0.6409419,0.7670414,-0.0114883,0.026627922,33039.25,1690.7377,-0.18187684,-1.5174078,178.32031,-181.48,0.73426616,-0.6663305,-0.03658391,-0.124573156,33733.934,561.4081,0.26649833,-1.2991784,-751.5625,-215.66,0.78684765,-0.6034871,0.1144589,0.05977679,32329.637,365.9836,-0.024345394,1.4820973,539.7461,135.84003,0.7479501,0.6635227,-0.010098926,0.014363887,1.094977,1.784907,0.9765797,-1.4538193,0.32997787,-3.0204968,0.15753144,2.999505,215.26,-351.50003
