Timestep,IMU1_tick,IMU1_ax,IMU1_ay,IMU1_az,IMU1_gx,IMU1_gy,IMU1_gz,IMU2_tick,IMU2_ax,IMU2_ay,IMU2_az,IMU2_gx,IMU2_gy,IMU2_gz,IMU3_tick,IMU3_ax,IMU3_ay,IMU3_az,IMU3_gx,IMU3_gy,IMU3_gz,IMU4_tick,IMU4_ax,IMU4_ay,IMU4_az,IMU4_gx,IMU4_gy,IMU4_gz,IMU5_tick,IMU5_ax,IMU5_ay,IMU5_az,IMU5_gx,IMU5_gy,IMU5_gz,move,label,person_id,IMU1_a_mag,IMU1_g_mag,IMU1_pitch,IMU1_roll,IMU1_jerk_a_mag,IMU1_yaw_int,IMU1_qw,IMU1_qx,IMU1_qy,IMU1_qz,IMU2_a_mag,IMU2_g_mag,IMU2_pitch,IMU2_roll,IMU2_jerk_a_mag,IMU2_yaw_int,IMU2_qw,IMU2_qx,IMU2_qy,IMU2_qz,IMU3_a_mag,IMU3_g_mag,IMU3_pitch,IMU3_roll,IMU3_jerk_a_mag,IMU3_yaw_int,IMU3_qw,IMU3_qx,IMU3_qy,IMU3_qz,IMU4_a_mag,IMU4_g_mag,IMU4_pitch,IMU4_roll,IMU4_jerk_a_mag,IMU4_yaw_int,IMU4_qw,IMU4_qx,IMU4_qy,IMU4_qz,IMU5_a_mag,IMU5_g_mag,IMU5_pitch,IMU5_roll,IMU5_jerk_a_mag,IMU5_yaw_int,IMU5_qw,IMU5_qx,IMU5_qy,IMU5_qz,REL_LH_pitch,REL_LH_roll,REL_RH_pitch,REL_RH_roll,REL_LK_pitch,REL_LK_roll,REL_RK_pitch,REL_RK_roll,REL_THIGH_yaw_diff,REL_ANKLE_yaw_diff
317,247593,30698,-1534,13085,-2177,-1172,-890,247593,-8,16086,-2474,314,295,-306,247614,5198,-32525,2594,524,1467,-1011,247614,-10650,-31048,8552,203,469,277,247593,-208,32216,2779,-1267,631,-765,2,1,imu_label_1_jea,33405.652,2627.7393,-1.1654003,-0.11670078,-2359.1797,-194.62001,0.8023735,-0.059925053,-0.5899886,-0.0672249,16275.139,528.44775,0.0004915473,1.7233989,0.0,-85.020004,0.6389784,0.7687704,0.022836061,-0.013311103,33039.73,1857.0907,-0.15798208,-1.4912107,360.9375,-272.31998,0.7522423,-0.6447939,-0.061713893,-0.12068027,33919.574,581.29083,0.31938004,-1.302017,1185.1562,139.35999,0.79426944,-0.5756431,0.1611785,0.10859361,32336.307,1608.936,0.0064324425,1.4847479,-567.08984,-233.06,0.77055013,0.6356395,0.04596559,-0.010104957,1.1658918,1.8400997,1.0074182,-1.3745099,0.3188885,-3.025416,0.16441453,2.9759586,187.29997,372.41998
318,247615,30649,-1634,13335,-1897,-804,-849,247615,168,16111,-2397,327,296,-243,247636,5108,-32551,2533,494,1352,-827,247636,-10425,-31080,8514,152,480,215,247615,50,32252,2698,-1017,570,-519,2,1,imu_label_1_jea,33464.21,2228.4133,-1.1576796,-0.121926874,2927.9297,-211.6,0.80137706,-0.06255632,-0.5906122,-0.07112486,16289.204,503.58118,-0.010313762,1.7184932,703.2715,-89.880005,0.63858443,0.76909304,0.023282645,-0.012797674,33046.562,1660.081,-0.15519199,-1.4931365,341.60156,-288.86,0.7526656,-0.6439465,-0.060513407,-0.12314791,33869.387,547.4751,0.31288,-1.3034176,-2509.375,143.65999,0.79407364,-0.57585603,0.16179772,0.107974544,32364.691,1276.1465,-0.0015448941,1.4873369,1419.2383,-243.44,0.77150345,0.6344046,0.047072493,-0.009869008,1.1473658,1.8404201,1.0024875,-1.3712096,0.32319376,-3.0219107,0.1536471,2.9804735,198.97998,387.09998
319,247637,30649,-1634,13335,-1897,-804,-849,247637,168,16111,-2397,327,296,-241,247658,5108,-32551,2533,494,1352,-827,247658,-10389,-31080,8514,152,480,215,247637,50,32252,2698,-1014,570,-510,2,1,imu_label_1_jea,33464.21,2228.4133,-1.1576796,-0.121926874,0.0,-228.58,0.80038154,-0.065137245,-0.5912107,-0.07494267,16289.204,502.61914,-0.010313762,1.7184932,0.0,-94.700005,0.63819826,0.7694085,0.023716632,-0.012291057,33046.562,1660.081,-0.15519199,-1.4931365,0.0,-305.4,0.75307304,-0.64311206,-0.05933697,-0.12556636,33858.32,547.4751,0.31186837,-1.3034176,-553.3203,147.95999,0.793883,-0.5760648,0.16239634,0.10736121,32364.691,1270.1166,-0.0015448941,1.4873369,0.0,-253.64,0.7724306,0.6331989,0.048141584,-0.00962022,1.1473658,1.8404201,1.0024875,-1.3712096,0.32218212,-3.0219107,0.1536471,2.9804735,210.69998,401.59998
320,247659,30619,-1709,13335,-1897,-804,-849,247659,168,16111,-2397,327,296,-241,247680,5055,-32569,2485,464,1297,-827,247680,-10389,-31104,8514,104,471,176,247659,50,32252,2641,-1014,540,-510,2,1,imu_label_1_jea,33440.484,2228.4133,-1.1570638,-0.12746416,-1186.3281,-245.56,0.7993868,-0.06771512,-0.5917772,-0.07870979,16289.204,502.61914,-0.010313762,1.7184932,0.0,-99.520004,0.63781965,0.7697169,0.024142288,-0.0117944535,33052.504,1606.6842,-0.15354106,-1.4946443,297.0703,-321.94,0.7533983,-0.64238065,-0.058269694,-0.12783876,33880.35,513.452,0.31165874,-1.3036141,1101.5625,151.48,0.7936379,-0.57638395,0.16289009,0.1067116,32359.988,1256.9391,-0.0015451185,1.4890922,-235.15625,-263.84,0.77332956,0.6320276,0.049128134,-0.009426225,1.1467501,1.8459574,1.0035228,-1.3671801,0.3219725,-3.0221074,0.15199594,2.9837365,222.42,415.32
321,247681,30604,-1765,13505,-1685,-542,-811,247681,300,16129,-2339,332,296,-191,247702,5035,-32578,2449,442,1256,-677,247702,-10207,-31124,8507,62,449,147,247681,251,32265,2598,-807,502,-319,2,1,imu_label_1_jea,33497.836,1946.9746,-1.1520791,-0.12995577,2867.5781,-261.78,0.79887384,-0.06982889,-0.59177077,-0.08204802,16300.478,484.06714,-0.018405408,1.7148106,563.6719,-103.340004,0.63746965,0.7700079,0.024406098,-0.011163679,33055.633,1493.7299,-0.1529142,-1.495764,156.44531,-335.48,0.75371146,-0.6417498,-0.05704059,-0.1297019,33841.62,476.50183,0.30638176,-1.303987,-1936.5234,154.42,0.79335755,-0.5767981,0.16323125,0.10603426,32370.4,1002.50385,-0.007754075,1.490449,520.60547,-270.22,0.7738707,0.63133174,0.04965185,-0.008897832,1.1336737,1.8447664,0.99916494,-1.3658082,0.32478717,-3.0187976,0.14516012,2.986213,232.14001,424.64
322,247703,30604,-1765,13505,-1685,-542,-811,247703,301,16129,-2339,332,296,-189,247724,5035,-32578,2449,442,1256,-677,247724,-10185,-31124,8505,62,449,147,247703,251,32265,2598,-802,502,-319,2,1,imu_label_1_jea,33497.836,1946.9746,-1.1520791,-0.12995577,0.0,-278.0,0.7983582,-0.07190327,-0.5917561,-0.08531591,16300.496,483.2815,-0.018466745,1.7148106,0.9277344,-107.12,0.6371266,0.77029246,0.024660641,-0.010541547,33055.633,1493.7299,-0.1529142,-1.495764,0.0,-349.02002,0.75401294,-0.6411295,-0.055836193,-0.13152827,33834.49,476.50183,0.3057665,-1.3040469,-356.64062,157.36,0.7930833,-0.5772043,0.16356046,0.105366215,32370.4,998.48334,-0.007754075,1.490449,0.0,-276.6,0.7743921,0.6306585,0.050164104,-0.008380894,1.1336124,1.8447664,0.99916494,-1.3658082,0.32423323,-3.0188575,0.14516012,2.986213,241.90002,433.96002
323,247725,30604,-1803,13505,-1685,-542,-811,247725,301,16129,-2339,332,296,-189,247746,5035,-32585,2428,436,1225,-677,247746,-10185,-31139,8500,28,408,119,247725,251,32265,2570,-802,446,-319,2,1,imu_label_1_jea,33499.86,1946.9746,-1.1519433,-0.13272129,101.171875,-294.22,0.79783875,-0.07396212,-0.59173095,-0.08852979,16300.496,483.2815,-0.018466745,1.7148106,0.0,-110.9,0.6367904,0.77057046,0.024910515,-0.00993168,33060.984,1465.9639,-0.15288927,-1.496421,267.57812,-362.56003,0.7542846,-0.64054716,-0.054714493,-0.13326785,33847.03,425.92136,0.30564952,-1.3043188,627.14844,159.74,0.792787,-0.5776748,0.16374518,0.10472883,32368.166,971.5354,-0.007754611,1.4913113,-111.71875,-282.98,0.7749047,0.63000304,0.050552063,-0.007966724,1.1334766,1.8475319,0.9990541,-1.3636997,0.32411626,-3.0191293,0.14513466,2.9877324,251.66003,442.72003
324,247747,30613,-1826,13592,-1490,-355,-779,247747,399,16145,-2296,334,296,-151,247768,5054,-32608,2423,436,1112,-572,247768,-10044,-31150,8475,2,384,98,247747,402,32260,2549,-629,384,-154,2,1,imu_label_1_jea,33544.484,1718.4197,-1.1496209,-0.13354415,2231.25,-309.8,0.7976659,-0.07559044,-0.5913297,-0.091347404,16312.321,471.1401,-0.024462476,1.7120603,591.25977,-113.92,0.6364799,0.77083147,0.025039865,-0.009225688,33086.184,1324.3202,-0.15335295,-1.4966257,1259.9609,-374.00003,0.75456524,-0.6400308,-0.053665664,-0.13458061,33808.727,396.31302,0.30163634,-1.3051555,-1915.2344,161.70001,0.79247457,-0.57820266,0.16380548,0.10408451,32363.043,752.8699,-0.012421895,1.4919459,-256.15234,-286.06,0.7751313,0.62973636,0.050496876,-0.007320462,1.1251584,1.8456044,0.9962679,-1.3630815,0.3260988,-3.0172157,0.14093105,2.9885716,260.08002,447.76
325,247769,30613,-1826,13632,-1487,-355,-779,247769,399,16146,-2296,334,305,-151,247790,5054,-32608,2423,442,1112,-572,247790,-10044,-31153,8475,2,384,98,247769,402,32260,2549,-626,384,-151,2,1,imu_label_1_jea,33560.71,1715.8191,-1.1485429,-0.13315691,811.3281,-325.37997,0.7974951,-0.0771803,-0.5909232,-0.094098516,16313.312,476.8459,-0.024460992,1.7120516,49.51172,-116.939995,0.63617504,0.77108663,0.025182078,-0.0085154865,33086.184,1326.3076,-0.15335295,-1.4966257,0.0,-385.44003,0.75484675,-0.639512,-0.052639887,-0.13586687,33811.492,396.31302,0.3016109,-1.30518,138.28125,163.66002,0.7921681,-0.57871926,0.16386415,0.103452295,32363.043,749.7553,-0.012421895,1.4919459,0.0,-289.08,0.77534866,0.6294807,0.050436884,-0.0066818553,1.1240819,1.8452085,0.9951899,-1.3634688,0.3260719,-3.0172315,0.14093105,2.9885716,268.50003,452.74
326,247791,30613,-1843,13632,-1487,-355,-779,247791,399,16146,-2296,334,305,-151,247812,5034,-32626,2409,442,1027,-572,247812,-10044,-31158,8456,-19,366,92,247791,402,32257,2549,-626,384,-151,2,1,imu_label_1_jea,33561.645,1715.8191,-1.1484812,-0.1343818,46.679688,-340.95996,0.79731846,-0.07875172,-0.59051806,-0.0967983,16313.312,476.8459,-0.024460992,1.7120516,0.0,-119.95999,0.63587624,0.77133584,0.025321927,-0.007819275,33099.85,1255.8969,-0.15267774,-1.4970932,683.39844,-396.88004,0.75510556,-0.6390374,-0.051797006,-0.13698183,33811.344,377.86374,0.3016123,-1.3057885,-7.421875,165.50002,0.7918415,-0.5792707,0.16386886,0.102856584,32360.053,749.7553,-0.012423043,1.4919386,-149.51172,-292.09998,0.77556175,0.6292293,0.050377157,-0.006056409,1.1240202,1.8464334,0.9958035,-1.3627114,0.3260733,-3.0178401,0.1402547,2.9890318,276.92004,457.59998
327,247813,30580,-1874,13672,-1335,-220,-755,247813,475,16153,-2264,337,332,-137,247834,4949,-32629,2398,456,996,-493,247834,-9942,-31164,8434,-29,353,92,247813,537,32254,2557,-502,386,-20,2,1,imu_label_1_jea,33549.543,1549.4031,-1.1468868,-0.1362196,-605.0781,-356.05997,0.79739106,-0.07999723,-0.5898547,-0.09919381,16317.805,492.50583,-0.029113423,1.7100489,224.6582,-122.69999,0.635592,0.7715738,0.025445366,-0.0070244186,33089.19,1201.2498,-0.15012877,-1.4974353,-533.0078,-406.74002,0.75540435,-0.6385707,-0.0508865,-0.13784872,33781.22,365.94263,0.29872882,-1.3064948,-1506.25,167.34001,0.791512,-0.5798365,0.16382067,0.10227973,32359.652,633.56134,-0.016595501,1.4916848,-20.019531,-292.49997,0.77557147,0.62924945,0.05007397,-0.0051632677,1.1177734,1.8462685,0.99675804,-1.3612157,0.32784224,-3.0165439,0.13353327,2.98912,284.04004,459.83997
328,247835,30580,-1874,13682,-1335,-220,-754,247835,475,16153,-2262,337,333,-137,247856,4949,-32629,2391,456,996,-486,247856,-9942,-31164,8434,-29,353,92,247835,537,32254,2557,-502,386,-20,2,1,imu_label_1_jea,33553.62,1548.916,-1.1466177,-0.13612127,203.90625,-371.13995,0.7974578,-0.081221916,-0.5891981,-0.10153625,16317.526,493.18048,-0.029113917,1.7099274,-13.916016,-125.43999,0.63531417,0.77180517,0.025568523,-0.006243235,33088.684,1198.3939,-0.15013109,-1.4976487,-25.390625,-416.46002,0.755696,-0.6381158,-0.049982127,-0.13868527,33781.22,365.94263,0.29872882,-1.3064948,0.0,169.18001,0.7911889,-0.5803902,0.16377325,0.10171377,32359.652,633.56134,-0.016595501,1.4916848,0.0,-292.89996,0.775581,0.629268,0.049775638,-0.0042883,1.1175038,1.8460487,0.99648654,-1.3615274,0.32784274,-3.0164223,0.1335356,2.9893336,291.02002,462.07996
329,247857,30555,-1883,13682,-1335,-220,-754,247857,475,16153,-2262,337,333,-137,247878,4948,-32629,2376,454,996,-486,247878,-9942,-31169,8434,-29,343,87,247857,537,32252,2557,-502,386,-20,2,1,imu_label_1_jea,33531.34,1548.916,-1.1462775,-0.1367669,-1114.0625,-386.21994,0.7975185,-0.08243086,-0.58854747,-0.103832774,16317.526,493.18048,-0.029113917,1.7099274,0.0,-128.18,0.6350419,0.772031,0.025689749,-0.005477467,33087.453,1197.6343,-0.15010613,-1.498106,-61.523438,-426.18002,0.75597316,-0.6376773,-0.049094383,-0.13950607,33785.83,355.04788,0.29868677,-1.3065352,230.46875,170.92001,0.79087746,-0.58093184,0.16369797,0.10116308,32357.66,633.56134,-0.016596524,1.4916799,-99.609375,-293.29996,0.77559024,0.62928486,0.049482077,-0.0034311325,1.1171637,1.8466944,0.9961714,-1.3613391,0.3278007,-3.0164628,0.1335096,2.989786,298.00003,464.21997
330,247879,30546,-1890,13713,-1217,-110,-738,247879,519,16157,-2237,340,355,-121,247900,4947,-32623,2360,429,1006,-402,247900,-9884,-31186,8435,-23,343,80,247879,608,32251,2563,-443,388,42,2,1,imu_label_1_jea,33536.2,1427.5269,-1.1453066,-0.13696253,242.96875,-400.97995,0.7977768,-0.08336987,-0.5876978,-0.10589063,16319.381,506.22723,-0.03180804,1.7083756,92.72461,-130.59999,0.63478005,0.77224827,0.025795422,-0.004635966,33080.242,1165.1957,-0.15010853,-1.4985806,-360.54688,-434.22003,0.7562297,-0.6373077,-0.048055153,-0.14016543,33784.75,352.9561,0.2969008,-1.3066428,-53.90625,172.52002,0.79058516,-0.58145547,0.163601,0.10059526,32358.393,590.38715,-0.018790668,1.4914926,36.621094,-292.45996,0.77550447,0.62942684,0.049078785,-0.0024552983,1.1134986,1.8453381,0.9951981,-1.361618,0.32870886,-3.0150185,0.13131787,2.9900732,303.62006,464.97998
331,247901,30546,-1890,13713,-1217,-110,-736,247901,519,16157,-2237,340,355,-118,247922,4947,-32623,2360,429,1006,-399,247922,-9884,-31186,8447,-21,346,80,247901,608,32251,2563,-443,388,42,2,1,imu_label_1_jea,33536.2,1426.4939,-1.1453066,-0.13696253,0.0,-415.69995,0.7980258,-0.084296525,-0.5868614,-0.107901126,16319.381,505.51855,-0.03180804,1.7083756,0.0,-132.95999,0.63452345,0.7724604,0.02589351,-0.0038061123,33080.242,1164.1641,-0.15010853,-1.4985806,0.0,-442.20004,0.7564796,-0.63694596,-0.047031365,-0.14080642,33787.746,355.7485,0.2968737,-1.3062843,149.80469,174.12003,0.79030234,-0.5819617,0.16351259,0.10003218,32358.393,590.38715,-0.018790668,1.4914926,0.0,-291.61996,0.7754202,0.6295644,0.04868225,-0.0014992412,1.1134986,1.8453381,0.9951981,-1.361618,0.32868174,-3.01466,0.13131787,2.9900732,309.24005,465.74
