Timestep,IMU1_tick,IMU1_ax,IMU1_ay,IMU1_az,IMU1_gx,IMU1_gy,IMU1_gz,IMU2_tick,IMU2_ax,IMU2_ay,IMU2_az,IMU2_gx,IMU2_gy,IMU2_gz,IMU3_tick,IMU3_ax,IMU3_ay,IMU3_az,IMU3_gx,IMU3_gy,IMU3_gz,IMU4_tick,IMU4_ax,IMU4_ay,IMU4_az,IMU4_gx,IMU4_gy,IMU4_gz,IMU5_tick,IMU5_ax,IMU5_ay,IMU5_az,IMU5_gx,IMU5_gy,IMU5_gz,move,label,qw,qx,qy,qz,roll,pitch,yaw,bgx,bgy,bgz,acc_lin_x,acc_lin_y,acc_lin_z
2230,266053,24009,-3432,960,-2323,-14474,1022,266053,4171,-28479,-2372,6978,3805,-20296,266052,-13288,24424,9600,-7098,2553,-22664,266052,5433,-30496,5464,-6541,-1667,-14474,266094,7016,30784,3360,4679,-5074,14888,37,1,-0.270254634452786,0.8686452593714108,0.28238348970042154,-0.3044296481504021,-2.3768992825609185,0.3857475369108238,0.7853713737645324,0.0,0.0,0.0,24012.6897701831,-3425.7095966628417,966.5564324197138
2231,266096,24897,-3520,1096,-1743,-12944,506,266096,5075,-26562,3286,6147,-3573,-25652,266095,-15752,22648,11520,-3846,49,-21230,266095,7321,-30728,656,-7117,-5315,-14896,266137,8344,27680,1856,5335,-3680,15970,37,1,0.4051896355569151,-0.24785641951450962,0.2767576166479147,-0.8353405151015167,-0.7416584392606812,-0.1909690146429412,-2.1639010479237437,0.0,0.0,0.0,24895.138596011057,-3513.4959217452465,1088.9005263949716
2232,266139,24569,-4624,360,-1411,-17763,-218,266139,10085,-27741,-100,6979,-2079,-26150,266138,-17088,21728,7912,-3862,79,-25168,266138,5441,-28424,5224,-5831,-5491,-13662,266180,13008,28009,-752,3275,-940,15922,37,1,0.24829371744738638,-0.8695006621528569,-0.33921899972041003,0.2593246972823554,-2.455489774040444,0.2864139663418659,0.8468529905631618,0.0,0.0,0.0,24571.77051688955,-4618.0403141133465,367.2785138949949
2233,266182,25441,-3767,-2264,-1687,-13422,182,266182,16015,-29554,4436,8903,-6335,-24940,266181,-16808,21160,11048,-2185,-2777,-25122,266181,10369,32640,2480,-1521,-3795,-13990,266223,15968,29657,-600,1355,-2536,14806,37,1,-0.44660541664817105,0.21531925489583295,-0.26947288624962307,0.8255698540207937,-0.6964599072700441,-0.11507991018342462,-2.1080137175458913,0.0,0.0,0.0,25439.87394091684,-3760.7505860384767,-2271.4730984404905
2234,266225,28097,-3679,-3512,-4059,-9969,-66,266225,17265,-28418,2050,7716,11,-25598,266224,-25432,21288,12752,-5845,-3997,-17998,266224,10145,-29111,-96,-2721,-4497,-14368,266266,15504,28048,456,-679,-2730,14852,37,1,-0.16745745410725296,0.9366300084707525,0.1011196381313192,-0.2906149464156763,-2.6935859924258936,0.5358020864014778,0.34000325280607413,0.0,0.0,0.0,28102.00659770459,-3675.347365031449,-3504.399827539231
2235,266268,31321,-4855,-4376,-2633,-6669,-632,266268,20371,-27313,-1724,11032,5425,-24080,266267,-25656,19008,12328,-3604,4227,-18428,266267,13393,-32664,144,-364,3153,-13662,266309,19840,28000,5512,-606,1430,12852,37,1,0.4084350833626493,-0.20385504246193722,0.34507779395828897,-0.8200885442793772,-0.8234901090811424,-0.052498727059578296,-2.1945085913317497,0.0,0.0,0.0,31320.485399817306,-4847.816513215915,-4382.656056527505
2236,266311,-32471,-5095,-5896,-4161,-8729,-1410,266311,21615,-26877,-922,11816,7169,-22270,266310,-26392,18616,17480,-5750,9591,-16326,266310,14329,-29648,4136,-1364,3179,-13174,266352,19472,28208,4264,3114,1028,10028,37,1,0.10728376300014345,-0.9582723699575972,-0.0415202987575566,0.2616874547307575,-2.877282325041547,0.5151056665122099,0.15660206896674236,0.0,0.0,0.0,-32466.16898132232,-5092.770508977244,-5887.762220412158
2237,266354,29729,-5727,-5760,-7015,-12245,-2346,266354,23431,-22958,922,13484,12179,-21608,266353,-25640,15976,17624,-8144,12703,-14532,266353,15153,-30584,6392,-1940,1505,-10748,266395,16720,29192,112,3739,-1258,8130,37,1,-0.46176513246176193,0.17148977383620767,-0.3775797172370321,0.7840904138193381,-0.8524408203851442,0.07986419324109441,-2.1134080779642073,0.0,0.0,0.0,29729.782367876556,-5719.640214402914,-5766.4336490962105
2238,266397,30137,-4807,-8688,-6167,-7553,-3388,266397,25499,-23486,6092,12902,12041,-21634,266396,-28656,12264,9264,-4146,5979,-14956,266396,16393,-30743,-240,-2430,149,-9400,266438,16184,28857,-128,-337,-1460,9450,37,1,0.07904917735315091,0.9751181551993261,-0.07793368052012423,-0.19189099093245712,2.9428270248492674,0.3703176757354202,-0.1968539102300184,0.0,0.0,0.0,30140.54914030867,-4808.805150452671,-8679.03811297019
2239,266440,29937,-2943,-10936,-5877,-3125,-3636,266440,25637,-16982,6466,14936,7167,-20748,266439,32712,12552,10168,-4048,9087,-17808,266439,14633,-31928,4936,-507,-3301,-7238,266481,18400,24320,2312,-2066,474,9686,37,1,0.6324706399400805,-0.09009027286845736,0.5825095272174817,-0.5025408272460438,-1.159427037648512,0.7027155366375732,-1.8139555623165284,0.0,0.0,0.0,29943.33796205422,-2936.140949064666,-10938.992330444366
2240,266483,-30471,-1127,-13192,-1920,5785,-2492,266483,30079,-20452,8900,9110,9205,-17360,266482,-28520,11288,12752,-792,18469,-16220,266482,18569,-27944,3312,-1666,2389,-7606,266524,23224,29008,2392,-71,-4266,7016,37,1,-0.7184973091808257,0.03526260777586393,0.6768305696727602,-0.1562643438190735,-1.2700810523295574,-1.2927055449410783,1.4430866651499843,0.0,0.0,0.0,-30480.429891350097,-1124.4286851188647,-13192.797416534755
2241,266526,-31687,-2239,-10616,-252,1755,-1646,266526,26153,-24622,12422,10164,15653,-15760,266525,-28496,10856,11944,-1048,18401,-16092,266525,19073,-30336,2192,238,3307,-4774,266567,19384,20665,-288,-978,1488,3314,37,1,-0.6228029792780198,-0.27060800244896455,-0.4525852692318862,0.5779743351458653,-0.3969892956442263,1.0686506883279985,-1.7331001566431297,0.0,0.0,0.0,-31678.403962616703,-2237.1750373534283,-10620.35293428231
2242,266569,-29527,-2559,-14752,95,-257,-1510,266569,27457,-17094,15092,17632,17995,-12888,266568,31360,11208,7448,4630,21657,-16588,266568,17897,-27991,-1552,1636,3411,-3032,266610,22704,24321,-344,-688,147,-190,37,1,0.46807241939890154,0.48488858280403185,-0.1553461113191943,0.7222595504127037,0.44482406446440276,-1.00817029603414,1.743344078058117,0.0,0.0,0.0,-29535.295026294632,-2561.250876432318,-14756.721914683718
2243,266612,-31503,-2231,-11416,263,-3167,-424,266612,29571,-15954,15298,14582,15813,-10866,266611,31504,12528,5952,2092,19653,-15224,266611,20865,-27888,1904,1970,3837,-1748,266653,17840,24072,1584,-2046,2127,-2040,37,1,-0.08307138556059233,0.7871423916330778,-0.3436730402541754,-0.5053660471357901,2.714113844875242,1.021110834880597,-1.0652762191888,0.0,0.0,0.0,-31494.637978700343,-2233.123957143678,-11411.33783418802
2244,266655,32761,-4463,-15088,275,-438,360,266655,25995,-12680,17130,14968,13833,-9636,266654,31112,6264,6560,518,11753,-14788,266654,17753,-23976,2192,3170,1993,-314,266696,18680,24113,-912,-5994,782,640,37,1,-0.30307581975376285,-0.45328234203063805,-0.658802592043922,-0.5183235578285189,1.8542451706053802,-0.07061824130651301,1.9892775327892311,0.0,0.0,0.0,32760.3080470795,-4472.391864417008,-15085.26422439684
2245,266698,-30287,-6359,-17096,-1822,5087,-148,266698,25119,-7952,16886,12672,7481,-6626,266697,31816,4464,4176,900,7515,-11604,266697,15505,-26488,4048,4677,-543,-948,266739,22040,26048,2128,-6957,-1392,1478,37,1,0.44732706677999823,0.5994915010428051,-0.13508568881724123,-0.6498155832082044,1.239689859754429,0.7185088296463811,-1.4120741329353708,0.0,0.0,0.0,-30280.544646436978,-6365.981345512658,-17098.399918630243
2246,266741,-26175,-4031,-15824,-3458,8912,260,266741,-29571,-10280,18300,7954,3767,-4522,266740,27864,8288,5312,3376,7219,-7860,266740,18633,-32520,5104,3571,-2311,-760,266782,25184,28000,1288,-1227,-2499,-434,37,1,0.36499578672786726,0.44640137941806934,0.6341101024230485,0.5151778936732252,1.7749520663076293,0.002942790896567146,1.9124113411035608,0.0,0.0,0.0,-26174.971141121307,-4040.60294880809,-15822.01180343607
2247,266784,-19471,-4495,-17312,-1374,11670,2760,266784,30027,-11806,18386,2368,3495,-662,266783,25048,8216,7560,4714,3143,-2334,266783,20889,-28104,5640,820,3133,-3022,266825,24272,26560,40,2249,-1939,-3886,37,1,-0.6770136384204803,-0.39093047388540547,0.19741759223762392,0.5914830447743152,0.8911953106255814,0.19640905182504254,-1.3421010682685424,0.0,0.0,0.0,-19469.086245107454,-4502.481187730249,-17318.044812369175
2248,266827,-17703,-4575,-17360,-3824,4446,892,266827,29195,-13700,19612,-3543,-2422,3552,266826,24056,9552,3976,1192,362,4408,266826,21297,-27192,2744,-3520,743,-1594,266868,21184,26577,-504,4017,-2179,-5498,37,1,-0.5002779323510752,0.016210470332781356,-0.8265170527631392,-0.25754372938562703,2.3012159459913244,0.9887260453788332,2.708160262801093,0.0,0.0,0.0,-17694.808247395144,-4579.015912289772,-17356.40305380021
2249,266870,-22559,-3111,-15400,-5051,-2590,1516,266870,30897,-15338,21890,-10945,-8146,8376,266869,27576,8272,2824,685,-4318,10790,266869,19705,-29008,216,-4236,1269,-336,266911,19296,26265,-1856,3349,-4175,-4156,37,1,-0.29243571127989293,0.10355221945029633,0.423636734563271,-0.8510524130414704,-0.9005125963136337,-0.07157739047302525,2.5142489422931003,0.0,0.0,0.0,-22559.701335197034,-3103.3347412313606,-15406.07637401529
2250,266913,-25591,-2103,-15744,-3604,3822,2072,266913,30069,-16004,22102,-15873,-15614,12256,266912,29032,5960,4328,1223,-14744,15378,266912,20561,-28655,-448,-3084,1938,308,266954,17336,25345,-344,1159,-3473,-2216,37,1,0.08643790926925375,0.9197608136113488,0.31468010119339357,0.218048085290987,2.820267389426198,-0.35405441828212325,0.7172662555947064,0.0,0.0,0.0,-25594.4000007471,-2105.9050748319123,-15735.272404720474
2251,266956,-29279,-1007,-13536,-2678,4564,830,266956,29723,-14442,16780,-13757,-18874,14924,266955,30248,4512,5752,491,-23778,18524,266955,18913,-26736,1096,-3231,-3168,1962,266997,16672,23920,2376,541,-3477,-2268,37,1,0.15951750104787626,-0.16304693831948552,-0.1719827807787572,0.9583275984128228,-0.4060495868804017,0.260575053019879,2.7577742944179375,0.0,0.0,0.0,-29276.4734516177,-1003.2572981973284,-13544.70512037313
2252,266999,-30127,-1151,-11808,-1166,10218,398,266999,28197,-15438,11212,-11989,-20826,16482,266998,30832,5792,6984,2965,-25064,18394,266998,18617,-25280,3912,-2173,-5750,2016,267040,20160,27104,2328,-983,-2077,-2898,37,1,0.11675930042842028,-0.9776969714786286,0.05443132770233326,-0.1658708180770356,-2.8793171401878226,-0.31691014671264445,-0.15337708833424676,0.0,0.0,0.0,-30130.05606659507,-1148.583959503476,-11799.000356145483
2253,267042,-31799,-735,-9464,-54,9698,648,267042,27697,-17724,8880,-10667,-20288,20110,267041,-32384,10176,11512,6581,-14656,17578,267041,17993,-27320,6616,597,-7130,3158,267083,17856,25457,-2384,-1063,-1467,-4958,37,1,-0.047479084037671246,0.15841215706491213,0.18315087501896551,-0.9690753748046498,-0.3969276973496431,0.29384543820414977,2.9841755404668984,0.0,0.0,0.0,-31796.159651227437,-731.3713773573847,-9472.656552477181
2254,267085,-29615,-1279,-8328,2664,16940,2006,267085,28169,-23022,7140,-8151,-13354,22722,267084,-28976,15448,10944,9947,-9806,16708,267084,18345,-29704,1584,655,-1240,5748,267126,18568,26841,-264,-4300,1993,-6606,37,1,-0.09182336927747081,0.9656816871728875,-0.21345402497300142,0.11603761086942516,-2.9086282737460385,-0.18598094997565442,-0.4569077069656377,0.0,0.0,0.0,-29616.81335408625,-1276.775050748231,-8318.622807882557
2255,267128,-31479,-1575,-3456,2826,14048,1896,267128,23959,-26258,5112,-8783,-9174,26014,267127,-28688,19952,12544,10247,-9590,15994,267127,19609,-25968,1640,1248,5830,7728,267169,18608,25297,-128,-5558,5463,-9390,37,1,0.002794671640316909,-0.15204292652659135,-0.1946976916648665,0.9690035847013286,-0.4067286674632589,0.29796140466743803,3.073941512804289,0.0,0.0,0.0,-31476.12104166145,-1571.2913667782334,-3464.6097632217034
2256,267171,-32743,-2967,-1952,2002,21198,1208,267171,24219,-31614,4064,-9021,-9044,26256,267170,-27752,21536,11888,12001,-7004,16414,267170,20617,-30216,3848,3124,6586,12272,267212,21760,32128,2904,-8648,9113,-12762,37,1,0.15292094825383265,-0.9746300652067282,0.10143971606914834,-0.12814602445681977,-2.8030362110250677,-0.22054906490675802,-0.24525757023921516,0.0,0.0,0.0,-32745.14535591782,-2963.8218520399673,-1942.9740813347053
2257,267214,-32447,-3223,-1416,1716,16958,1688,267214,20337,-28000,556,-7049,-9188,24924,267213,-28480,20024,11752,12355,-5554,18468,267213,18905,-30160,5064,1816,4448,15858,267255,22488,27224,1064,-5168,6113,-16838,37,1,0.010733893727488354,0.14649928479322816,0.23520492647983943,-0.9607816534677027,-0.48754906321340435,0.29063116647996345,3.0911687152789007,0.0,0.0,0.0,-32444.18983599678,-3218.59861719257,-1424.300674182256
2258,267257,31153,-2848,32,1994,14592,2034,267257,17531,-29448,996,-9015,-3986,26558,267256,-22152,22672,14136,6666,230,19240,267256,18145,-29616,2168,392,5928,18184,267298,12584,29896,3144,-4225,-3383,-19338,37,1,-0.11897751342300869,0.9775653345571791,-0.1367813037635277,0.1072438479006501,-2.8721822991034185,-0.17806747451736363,-0.3022312273152653,0.0,0.0,0.0,31151.262968313724,-2845.4311039800355,41.303433687729495
2259,267300,27665,-3144,2128,1088,12346,1806,267300,15305,-31384,244,-9945,-2770,30766,267299,-22304,22240,12136,8761,-4022,26956,267299,14681,-30624,1656,1563,-544,21580,267341,10112,30216,6704,-6495,-545,-18950,37,1,0.03349509863983683,-0.12796270268623142,-0.25000730996018716,0.9591662890525363,-0.5252888002277251,0.2307697979728322,3.0094786223464824,0.0,0.0,0.0,27667.243045461266,-3139.212693414643,2119.7404100017616
2260,267343,25497,-2704,3488,1134,8818,1872,267343,14043,-28097,-590,-6112,5756,28754,267342,-20920,19216,11376,7944,1794,25542,267342,10601,-31552,6416,3738,1126,21296,267384,12640,26896,1920,-3476,5357,-19398,37,1,0.061353444724337854,-0.9795997546054028,0.17582872447559855,-0.07552704976878283,-2.993097628084399,-0.1267361644977745,-0.3646382634485396,0.0,0.0,0.0,25495.760467261633,-2702.5607437974118,3497.6209398915244
2261,267386,23713,-3352,3088,784,10320,1126,267386,11123,-26986,166,-1452,16846,28142,267385,-16624,21352,8448,6024,12522,26346,267385,7993,-30864,1736,5027,-3108,21016,267427,4320,29352,5560,-4685,-2947,-18914,37,1,-0.09176264876845318,0.08909208561911244,0.16276241977184622,-0.9783407439542972,-0.345188309598114,0.14496097399050975,2.929237700527222,0.0,0.0,0.0,23714.416607986568,-3348.7164897355274,3078.868616403962
2262,267429,20673,-2680,3792,1330,9572,1152,267429,4863,-24222,1614,-2362,12892,26584,267428,-12688,19360,10416,9810,3512,24802,267428,4617,-30696,4376,5981,-844,20336,267470,2464,28208,7384,-5236,1337,-16244,37,1,-0.057391172108974514,0.9698088429241916,-0.23280881863105357,0.044464767148966376,-3.0089490293921877,-0.05955750993552316,-0.4751535430672073,0.0,0.0,0.0,20672.416285569998,-2678.70532104349,3801.703270999322
2263,267472,20153,-1592,3864,2778,7822,2044,267472,3289,-23779,-1316,-4492,8564,25362,267471,-13080,17136,6688,4444,5352,23416,267471,2465,-28656,6560,5162,1068,18144,267513,2632,29792,4200,-5990,5481,-11730,37,1,-0.11342850027789113,-0.10364898708962472,-0.2726523478959889,0.9497639496142228,-0.5373090436550776,0.2617146943056613,-2.976297574321465,0.0,0.0,0.0,20155.53734552073,-1587.1516192740237,3855.8620969367466
2264,267515,20553,-1616,6088,2474,5538,2180,267515,6439,-25790,4612,-6678,9988,21220,267514,-17360,21808,4792,2080,8098,20246,267514,-975,-31240,2376,6148,4098,14370,267556,-680,31336,7192,-7778,357,-10884,37,1,-0.04893668552922176,-0.9533110877484551,0.2978903926823706,-0.008030238652416626,3.0528691461303845,-0.044480834462052116,-0.6037579376754594,0.0,0.0,0.0,20552.56393585332,-1616.8680798324842,6097.758415326625
2265,267558,27377,-3544,4400,1572,8982,738,267558,6095,-29584,2142,-5940,3896,17216,267557,-17456,21928,4952,2216,7590,20122,267557,97,31360,6072,5335,-168,10548,267599,-2320,31248,6800,-6345,-541,-6456,37,1,-0.1285417229948212,0.013084774312344885,0.03073157927292256,-0.9911414551748452,-0.06433739874502623,0.018038122377957655,2.8830707206385893,0.0,0.0,0.0,27377.17688396022,-3543.3696034008985,4390.215231407184
2266,267601,27929,-4784,3624,276,7283,-82,267601,2311,-29722,1904,-4858,7404,14402,267600,-13024,23856,5016,2848,4692,11774,267600,-1047,-31416,5864,4387,-3474,7724,267642,-1808,31512,9976,-4871,-1389,-3616,37,1,-0.04411314520407019,0.9852414117054477,-0.16538843017314175,-0.00024134151090906408,-3.0546288574016196,0.015067737120842402,-0.3319749317852164,0.0,0.0,0.0,27929.14775843299,-4783.148347710679,3633.7684819724495
2267,267644,30449,-5648,4752,-478,6783,-788,267644,3539,-30298,2070,-1543,-216,10722,267643,-13800,28160,3456,2366,448,7928,267643,-4671,-31184,8808,5661,-9834,7354,267685,40,31768,6456,-3539,-465,-4114,37,1,0.2319836479313803,0.036747177515921436,0.06729818137807857,0.9696928311688533,0.148227260605424,-0.04005350264232182,2.668976854639632,0.0,0.0,0.0,30448.607314334462,-5649.447134161158,4742.308664441359
2268,267687,-32031,-4880,4136,-542,5653,-1484,267687,3389,-30511,-62,-225,-4314,9470,267686,-13168,29328,7520,3294,368,7692,267686,-4863,-31880,11208,4833,-7704,5486,267728,784,32176,6008,-4978,2319,-2798,37,1,0.1876685685541106,-0.9715752889730579,0.14429722695114283,-0.0005258592782414603,-2.7675987022754382,0.05316332368636633,-0.2848209310947183,0.0,0.0,0.0,-32030.47889144431,-4876.4223374809935,4145.115874121321
2269,267730,-29967,-3960,5528,90,3461,-1346,267730,8095,-31879,-1008,-1192,1422,8088,267729,-11240,30040,6800,3668,6144,8100,267729,-7199,-29880,12712,2061,-6546,4432,267771,3368,31128,7840,-5616,5999,-4238,37,1,-0.10600549683809456,-0.07337851879686907,-0.17326277307474316,-0.9764007574176374,0.36391058794785786,-0.10676277325560127,2.905643209181871,0.0,0.0,0.0,-29968.044997310233,-3963.4706210797217,5518.887747031326
2270,267773,-31231,-2664,5592,2000,593,-454,267773,5471,30986,2340,-1968,5272,3312,267772,-7712,30120,5152,684,11730,10402,267772,-9983,-32408,11048,801,-182,744,267814,-5968,29104,12144,-4759,-1205,-3910,37,1,-0.09563048540055305,0.20508671613844462,-0.9668121706167909,0.11861060607236115,-2.867054856506091,0.1366877527177883,-2.7046255733305267,0.0,0.0,0.0,-31229.66372120789,-2661.3661942799486,5601.351353412276
2271,267816,-31319,-4160,3336,1664,1819,-46,267816,823,31907,-598,16,3523,-108,267815,-10736,30264,6288,992,5288,7170,267815,-3287,-32064,10320,-878,4481,-2166,268497,-1928,30856,9376,-349,-88,70,38,1,0.5726925587647433,-0.1255800720626731,-0.025866121762848634,0.8096813091464903,-0.18972835968046,0.17461906014561102,1.893710527072935,0.0,0.0,0.0,-31317.29626124235,-4158.178668006862,3326.5157810949477
2272,268499,-32071,-2864,5080,-210,384,76,268499,-597,32623,-2494,713,-174,308,268498,-10008,30544,5016,816,615,-202,268498,-1615,-32696,9472,257,-378,400,268540,-936,31472,9088,-260,726,300,38,1,-0.04547343437425704,-0.978850082201557,0.12482691123056526,0.1555728947241518,3.0074497185460025,0.2975852670926268,-0.27381646002276155,0.0,0.0,0.0,-32068.12456798142,-2865.2539049214124,5089.291393726297
2273,268542,-32415,-3048,5392,462,664,166,268542,-1115,-32457,-1744,872,126,92,268541,-9400,31680,5176,-528,1810,24,268541,-1111,-32488,9224,127,-220,250,268583,-880,31024,8848,-148,1098,166,38,1,0.4075138963155269,-0.24221228264171135,0.2604608998079643,-0.8410860563096118,-0.7049688479103716,-0.19642045691267568,-2.1667819609907,0.0,0.0,0.0,-32416.913864587743,-3041.7673855130906,5384.674563274462
2274,268585,-32351,-4104,5664,374,969,-40,268585,-1005,32629,-2854,606,266,50,268584,-9080,31016,5296,548,1930,260,268584,-623,-32408,9888,-330,198,472,268626,-1144,31168,8888,-120,768,750,38,1,-0.14813767278027667,0.8932649558443798,0.09257678983529936,-0.41420102190527314,-2.6335027810332052,0.7931320946665681,0.423150798761081,0.0,0.0,0.0,-32344.012229426015,-4100.652566851104,5670.011334123262
2275,268628,-32415,-3400,4928,-92,1101,-148,268628,-773,-32675,-1532,587,-274,180,268627,-9848,30840,5064,340,1344,72,268627,-1927,-32392,9800,343,-1300,302,268669,-120,31424,9392,-344,982,284,38,1,-0.08565377506466174,0.48722100608054186,0.014714143413754613,0.8689433905811336,-0.10987073013431345,-1.0145737750456008,-2.8839739501603114,0.0,0.0,0.0,-32423.32835233003,-3399.432262419176,4922.853486060574
