Timestep,IMU1_tick,IMU1_ax,IMU1_ay,IMU1_az,IMU1_gx,IMU1_gy,IMU1_gz,IMU2_tick,IMU2_ax,IMU2_ay,IMU2_az,IMU2_gx,IMU2_gy,IMU2_gz,IMU3_tick,IMU3_ax,IMU3_ay,IMU3_az,IMU3_gx,IMU3_gy,IMU3_gz,IMU4_tick,IMU4_ax,IMU4_ay,IMU4_az,IMU4_gx,IMU4_gy,IMU4_gz,IMU5_tick,IMU5_ax,IMU5_ay,IMU5_az,IMU5_gx,IMU5_gy,IMU5_gz,move,label
1,207260,0,0,0,0,0,0,207260,0,0,0,0,0,0,207261,0,0,0,0,0,0,207261,0,0,0,0,0,0,207262,0,0,0,0,0,0,1,0
2,207284,0,-1000,0,0,0,0,207284,0,0,0,0,0,0,207285,-846,0,0,0,0,0,207285,-1000,-1000,0,0,0,0,207284,0,0,0,-92,0,0,1,0
3,207308,-1000,-1966,1000,-133,433,31,207308,365,1000,-454,20,11,3,207309,-1484,1000,1000,-7,419,59,207309,-2000,-2000,1000,146,256,94,207306,6,1000,1000,-161,205,48,1,0
4,207331,-1000,-1966,1000,-133,433,31,207331,365,1000,-454,20,11,3,207332,-1484,1000,1000,-7,419,59,207332,-2000,-2000,1000,146,256,94,207326,6,1000,1000,-161,205,48,1,0
5,207354,-2000,-2672,1000,-230,433,31,207354,365,1000,-781,20,11,3,207355,-1963,1000,1000,-12,419,59,207355,-3000,-3000,1000,146,256,94,207346,6,1000,1000,-201,205,48,1,0
6,207377,-3000,-3222,2000,-319,705,47,207377,637,2000,-1039,34,23,2,207378,-2350,2000,2000,-16,620,114,207378,-4000,-4000,2000,230,460,176,207366,-31,2000,2000,-230,534,65,1,0
7,207400,-3000,-3222,2000,-319,705,47,207400,637,2000,-1039,34,33,2,207401,-2350,2000,2000,-16,620,147,207401,-4000,-4000,2000,230,675,220,207386,-31,2000,2000,-230,540,65,1,0
8,207423,-4000,-3688,2000,-388,705,47,207423,637,2000,-1208,34,33,0,207424,-2640,2000,2000,-16,620,147,207424,-5000,-5000,2000,230,675,220,207406,-89,2000,2000,-249,540,65,1,0
9,207446,-5000,-4040,3000,-449,909,59,207446,1554,7969,-1426,40,83,-34,207447,-2900,3000,3000,33,771,221,207447,-5845,-6000,3000,247,1403,317,207448,-168,3000,3000,-253,1105,109,1,0
10,207471,-5000,-4040,3000,-449,914,59,207471,808,3000,-1334,44,51,-1,207470,-2900,3000,3000,33,771,221,207470,-8231,-32288,5024,6,4671,-44,207470,-228,3000,3000,-253,1105,109,1,0
11,207494,-6000,-4310,3000,-533,914,59,207494,808,3000,-1442,44,51,-3,207495,-3075,3000,3000,26,771,221,207470,-5845,-6000,3000,247,1706,326,207492,-228,4000,3934,-145,2250,274,1,0
12,207517,-6000,-4488,4000,-607,1089,73,207517,933,4000,-1506,47,59,-14,207518,-3206,4000,4000,21,925,285,207495,-6441,-7000,3000,186,1706,326,207512,-213,4000,3934,-145,2250,274,1,0
13,207540,-5000,-4488,4000,-607,1089,73,207540,933,4000,-1506,47,59,-14,207541,-3206,4000,4000,21,978,285,207518,-6926,-8000,3734,121,2447,233,207532,-213,4000,3934,-145,2250,274,1,0
14,207563,-5000,-4660,4000,-695,1089,53,207563,933,4000,-1597,45,59,-23,207564,-3222,4000,4000,21,978,262,207541,-6926,-8000,3734,121,2447,233,207552,-197,5000,4616,-114,2084,297,1,0
15,207586,-4000,-4751,5000,-770,1232,37,207586,1037,4959,-1640,24,53,-23,207587,-3234,5000,5000,89,946,237,207564,-7310,-9000,3734,72,2447,163,207572,-197,5000,4630,-114,2084,297,1,0
16,207609,-4000,-4751,5000,-770,1232,37,207609,1037,4959,-1640,24,53,-23,207610,-3234,5000,5000,96,946,237,207587,-7612,-10000,4258,-8,2364,106,207592,-197,5000,4630,-114,1944,290,1,0
17,207633,-4000,-4841,5000,-855,1219,21,207609,1037,4959,-1640,24,53,-23,207634,-3261,5000,5000,96,738,192,207610,-7612,-10000,4258,-8,2364,106,207635,-197,6000,5114,-138,1581,270,1,0
18,207633,-4000,-4841,5000,-855,1219,21,207633,1037,4959,-1672,17,49,-23,207634,-3261,5000,5000,96,738,192,207634,-7868,-11000,4258,-68,2301,63,207657,-197,6000,5114,-198,1076,254,1,0
19,207658,-5000,-4908,6000,-970,1104,7,207658,1095,5684,-1690,15,46,-16,207659,-3281,6000,6000,195,582,159,207659,-8060,-12000,4563,-79,2023,-69,207680,-197,7000,5477,-243,423,221,1,0
20,207682,-5000,-4908,6000,-970,1104,7,207682,1095,5687,-1690,15,46,-9,207681,-3281,6000,6000,195,582,159,207681,-8060,-12000,4563,-79,2023,-69,207703,-197,7000,5481,-243,423,221,1,0
21,207704,-6000,-4959,6000,-1154,898,-46,207704,1095,5687,-1690,15,46,-9,207705,-3281,6000,6000,195,515,134,207705,-8170,-13000,4563,-87,1580,-176,207726,-197,7000,5481,-243,-97,154,1,0
22,207728,-7000,-4975,7000,-1292,728,-121,207728,1174,6233,-1677,31,45,2,207727,-3206,7000,7000,142,465,43,207727,-8253,-14000,4762,-238,1218,-294,207749,-277,8000,5844,-218,-578,104,1,0
23,207750,-7000,-4975,7000,-1292,728,-121,207750,1216,6243,-1677,35,45,2,207751,-3206,7000,7000,142,465,43,207751,-8253,-14000,4802,-238,1218,-294,207772,-277,8000,5944,-218,-578,104,1,0
24,207774,-8000,-4975,7000,-1292,599,-177,207774,1216,6243,-1677,35,44,2,207773,-3206,7000,7000,83,206,-136,207773,-8349,-15000,4802,-530,522,-404,207795,-277,8000,5944,-218,-1528,104,1,0
25,207796,-9000,-4785,7820,-1288,312,-239,207796,1307,6660,-1667,52,44,-23,207797,-3270,8000,8000,-38,11,-450,207797,-8511,-16000,4893,-883,-201,-629,207818,-271,9000,6156,-163,-2240,369,1,0
26,207820,-9000,-4785,7820,-1167,312,-239,207820,1335,6679,-1651,52,50,-23,207819,-3270,8000,8000,-38,11,-450,207819,-8511,-16000,4893,-883,-201,-629,207841,-169,9000,6292,68,-2240,475,1,0
27,207842,-10000,-4785,7820,-1167,3,-264,207842,1335,6679,-1651,52,50,-70,207843,-3318,8000,8000,-455,-115,-697,207843,-8579,-17000,4893,-949,-671,-965,207864,-169,9000,6292,68,-2467,475,1,0
28,207866,-11000,-4698,8291,-910,-837,-283,207866,1385,7006,-1643,58,101,-127,207865,-3350,9000,9000,-974,-203,-871,207865,-8579,-18000,4901,-969,-1004,-1399,207887,19,10000,6103,283,-2537,587,1,0
29,207888,-11000,-4698,8291,-757,-837,-283,207888,1385,7006,-1643,58,125,-127,207889,-3350,9000,9000,-974,-203,-871,207889,-8422,-18000,4901,-969,-1004,-1399,207910,19,10000,6103,283,-2537,587,1,0
30,207912,-11000,-4698,8291,-757,-1467,-283,207912,1385,7006,-1643,42,125,-190,207911,-3350,9000,9000,-1574,-203,-871,207911,-8422,-19000,4901,-969,-1253,-1525,207933,19,10000,5961,283,-2537,529,1,0
